"CM000_010","CM010_020","CM020_030","CM030_040","CM040_050","CM050_060","CM060_070","CM070_080","CM080_090","CM090_100","CM100_110","CM110_120","CM120_130","CM130_140","CM140_150","CM150_160","CM160_170","CM170_180","CM180_190","CM190_200"
10231.9194365857,10063.4656284748,10007.6201101437,10001.499734214,9596.76489276717,10048.4846086714,9175.75789130601,9071.23366366925,8694.96793965552,8922.68014551713,9686.12103862466,9746.0129807962,10108.6444116635,9845.31666928781,9919.18028805316,10380.2187141624,10241.6466754868,10649.6942570384,10517.4533487395,10070.5506187026
10308.4078290507,10005.294505769,10052.3458064611,10121.440382092,9670.2016160252,10087.029854716,9507.37999493964,9556.38590231719,9255.70796071946,9379.04982538385,10006.280938868,9997.19412010992,9858.8717999522,9668.75207972897,9817.48065498398,10206.8566183256,10096.0334468309,10060.5086203834,10005.2758779475,10050.6686685716
10462.7227081377,10057.3085572088,10019.4262729345,9946.91961501252,9651.37254622558,9899.02563974006,8795.24001282402,8874.29460692033,8492.34614224515,8900.51898506652,10097.5146758117,10250.7446810307,10081.3073392587,9730.33805196106,9830.14020782168,10706.1198522466,10754.9645558515,9785.59360821197,9401.76555905931,9594.19531344368
10409.5866569682,10085.7501829279,10044.3117092633,10045.5947018556,9711.70066653067,9952.41138527028,9176.32345426676,9298.68354376757,9157.1981007363,9404.30721686778,10013.7938693746,10052.1965766504,10166.2804228026,9972.55424249191,10127.0502969006,10859.3710478181,10851.060073672,10340.6914169044,9840.94001256613,9869.06696881306
10274.3813224887,10118.934017255,10052.025579704,9901.69383404732,9413.81233699898,9453.68891728298,8776.95106599812,9060.20802125243,8945.68587120343,9228.65214493193,10108.7258624027,10359.2520400385,10439.3121789401,10477.4793937576,10549.8174027471,10519.5964434836,10522.0364880196,10533.6319063538,10190.3701695833,10041.4993398183
10204.7117606968,10064.9353495288,9889.67600028711,9981.48115775026,9606.72546044469,9865.39690812967,9112.80260771535,9286.54714393026,9214.61394157361,9438.72777030452,10182.5007651621,10271.6896798206,10340.5928163627,10197.4934851344,10539.577017453,10918.2851635662,11064.3122514356,10733.4951216666,10747.3820387681,10431.5018400177
10321.2551243735,10084.9255307338,10222.0394990249,9987.41030086136,9603.86010754744,10080.2126485011,9421.51913277218,9475.13914217539,9146.98146331599,9373.24547826288,9920.55968706029,10053.8024429499,10245.6875180598,9997.89617998,9897.8768670969,10947.6917326933,11094.7775081486,10819.9807361556,10182.6890350185,9780.3663436094
10054.702923557,10046.9343444301,9987.66358334678,9890.88128128759,9618.26217630516,10229.501249933,9535.43739881708,9574.55901986723,9212.94842909421,9632.21750628941,10679.5944823418,10702.3159125875,10743.4933895541,10316.2612438773,10754.1037847029,11317.3705895782,11213.4044647593,11077.8190543557,11121.1641699389,10618.1291806225
10144.5791837784,9917.10261854649,10076.6519029154,9909.63435332851,9328.11373893406,9711.58880013408,9177.76269340634,9332.75615003793,9015.24978454066,9250.35334292107,10224.5235850292,10323.3654058582,10575.744359837,10136.9605630117,10505.9743899311,10922.6285710781,10982.4110224155,10731.615251375,10446.2069704438,9851.55398060929
10179.234062965,9956.63095019576,10057.1088850247,9866.48178056307,9450.69557164052,9718.7897459684,9162.49594508296,9273.0223626869,8733.64395267206,8927.93419502484,9309.1396705228,9724.3249065885,9883.42650200016,9631.33280500213,9664.62335309118,10584.218772726,10508.6906909866,10386.3593970192,9675.32808785502,9460.59058284635
10147.6524980507,9801.27385103824,9680.17111675985,9812.2506750297,9372.37070473833,9749.6910610558,8906.50761216637,9235.58473383025,9123.92613096803,9307.18579665075,9965.49834110092,9831.81998533526,10031.5221697598,9338.16374233926,9579.17340398493,10733.1706023441,10559.2271360228,10317.0199616765,9874.15840236031,9570.51688558394
10140.5048218278,10100.5972349438,9879.19154262259,9753.1080770154,9199.37304731716,9554.60143742993,8776.81597439283,8876.3412666978,8561.72313187354,8903.94607737766,10054.3160526869,10202.4452974621,10615.1311018408,10401.7263605174,10426.511477928,11833.7990843759,11946.1297048647,11369.8352202455,10517.2431299138,9963.40336365878
10229.1928006583,9978.59546804028,9880.00176292967,9943.89227307647,9762.82465943147,9832.60671273034,9099.52897491463,9324.82202930394,8841.21013479673,9266.8371724399,10387.9387360792,10421.7772737682,10470.3453142108,10257.3076439154,10584.173540212,10775.0011534056,10905.0794658213,10442.5616433831,10105.7792219064,10253.684129917
10270.7084444471,10172.5514846463,9981.07009936847,9881.63165413623,9515.4033969729,9961.59546924195,8972.54649492041,9150.21554622529,8927.30448081197,9299.28699817565,9437.48497459544,9354.5443714444,9551.15837874136,9187.40953003201,9426.3590796699,10494.5941375215,10526.6050803242,10391.7317492317,10290.3705575396,9923.5959732145
10426.3543561861,9997.07460216244,9942.44219955652,9955.49824051158,9723.08441028588,9994.61379461666,9548.40756402678,9438.02826686092,9097.86752050467,9274.37641573624,10662.4753560562,10503.059193469,10442.9216172277,10132.3565987118,10331.4520485942,11355.5655968909,11183.8167514245,11206.3981706674,10808.5436265671,10246.6895229215
10236.9364774458,10003.0791591416,10060.0178587383,10135.1481776033,9765.56032890818,9974.26767133946,9110.3984841561,9102.69353715301,8482.32531087359,8946.32513083931,9517.36428908587,9759.15545535773,10060.2676972378,9814.41753199167,9896.62168459464,11327.0471606097,11500.9188302002,10698.7274601649,10105.2731482422,9706.72392699501
10141.7356108243,9782.70283083706,9770.10635129317,9730.38491261604,9506.10527966527,9669.41987264882,8896.02628194997,9181.06359845751,8724.7605521779,8909.89700784879,9954.03095125326,9928.47872414598,9998.02287936413,9572.79660988114,9914.45086945352,11055.4471361349,11185.4838105074,10527.6260991413,9946.19381650945,9605.54043387113
10207.0324285485,9794.33213507725,9870.03497644643,9870.43279042234,9711.41511579241,9933.36890042188,9271.53260551792,9292.84879366739,8970.46995143248,9262.13176528698,10128.3546531564,10629.9025040195,10323.4219236625,10002.7004313144,9973.60923556031,12390.2012549223,12344.6639311001,11679.928558698,10565.7148649961,10291.9586558394
10233.2867261161,10011.4328988056,9959.43757423437,9940.12544858888,9494.07216916477,9617.27552767254,8642.7860382442,8943.1953588454,8832.90997194751,9020.54922729037,10255.3650593741,10154.9340106052,10419.7014251884,10173.2079624473,10405.3955185248,11042.4334189195,11038.6117328821,10775.3152546581,10651.0237775554,10134.8028903947
10186.5613824805,10093.7765488634,9972.07229491349,9967.00982270027,9505.79037487556,9904.77852472295,9136.76313885357,9176.36427010688,8862.67590861844,9027.65630432404,10400.8070476635,10430.8074714235,10588.4926650095,10262.2665154525,10346.1954323141,11582.9625963564,11476.5332365705,11526.3929458626,11047.2546330947,10691.935974911
10397.7218004346,10140.4552088879,9774.6784484043,10206.4515635234,9916.3769305822,10124.748023453,9365.7207541606,9337.55651317713,8921.6730744183,9090.84654459572,10067.1528386002,10263.4513932905,10383.8314642297,10101.467151189,10230.63443346,10730.0801496134,10495.3158663822,10330.6031201184,10096.7701700223,9929.84942430033
10421.3317050928,10025.543204319,9818.00447359701,10403.82007703,9785.37139840375,10082.7053303015,9377.56803204317,9432.04481221951,8947.36957818167,9283.78826705447,10083.4738769435,10175.4941415897,10141.7307319097,9890.0200196642,10018.0655146623,10789.423554939,10698.1280670486,10416.5301060169,10018.6253077334,9730.35949623864
10319.8242537735,10168.2980600488,10088.6946086113,10132.8302841018,9880.31836491932,10088.0667882181,9331.59497534023,9411.15058991797,9163.01588204116,9291.92349040025,10035.5951157355,10248.5287140645,10261.1897144658,9818.34803071847,10115.5217226397,10766.599547209,10681.9441995963,10397.6187491589,9773.16199101945,9587.19305505974
10301.2620865666,10059.7198458466,10032.4729071717,9941.8890117737,9412.56033098373,9923.53668510911,9018.69168102022,8927.11178488194,8986.96240714127,9311.63849632399,10669.6591309084,10808.7126662672,10406.5651745979,9822.26744251861,9868.03766038497,11699.4466187582,11561.2065494638,10858.5481923049,9916.35578716615,10154.6050553502
10345.585831736,10197.8586972243,9938.69605056385,10083.7465652162,9732.09018855118,9875.02033954353,8965.14716391658,9122.49823454172,8890.11901164405,9122.08180793305,9847.41546245296,9828.17613152449,9841.32665169473,9493.63647950365,9803.39997431671,9500.7587938507,9562.01329640343,9541.06031792478,9867.02074739035,9328.28636774516
10100.5172236348,9908.87483298278,9834.34241107321,9754.17885354111,9352.10787705327,9691.24715267662,8710.16488607945,9119.74864471149,8774.24897553676,8975.88889724137,9452.36271677856,9514.94205337155,9699.74489816537,9325.93925642045,9505.99270930631,10175.5312547784,10113.0588694339,9936.28144178303,9727.22237912359,9058.56144161243
10040.1622540307,9996.88859208113,9851.63500015244,10212.6872242498,9785.4481945577,9531.6471423461,8952.68002536272,9083.36464456974,8742.57551620805,9097.23482327865,9893.21971034441,9448.01565697313,9611.08340698993,9022.60537970209,9385.27237568808,10218.5943958786,9996.24863035259,9612.37524654328,9402.02872740138,9534.07348326229
10352.5117210049,10192.3211326447,10012.0174282961,10194.9501198007,9715.29894811584,10173.1591744977,9207.08023149417,9224.95249647881,8874.07235515556,9349.41870098515,9937.9162204377,10124.481500799,9997.51302713498,9899.99583405931,9940.7146186857,11053.9531945851,11108.377137454,10454.6009859037,10207.4194212489,9505.21813688858
9979.63227846291,9908.28166785394,9894.54858400324,9752.88495629447,9480.21183076476,9602.8615988364,8610.643924751,8495.11084909586,8181.06898539156,8641.82898574709,9571.1536087489,9592.53149513023,9938.84507329285,9446.06012318672,9834.6904580584,10161.2134303843,10174.7656298989,9983.98604097464,9899.42088425286,9480.25945712011
10004.4882969091,10059.961797323,10009.6803530701,9610.99962287173,9331.68217987743,9746.48049111798,9051.06343010422,9180.46081873497,8991.71467307772,9291.85382757114,10324.2535549908,10557.5866980085,10284.6356645889,9878.49106740078,9966.69911575238,10887.9528987737,10926.7273229668,10799.4930343546,10368.4015062345,10604.9323587198
10103.8256540134,10040.9289789251,10237.410227506,10182.2650969449,9826.42444455325,10074.2047185303,9358.19392448514,9298.99916247288,8920.69346433912,9143.09786414855,9874.50621784505,10139.3544295005,10229.6136080774,9818.36588287395,10120.9015673435,11873.4118568366,11826.1094096398,11116.9161523663,10590.6023750062,10182.6091806261
10343.5978086348,10216.6816056993,10195.2120803421,10053.4558160154,9670.25689561891,9878.41889570522,8958.93264289625,9200.54787940515,8832.07415783468,9120.34085609245,10407.7495226121,10485.463600793,10311.1753559748,9992.42830591389,10044.2231683922,10565.996814078,10747.3435013481,10317.809285424,9927.73976968587,9845.15432655569
10107.9458813727,9953.08169790661,9964.72299350697,10046.4027937838,9383.47247501477,9692.54235513318,8860.38007114645,9052.61509689898,8670.45715643816,8939.92628907967,9903.04445731559,10013.6690585522,10159.2511535851,9899.52840544366,10045.1374048374,10410.8718519818,10520.4691807959,10086.0910829869,9800.79891680182,9410.23800574088
10225.9207795697,9976.25962080343,9812.17694644939,9820.65732413607,9379.03954535376,9719.93534965883,9041.37541881344,9113.12964686519,8568.13797023204,8948.86816792058,10633.5994671,11101.1767927308,10691.0798269268,10385.6729670983,10479.0659252355,10826.3408606814,10502.854023255,10591.3843256017,10041.2211710578,10017.3331696884
10400.6450356333,10043.9095909213,10079.5775015547,10157.4810203474,9710.28258055905,9942.30184197291,9455.31267088235,9668.72478389581,9628.75445184627,9843.66739895255,10620.7920294053,10478.3913149411,10556.138864617,9837.6599410964,10030.9523973173,11518.7036059914,11648.2011128689,11151.7708952993,10417.6725543389,10013.003094254
10338.958445423,10044.977168223,10041.3720616314,10051.6086491888,9670.18671292112,9970.85492675393,9202.97219615206,9271.58435753506,8713.95303706418,9047.31577622301,9828.84268020145,9862.41385770698,9871.04795820543,9563.74083949098,9672.35999446392,10942.1013217134,10908.91675211,10119.7445718875,10004.7654544343,9409.06567018303
10029.1541273545,10080.5057862818,10043.8099631415,10330.7693806536,9969.17014074206,9914.46737465171,8929.85450713446,9005.44003336057,8915.5591004519,9229.34283069806,10373.3407830697,10299.7621141563,10357.2688013795,10035.6338408695,10121.2899437698,11610.2603090461,11215.0306922385,11059.3865248453,10525.257704829,10378.8789986832
10073.0021467422,9865.82501899611,9747.68266190059,9779.26917163423,9300.69457819185,9580.49487336902,8650.48405714395,8684.5944143578,8598.93094625253,9003.15389904367,9356.54914922109,9425.00740732912,9386.74285423042,9114.56027706749,9354.77744306524,10603.2445857866,10558.5470404053,10051.3278576792,9483.3559071595,9123.15750160615
10221.0089604692,10025.8507855365,9970.62079303793,10037.824501963,9899.76563616972,9904.73465606298,9033.67466892057,9297.24959881706,9321.80375083916,9532.73768572665,10520.5900532662,10499.9839686408,10534.0778710586,10145.360526981,10231.6714303632,11587.9765762199,11570.0386872623,11192.3929119572,10400.0445245991,10077.2296246296
10305.1858707687,10173.6706354813,9983.30510877455,10158.6003971504,9596.9813629478,9722.26264608007,9097.4354517239,9228.92130780445,8993.56246577611,9312.22615510304,10599.6482062439,10579.6043269892,10734.3146459387,10169.2463854229,10550.5842718691,10947.9170996797,10857.1408070107,10561.9223058726,9959.68540364609,10285.7402247784
10118.8414309096,9771.40787037597,9853.70851109932,9850.65967863894,9369.60655069618,9505.14260676907,8752.65220306115,8890.64111389903,8501.91443796411,8731.81815499568,9607.77617006655,9802.44939572487,9833.98854559437,9517.02800883523,9726.11738153433,10142.5547181353,10203.1120135127,9702.22400934114,9550.88487345584,9020.76494413064
10003.5925437754,10039.5489473285,9704.13354082595,10080.9121509535,9823.20620439938,10166.5917524626,9261.73584188821,9480.97741609746,9246.32069852318,9512.28555357865,10554.7287446998,10495.7313490665,10717.8908388255,10218.90848893,10195.4224272279,10755.8671870692,10728.8670454234,10253.6410804059,9704.67657376285,9773.42369568754
10138.8433693538,10055.3228869487,9990.48751157607,9982.6237386839,9548.33231560176,10212.6011468211,9468.1366194427,9422.01090355124,8898.12073185851,9266.23360008806,9946.44735316394,10022.8851828284,10056.0392901063,9612.58653514188,9604.40062131238,10249.2780905895,10263.3316808809,10075.7002139699,9874.18698580874,9192.45653062876
10116.8485233331,9952.07075167765,10035.1172337084,9853.12071831921,9658.33377890578,10045.6825108864,9088.25529856853,9098.31532754497,8625.96480503162,8966.44019399022,9125.37173346899,9013.62194140418,9403.81622442026,9133.88216905416,9425.15675309556,10740.7857376413,10440.3563248505,9716.00750790307,9439.03891337506,9210.57359487167
10359.8715559177,9992.69584627817,9945.31170521192,9720.96858050256,9327.7877503003,9625.60645093477,8612.1459497173,8684.29252498152,8187.9992366094,8549.97748641658,9620.98493781587,9589.96496087789,9691.03262989224,9062.44778210263,9318.88660688537,10601.2872198071,10554.5576620325,10207.4377354113,9586.05071914349,9081.80414063763
10111.591578399,9728.14389230772,9723.56263107117,9977.42370281238,9383.07112878069,9832.93043168655,9238.81648535786,9218.7090729325,8826.04717288784,8956.04127514743,9928.00904693347,9979.84324746847,9850.95057774254,9235.95309650377,9421.63418256386,10362.170262238,10276.6033815531,10161.9178918948,9757.71960242487,9269.58465817358
10173.1385000409,10004.8183574728,9819.12279960746,9809.00220700819,9163.88121327298,9564.40543445072,8492.49574405818,8568.84708081612,8019.14441298362,8314.97375204842,9176.51454472081,9561.3509962109,9553.36752938732,9367.42032391718,9452.4005726462,10267.1322971292,10308.0632612074,10518.2995967219,10499.6800338501,9790.18078442069
10424.011680445,10128.980482463,9942.65677454386,9982.39911224816,9487.2412823887,9825.42229857998,8937.3022367806,9082.12186048748,8433.2261682893,8786.36855179704,9966.77567625008,10009.335869134,9636.14786400951,9302.65896352839,9495.92568773452,11653.0251559516,11620.4805842361,11273.2614279756,10673.9465263518,9993.38245380383
10061.0336224084,9761.25131311677,9861.96359254191,9790.02101159796,9341.52472805133,9689.08722495068,8878.08203728957,9119.94976067515,8770.86886611059,9089.9899619564,9984.08038949794,10078.2156743918,9792.96759121077,8990.64764471053,9301.79634851969,11087.2230529609,10985.0334367726,10390.6113081638,9740.26972127691,9539.06836743071
10348.0766520359,10092.2235934671,10115.3197302751,9961.4016138399,9417.96687475508,9514.02590736174,8626.09444723628,9039.42616938693,8908.37022207384,9086.5946958548,9924.09677410144,10033.5613629539,10129.1099380523,9759.96227809516,10010.3572917324,10133.8708337288,10103.792027153,9770.73056461986,9471.68424066245,8899.73165195953
10102.5822160145,9995.51394099083,10006.935109147,9878.7820775143,9665.1017098382,9560.28717427924,8808.84648925003,8861.90262151269,8793.7375007029,9080.26977320425,9847.25294442638,9872.08885230831,10094.8739321793,9888.20122113009,10224.3677023613,11239.5242005768,11000.3454039997,10781.3930189348,10115.7455979345,9962.09534053158
10569.4512812149,10256.0489064341,10270.1592058319,10159.495349131,9681.21588700573,10045.3901013974,9413.44215749475,9380.4784948161,8913.27078788132,9245.88702835989,10162.879430728,10336.9252371997,10327.9973693611,10016.1077950247,10238.6566184683,11152.7495300621,10974.3691521272,10680.1306164761,9753.38940542865,9897.14637136842
10431.7935741306,10120.5210963983,10171.1954679548,10119.8591303886,9866.46838775563,9703.21981502892,9081.92329466804,9140.97021553214,8597.76181503017,8892.04870601584,10005.3661581861,10136.134445254,9977.75792385275,9876.10036577631,9952.70471013908,11861.2772332542,11819.8087306891,11267.4005063977,10211.8173494019,9405.74263892905
10241.7844503425,10019.574590891,9923.87781558157,10175.2317872953,9861.15558514731,9850.8446679524,8961.69882815541,9031.16768102783,8868.84447812885,9086.0162478982,10337.6786547672,10425.3957195599,10183.3866415089,9862.74781653514,10110.7744092048,11575.5525465764,11583.1484774598,10969.2607353758,10439.4291078875,10145.7485436655
10079.287373487,9790.48836493054,9833.90805216757,9984.48641350683,9549.56354376779,9623.45331894769,8957.00391627254,8829.00023492178,8407.41269722534,8741.50184016445,9516.13512125851,9263.80665944707,9610.89055959531,9064.60715724285,9372.40289942052,10513.1905849949,10325.0089236865,9711.28667910668,9269.16571609146,9155.801532285
10420.1545885284,10099.5473841894,9845.33204736343,10023.6212743755,9706.39937225712,9986.30198438429,9105.33092196303,9308.27830830571,9153.79820503254,9388.01049116791,9931.8363240182,10033.7585686951,9981.50877634019,9923.77609825111,10121.5546045891,10582.8105207862,10551.8529302535,10482.809695449,10174.1814657013,10213.1526137358
10137.1262096497,10141.2624408314,10236.2724107033,9966.82081786144,9807.000179553,9959.84104549542,8871.38355422469,9035.06925033419,8687.2589700404,9036.90396424737,9551.73618946671,9584.38616362148,9569.94319244914,9533.7595910269,9445.35020839407,10044.3782041374,10184.9824795794,9713.05310324041,9508.56558999317,9377.37471741713
10165.3333347041,9893.50793817051,9876.73737007261,9637.67897974155,9272.19913202853,9835.59158034662,9242.11254248902,9311.51897779077,8935.0695879143,9347.78601925077,9739.9120257182,10080.6631350964,10310.32052841,10079.6335105436,10177.1964499853,10893.8267569797,10872.8087422462,10537.9036524729,9959.98478698179,9616.01813200477
10274.9199879051,10000.5778032875,9926.5632736886,9974.90360142725,9598.26682957006,9864.37760211499,8961.54540831342,9203.56521236971,9016.60461078322,9307.87385106048,10650.9986064585,10603.8358585447,10412.0228787929,9964.61488292777,9985.17621707177,10729.0611110668,10821.051148916,10280.3524883981,9684.14629513586,9700.00714397192
10486.8377942308,10062.4846743155,9955.36368321252,9980.7279788481,9559.28336117474,9868.54455241746,8933.91650167739,8949.77959929121,8873.82397830193,8980.04301547388,9466.62427572873,9323.9580277198,9655.04436829408,9243.29028471186,9367.81074004711,10760.4700545534,10615.7442879483,10084.8280001769,9413.16480957794,9309.60640169849
10056.9979033524,9795.68718096717,9808.95550105988,9521.42593425882,9248.37664856909,9821.69793124818,9058.45267929036,9130.07913122508,8743.04640487998,9107.6351983983,9463.62220104903,9520.56748789963,9696.37433831802,9679.74702979794,9786.38841220737,8730.07802979055,8554.00631863442,8865.56877824926,8953.13661340667,8480.18340793014
10222.5540989432,9895.14218594021,9937.82079871928,9802.26521238542,9441.95367960461,9573.39226757412,9080.40252626888,9047.73003473895,8950.30875797259,9203.58753413098,9999.75024625861,10318.5748427057,10260.9564671781,10315.8537567159,10318.3768293907,10448.1014961135,10409.8976468282,10219.8500620385,9885.66408397173,9625.06700717798
10277.473374097,10033.142733064,9830.00062006098,9850.07410955259,9179.43877649769,9621.21911827127,8845.82478198879,9127.53602093348,9069.49769200817,9372.23234234166,10094.6944933241,10006.0364545868,10124.3584835015,9682.62593432722,10106.0176407741,10993.3706692292,10991.6714721358,10933.3670018029,10596.7976226726,10223.9317557148
10311.5663758492,10160.6949507426,10120.7836359623,10094.1157576511,9668.78582228646,9971.66500337967,9277.18946144225,9386.82829696664,9039.67772954602,9331.76145772534,10206.8085164083,10395.1328509642,10418.0403246598,10367.904802091,10182.5612832717,10825.4523875688,10905.9007067354,10936.9349879321,10529.6935424564,10461.0983356514
10265.4306435067,10095.070298533,9951.66698009659,10095.9473144984,9624.2131612226,9758.57868601674,9101.11411696315,9180.9647888428,8999.02375889494,9388.40845688324,10130.0571187519,10303.6017043199,10313.4156961614,10087.1199937524,10214.2397222826,11069.572212602,11093.8363232839,10615.8276635463,10199.2017065016,9847.24759080234
10187.910869448,10091.9338031109,9990.97584783282,10046.5859391608,9675.55783590041,10301.5101455562,9214.34445532908,9219.62496441935,8702.17776013158,9040.28326406289,10341.4944999671,10260.7735344214,10416.6238751531,9907.91047771373,10302.379609653,11104.086729708,11005.441022244,10757.7571842428,9973.54654826136,9516.53018778807
10256.2064215073,10194.8548803813,10251.4925693879,10169.4725019592,9788.91179737184,9935.82216668758,9101.68781637543,9387.01415395493,9223.96140350353,9499.19995788186,10159.6027001895,10196.5529006857,10007.2936915977,9631.09368826857,9761.52160123771,11476.592458404,11421.0803278088,10714.2818402747,9903.97387069212,9914.3430278004
10209.0277852983,10088.9930001793,10083.857934211,9760.319359464,9201.56470213422,9663.43833341357,8894.01438252826,8960.06818710677,8566.9976284197,8938.50746638628,9783.42042363752,9652.27203132237,9837.47812734436,9253.52893319645,9560.4458505127,9903.42214949666,9638.89212908089,9492.37287337322,9329.06015674252,9182.19165739646
10375.414500519,10184.3207328849,10173.2703926259,9945.51997731249,9626.54920809193,9797.90960703046,8734.78480677824,8911.67870407474,8467.78112995078,8721.63907141093,9690.63107960421,10269.9628564374,9975.6146284749,9904.86009472582,9829.95229813779,11347.0863482669,11215.4499605509,10906.661793301,10537.6279730514,10304.2619438645
10324.1730520904,10048.0327302795,9793.0259585377,10040.7327662176,9702.04265009855,9772.46930220064,8876.22560202211,9179.00321110821,8996.31091690061,9419.74212155147,10639.8251182741,10942.8098550719,10701.9719634615,10645.3722394424,10790.4013270008,11979.1575557838,12037.7530593007,11516.3368264409,11287.5959139025,11380.3302627217
10314.8916398777,10245.7174477437,10072.0347496917,10201.2480063312,9827.7247692743,9498.33833103837,8717.11245778494,9129.37322486787,8904.75186787281,9243.8697731004,10575.4136450287,10650.6714643827,10827.4236311788,10535.370795226,10600.31317729,11093.1811833353,10880.7669386289,10893.6874517009,10094.3111470026,9745.54531651766
10175.7429518775,10018.4113851201,10003.1737955755,9976.75189913214,9695.83373998583,10157.9533576228,9272.88146820824,9403.96318495673,9157.3731194581,9428.88529744377,10918.6782891475,11148.0246815209,10836.1503154693,10288.2065642739,10503.3762190785,12281.1394694177,12213.4632034564,10946.4976859878,9977.53773886115,10465.1400897046
10198.9225687,10027.0710028226,10001.7815715684,10049.5885931131,9637.35669605022,9846.46751551545,8965.24017038666,9062.37560219044,9037.34386797224,9139.98421033288,10582.4058685705,10558.2179490497,10496.0524214669,10068.9859307746,10336.0097092005,11972.3642889458,12053.4917682905,11349.1686650931,10780.4758173468,10459.1389444351
10421.9663353086,10099.824660076,10037.6236359456,10218.7513833902,9889.67805879133,9985.82229018019,9062.79455284068,9314.3687617842,9009.23698624881,9301.92298516511,10627.2795421124,10562.2920672785,10426.2738909437,9913.07548425341,9936.62773053209,11860.7066470719,11904.3358212753,10988.1555115679,10139.5603692147,9727.4545470826
10280.7921865651,10048.2629633671,10075.8541729794,9931.0923682896,9685.26346203776,9905.41951284271,9043.25983009522,9103.88861989703,8834.54963377067,9136.52152246606,9996.54878409873,10012.9275694979,9901.7878080127,9552.46725467476,9823.15637332778,10653.7013360692,10587.6794420377,9987.12361684287,9569.8951641241,9545.08626018563
10256.9318145538,10190.7013707487,10087.4671364844,10141.7504311888,9886.6767208872,9960.81953363157,9405.13613158154,9473.80746379085,9305.7462129269,9522.32136291071,10446.6522670555,10613.2449375221,10571.7449346467,10389.474765817,10462.7820900116,11253.9403657444,11086.2878680424,10985.4676094331,10585.4941160323,10357.3155730381
