River,Site,Location,TagNo,Depth,Class,RootProd
Savannah,Lower,6,251,U,D,26.687
Savannah,Lower,6,251,M,Lf,140.413
Savannah,Lower,6,251,M,Lx,0.000
Savannah,Lower,6,251,M,D,89.840
Savannah,Lower,6,251,B,Lf,17.418
Savannah,Lower,6,251,B,Lx,0.000
Savannah,Lower,6,251,B,D,108.633
Savannah,Lower,7,253,U,Lf,243.596
Savannah,Lower,7,253,U,Lx,756.506
Savannah,Lower,7,253,U,D,97.479
Savannah,Lower,7,253,M,Lf,91.469
Savannah,Lower,7,253,M,Lx,80.774
Savannah,Lower,7,253,M,D,125.032
Savannah,Lower,7,253,B,Lf,32.900
Savannah,Lower,7,253,B,Lx,0.000
Savannah,Lower,7,253,B,D,53.832
Savannah,Lower,8,255,U,Lf,144.945
Savannah,Lower,8,255,U,Lx,366.641
Savannah,Lower,8,255,U,D,51.642
Savannah,Lower,8,255,M,Lf,40.132
Savannah,Lower,8,255,M,Lx,0.000
Savannah,Lower,8,255,M,D,60.759
Savannah,Lower,8,255,B,Lf,38.655
Savannah,Lower,8,255,B,Lx,0.000
Savannah,Lower,8,255,B,D,51.082
Savannah,Lower,9,257,U,Lf,409.778
Savannah,Lower,9,257,U,Lx,0.000
Savannah,Lower,9,257,U,D,71.148
Savannah,Lower,9,257,M,Lf,63.305
Savannah,Lower,9,257,M,Lx,0.000
Savannah,Lower,9,257,M,D,86.733
Savannah,Lower,9,257,B,Lf,36.465
Savannah,Lower,9,257,B,Lx,0.000
Savannah,Lower,9,257,B,D,108.683
Savannah,Lower,10,259,U,Lf,53.527
Savannah,Lower,10,259,U,Lx,0.000
Savannah,Lower,10,259,U,D,86.682
Savannah,Lower,10,259,M,Lf,36.313
Savannah,Lower,10,259,M,Lx,0.000
Savannah,Lower,10,259,M,D,157.983
Savannah,Lower,10,259,B,Lf,26.789
Savannah,Lower,10,259,B,Lx,0.000
Savannah,Lower,10,259,B,D,79.501
Savannah,Marsh,1,261,U,Lf,162.465
Savannah,Marsh,1,261,U,Lx,22.205
Savannah,Marsh,1,261,U,D,16.246
Savannah,Marsh,1,261,M,Lf,40.998
Savannah,Marsh,1,261,M,Lx,168.169
Savannah,Marsh,1,261,M,D,28.266
Savannah,Marsh,1,261,B,Lf,52.457
Savannah,Marsh,1,261,B,Lx,0.000
Savannah,Marsh,1,261,B,D,247.466
Savannah,Marsh,2,263,U,Lf,312.350
Savannah,Marsh,2,263,U,Lx,0.000
Savannah,Marsh,2,263,U,D,187.624
Savannah,Marsh,2,263,M,Lf,40.845
Savannah,Marsh,2,263,M,Lx,0.000
Savannah,Marsh,2,263,M,D,36.720
Savannah,Marsh,2,263,B,Lf,13.191
Savannah,Marsh,2,263,B,Lx,0.000
Savannah,Marsh,2,263,B,D,56.379
Savannah,Marsh,3,265,U,Lf,118.971
Savannah,Marsh,3,265,U,Lx,0.000
Savannah,Marsh,3,265,U,D,123.606
Savannah,Marsh,3,265,M,Lf,95.136
Savannah,Marsh,3,265,M,Lx,0.000
Savannah,Marsh,3,265,M,D,410.746
Savannah,Marsh,3,265,B,Lf,40.540
Savannah,Marsh,3,265,B,Lx,0.000
Savannah,Marsh,3,265,B,D,35.498
Savannah,Marsh,4,267,U,Lf,365.266
Savannah,Marsh,4,267,U,Lx,0.000
Savannah,Marsh,4,267,U,D,119.735
Savannah,Marsh,4,267,M,Lf,101.095
Savannah,Marsh,4,267,M,Lx,0.000
Savannah,Marsh,4,267,M,D,94.729
Savannah,Marsh,4,267,B,Lf,30.201
Savannah,Marsh,4,267,B,Lx,0.000
Savannah,Marsh,4,267,B,D,84.237
Savannah,Marsh,5,269,U,Lf,371.632
Savannah,Marsh,5,269,U,Lx,23.784
Savannah,Marsh,5,269,U,D,27.858
Savannah,Marsh,5,269,M,Lf,142.042
Savannah,Marsh,5,269,M,Lx,0.000
Savannah,Marsh,5,269,M,D,23.988
Savannah,Marsh,5,269,B,Lf,19.964
Savannah,Marsh,5,269,B,Lx,8.047
Savannah,Marsh,5,269,B,D,3.514
Savannah,Marsh,6,271,U,Lf,226.331
Savannah,Marsh,6,271,U,Lx,100.891
Savannah,Marsh,6,271,U,D,591.240
Savannah,Marsh,6,271,M,Lf,37.179
Savannah,Marsh,6,271,M,Lx,0.000
Savannah,Marsh,6,271,M,D,292.131
Savannah,Marsh,6,271,B,Lf,52.916
Savannah,Marsh,6,271,B,Lx,0.000
Savannah,Marsh,6,271,B,D,33.002
Savannah,Marsh,7,273,U,Lf,151.413
Savannah,Marsh,7,273,U,Lx,0.000
Savannah,Marsh,7,273,U,D,308.683
Savannah,Marsh,7,273,M,Lf,49.198
Savannah,Marsh,7,273,M,Lx,0.000
Savannah,Marsh,7,273,M,D,36.567
Savannah,Marsh,7,273,B,Lf,54.342
Savannah,Marsh,7,273,B,Lx,0.000
Savannah,Marsh,7,273,B,D,27.094
Savannah,Marsh,8,275,U,Lf,130.430
Savannah,Marsh,8,275,U,Lx,0.000
Savannah,Marsh,8,275,U,D,255.004
Savannah,Marsh,8,275,M,Lf,75.783
Savannah,Marsh,8,275,M,Lx,0.000
Savannah,Marsh,8,275,M,D,291.062
Savannah,Marsh,8,275,B,Lf,49.656
Savannah,Marsh,8,275,B,Lx,0.000
Savannah,Marsh,8,275,B,D,234.123
Savannah,Marsh,9,277,U,Lf,180.392
Savannah,Marsh,9,277,U,Lx,236.007
Savannah,Marsh,9,277,U,D,184.874
Savannah,Marsh,9,277,M,Lf,66.514
Savannah,Marsh,9,277,M,Lx,0.000
Savannah,Marsh,9,277,M,D,288.464
Savannah,Marsh,9,277,B,Lf,50.522
Savannah,Marsh,9,277,B,Lx,0.000
Savannah,Marsh,9,277,B,D,432.697
Savannah,Marsh,10,279,U,Lf,132.366
Savannah,Marsh,10,279,U,Lx,0.000
Savannah,Marsh,10,279,U,D,362.669
Savannah,Marsh,10,279,M,Lf,56.124
Savannah,Marsh,10,279,M,Lx,0.000
Savannah,Marsh,10,279,M,D,51.948
Savannah,Marsh,10,279,B,Lf,82.557
Savannah,Marsh,10,279,B,Lx,0.000
Savannah,Marsh,10,279,B,D,199.949
