River,Site,Survey,Plot,Tree No.,Species,DBH,Live
Waccamaw,Lower,2012,2,12,waxmyrtle,0.70,1
Waccamaw,Lower,2012,2,12,waxmyrtle,0.90,1
Waccamaw,Lower,2012,2,12,waxmyrtle,1.00,1
Waccamaw,Lower,2012,2,12,waxmyrtle,2.50,1
Waccamaw,Middle,2005,1,.,waxmyrtle,1.30,0
Waccamaw,Middle,2005,1,.,waxmyrtle,2.50,0
Waccamaw,Middle,2005,1,.,waxmyrtle,3.30,0
Waccamaw,Middle,2005,1,.,waxmyrtle,4.30,0
Waccamaw,Middle,2005,1,.,waxmyrtle,4.60,0
Waccamaw,Middle,2005,1,.,ash,4.00,1
Waccamaw,Middle,2005,1,7,ash,8.15,1
Waccamaw,Middle,2005,1,12,ash,8.50,1
Waccamaw,Middle,2005,1,31,baldcypress,4.40,1
Waccamaw,Middle,2005,1,26,baldcypress,23.05,1
Waccamaw,Middle,2005,1,18,baldcypress,24.00,1
Waccamaw,Middle,2005,1,4,baldcypress,25.30,1
Waccamaw,Middle,2005,1,24,baldcypress,26.50,1
Waccamaw,Middle,2005,1,9,baldcypress,29.05,1
Waccamaw,Middle,2005,1,21,baldcypress,29.80,1
Waccamaw,Middle,2005,1,16,baldcypress,31.30,1
Waccamaw,Middle,2005,1,17,baldcypress,32.05,1
Waccamaw,Middle,2005,1,20,baldcypress,32.95,1
Waccamaw,Middle,2005,1,10,baldcypress,33.80,1
Waccamaw,Middle,2005,1,6,baldcypress,34.10,1
Waccamaw,Middle,2005,1,19,baldcypress,34.10,1
Waccamaw,Middle,2005,1,22,baldcypress,36.35,1
Waccamaw,Middle,2005,1,5,baldcypress,37.35,1
Waccamaw,Middle,2005,1,29,baldcypress,37.60,1
Waccamaw,Middle,2005,1,23,baldcypress,42.10,1
Waccamaw,Middle,2005,1,30,baldcypress,43.40,1
Waccamaw,Middle,2005,1,28,baldcypress,47.10,1
Waccamaw,Middle,2005,1,1,baldcypress,50.10,1
Waccamaw,Middle,2005,1,11,baldcypress,53.05,1
Waccamaw,Middle,2005,1,.,eastern baccharis,1.60,1
Waccamaw,Middle,2005,1,.,eastern baccharis,1.80,1
Waccamaw,Middle,2005,1,.,eastern baccharis,4.40,1
Waccamaw,Middle,2005,1,15,swamp tupelo,6.45,1
Waccamaw,Middle,2005,1,8,swamp tupelo,6.80,1
Waccamaw,Middle,2005,1,14,swamp tupelo,8.85,1
Waccamaw,Middle,2005,1,27,swamp tupelo,23.75,1
Waccamaw,Middle,2005,1,.,water tupelo,11.00,1
Waccamaw,Middle,2005,1,25,water tupelo,11.80,1
Waccamaw,Middle,2005,1,2,water tupelo,17.55,1
Waccamaw,Middle,2005,1,3,water tupelo,22.00,1
Waccamaw,Middle,2005,1,.,waxmyrtle,1.10,1
Waccamaw,Middle,2005,1,.,waxmyrtle,1.30,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.00,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.00,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.10,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.10,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.40,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.40,1
Waccamaw,Middle,2005,1,.,waxmyrtle,2.50,1
Waccamaw,Middle,2005,1,.,waxmyrtle,4.30,1
Waccamaw,Middle,2005,1,.,waxmyrtle,5.30,1
Waccamaw,Middle,2005,1,13,waxmyrtle,8.00,1
Waccamaw,Middle,2005,2,.,ash,8.60,0
Waccamaw,Middle,2005,2,.,ash,0.30,1
Waccamaw,Middle,2005,2,.,ash,0.30,1
Waccamaw,Middle,2005,2,.,ash,0.30,1
Waccamaw,Middle,2005,2,.,ash,0.40,1
Waccamaw,Middle,2005,2,.,ash,0.50,1
Waccamaw,Middle,2005,2,.,ash,0.50,1
Waccamaw,Middle,2005,2,.,ash,0.50,1
Waccamaw,Middle,2005,2,.,ash,0.60,1
Waccamaw,Middle,2005,2,.,ash,0.70,1
Waccamaw,Middle,2005,2,.,ash,0.90,1
Waccamaw,Middle,2005,2,.,ash,0.90,1
Waccamaw,Middle,2005,2,.,ash,1.00,1
Waccamaw,Middle,2005,2,.,ash,1.10,1
Waccamaw,Middle,2005,2,.,ash,1.10,1
Waccamaw,Middle,2005,2,.,ash,1.10,1
Waccamaw,Middle,2005,2,.,ash,1.10,1
Waccamaw,Middle,2005,2,.,ash,1.40,1
Waccamaw,Middle,2005,2,.,ash,1.40,1
Waccamaw,Middle,2005,2,.,ash,3.30,1
Waccamaw,Middle,2005,2,.,ash,4.00,1
Waccamaw,Middle,2005,2,58,ash,7.60,1
Waccamaw,Middle,2005,2,36,baldcypress,16.20,1
Waccamaw,Middle,2005,2,34,baldcypress,18.15,1
Waccamaw,Middle,2005,2,57,baldcypress,24.50,1
Waccamaw,Middle,2005,2,35,baldcypress,25.10,1
Waccamaw,Middle,2005,2,32,baldcypress,26.70,1
Waccamaw,Middle,2005,2,55,baldcypress,27.10,1
Waccamaw,Middle,2005,2,33,baldcypress,28.35,1
Waccamaw,Middle,2005,2,46,baldcypress,31.20,1
Waccamaw,Middle,2005,2,56,baldcypress,34.35,1
Waccamaw,Middle,2005,2,42,baldcypress,35.40,1
Waccamaw,Middle,2005,2,45,baldcypress,35.50,1
Waccamaw,Middle,2005,2,54,baldcypress,35.70,1
Waccamaw,Middle,2005,2,38,baldcypress,36.20,1
Waccamaw,Middle,2005,2,43,baldcypress,38.15,1
Waccamaw,Middle,2005,2,53,baldcypress,38.25,1
Waccamaw,Middle,2005,2,50,baldcypress,40.10,1
Waccamaw,Middle,2005,2,40,baldcypress,43.15,1
Waccamaw,Middle,2005,2,44,baldcypress,47.80,1
Waccamaw,Middle,2005,2,37,baldcypress,48.40,1
Waccamaw,Middle,2005,2,59,baldcypress,48.50,1
Waccamaw,Middle,2005,2,.,eastern baccharis,0.70,1
Waccamaw,Middle,2005,2,48,swamp tupelo,21.20,1
Waccamaw,Middle,2005,2,51,swamp tupelo,21.20,1
Waccamaw,Middle,2005,2,47,swamp tupelo,21.50,1
Waccamaw,Middle,2005,2,49,swamp tupelo,24.95,1
Waccamaw,Middle,2005,2,41,swamp tupelo,28.15,1
Waccamaw,Middle,2005,2,52,swamp tupelo,28.60,1
Waccamaw,Middle,2005,2,39,water tupelo,23.10,1
Waccamaw,Middle,2005,2,.,waxmyrtle,3.00,1
Waccamaw,Middle,2012,1,1,ash,3.80,0
Waccamaw,Middle,2012,1,7,ash,8.35,0
Waccamaw,Middle,2012,1,2,buttonbush,0.20,0
Waccamaw,Middle,2012,1,2,buttonbush,0.20,0
Waccamaw,Middle,2012,1,2,buttonbush,0.20,0
Waccamaw,Middle,2012,1,2,buttonbush,0.20,0
Waccamaw,Middle,2012,1,2,buttonbush,0.70,0
Waccamaw,Middle,2012,1,3,eastern baccharis,0.50,0
Waccamaw,Middle,2012,1,3,eastern baccharis,0.60,0
Waccamaw,Middle,2012,1,4,eastern baccharis,1.30,0
Waccamaw,Middle,2012,1,6,waxmyrtle,3.80,0
Waccamaw,Middle,2012,1,12,ash,8.70,1
Waccamaw,Middle,2012,1,31,baldcypress,4.40,1
Waccamaw,Middle,2012,1,26,baldcypress,23.55,1
Waccamaw,Middle,2012,1,18,baldcypress,24.80,1
Waccamaw,Middle,2012,1,4,baldcypress,25.50,1
Waccamaw,Middle,2012,1,24,baldcypress,27.80,1
Waccamaw,Middle,2012,1,9,baldcypress,30.10,1
Waccamaw,Middle,2012,1,21,baldcypress,30.70,1
Waccamaw,Middle,2012,1,17,baldcypress,33.30,1
Waccamaw,Middle,2012,1,16,baldcypress,33.40,1
Waccamaw,Middle,2012,1,20,baldcypress,34.10,1
Waccamaw,Middle,2012,1,10,baldcypress,34.55,1
Waccamaw,Middle,2012,1,6,baldcypress,34.70,1
Waccamaw,Middle,2012,1,19,baldcypress,35.80,1
Waccamaw,Middle,2012,1,22,baldcypress,36.30,1
Waccamaw,Middle,2012,1,29,baldcypress,37.60,1
Waccamaw,Middle,2012,1,5,baldcypress,38.05,1
Waccamaw,Middle,2012,1,23,baldcypress,42.80,1
Waccamaw,Middle,2012,1,30,baldcypress,44.10,1
Waccamaw,Middle,2012,1,28,baldcypress,46.25,1
Waccamaw,Middle,2012,1,1,baldcypress,51.50,1
Waccamaw,Middle,2012,1,11,baldcypress,55.90,1
Waccamaw,Middle,2012,1,2,buttonbush,0.30,1
Waccamaw,Middle,2012,1,2,buttonbush,0.30,1
Waccamaw,Middle,2012,1,2,buttonbush,0.30,1
Waccamaw,Middle,2012,1,2,buttonbush,0.40,1
Waccamaw,Middle,2012,1,2,buttonbush,0.50,1
Waccamaw,Middle,2012,1,2,buttonbush,0.50,1
Waccamaw,Middle,2012,1,2,buttonbush,0.60,1
Waccamaw,Middle,2012,1,2,buttonbush,0.80,1
Waccamaw,Middle,2012,1,2,buttonbush,1.30,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.30,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.30,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.30,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.30,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.50,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.50,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.50,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.50,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.60,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.60,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.60,1
Waccamaw,Middle,2012,1,3,eastern baccharis,0.80,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.90,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.90,1
Waccamaw,Middle,2012,1,4,eastern baccharis,0.90,1
Waccamaw,Middle,2012,1,3,eastern baccharis,1.90,1
Waccamaw,Middle,2012,1,4,eastern baccharis,2.70,1
Waccamaw,Middle,2012,1,4,eastern baccharis,2.80,1
Waccamaw,Middle,2012,1,15,swamp tupelo,6.80,1
Waccamaw,Middle,2012,1,8,swamp tupelo,7.70,1
Waccamaw,Middle,2012,1,14,swamp tupelo,10.25,1
Waccamaw,Middle,2012,1,27,swamp tupelo,24.30,1
Waccamaw,Middle,2012,1,25,water tupelo,12.00,1
Waccamaw,Middle,2012,1,2,water tupelo,17.60,1
Waccamaw,Middle,2012,1,3,water tupelo,21.90,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.30,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.30,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.40,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.50,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.50,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.60,1
Waccamaw,Middle,2012,1,5,waxmyrtle,0.60,1
Waccamaw,Middle,2012,1,6,waxmyrtle,0.90,1
Waccamaw,Middle,2012,1,6,waxmyrtle,1.30,1
Waccamaw,Middle,2012,1,6,waxmyrtle,2.00,1
Waccamaw,Middle,2012,1,5,waxmyrtle,2.20,1
Waccamaw,Middle,2012,1,6,waxmyrtle,2.50,1
Waccamaw,Middle,2012,1,6,waxmyrtle,2.50,1
Waccamaw,Middle,2012,1,6,waxmyrtle,2.90,1
Waccamaw,Middle,2012,1,6,waxmyrtle,3.40,1
Waccamaw,Middle,2012,1,6,waxmyrtle,3.70,1
Waccamaw,Middle,2012,1,13,waxmyrtle,9.60,1
Waccamaw,Middle,2012,2,8,eastern baccharis,0.60,0
Waccamaw,Middle,2012,2,8,eastern baccharis,0.80,0
Waccamaw,Middle,2012,2,41,swamp tupelo,28.20,0
Waccamaw,Middle,2012,2,58,ash,7.10,1
Waccamaw,Middle,2012,2,36,baldcypress,17.00,1
Waccamaw,Middle,2012,2,34,baldcypress,18.15,1
Waccamaw,Middle,2012,2,57,baldcypress,24.50,1
Waccamaw,Middle,2012,2,35,baldcypress,26.00,1
Waccamaw,Middle,2012,2,55,baldcypress,27.60,1
Waccamaw,Middle,2012,2,32,baldcypress,27.80,1
Waccamaw,Middle,2012,2,46,baldcypress,33.40,1
Waccamaw,Middle,2012,2,56,baldcypress,35.00,1
Waccamaw,Middle,2012,2,45,baldcypress,35.60,1
Waccamaw,Middle,2012,2,54,baldcypress,36.20,1
Waccamaw,Middle,2012,2,38,baldcypress,36.60,1
Waccamaw,Middle,2012,2,42,baldcypress,37.20,1
Waccamaw,Middle,2012,2,43,baldcypress,38.95,1
Waccamaw,Middle,2012,2,53,baldcypress,39.60,1
Waccamaw,Middle,2012,2,50,baldcypress,42.15,1
Waccamaw,Middle,2012,2,40,baldcypress,43.50,1
Waccamaw,Middle,2012,2,44,baldcypress,47.95,1
Waccamaw,Middle,2012,2,59,baldcypress,49.20,1
Waccamaw,Middle,2012,2,37,baldcypress,51.05,1
Waccamaw,Middle,2012,2,7,eastern baccharis,0.60,1
Waccamaw,Middle,2012,2,7,eastern baccharis,2.20,1
Waccamaw,Middle,2012,2,8,eastern baccharis,2.20,1
Waccamaw,Middle,2012,2,51,swamp tupelo,21.10,1
Waccamaw,Middle,2012,2,48,swamp tupelo,21.20,1
Waccamaw,Middle,2012,2,47,swamp tupelo,21.60,1
Waccamaw,Middle,2012,2,52,swamp tupelo,28.00,1
Waccamaw,Middle,2012,2,39,water tupelo,22.95,1
Waccamaw,Upper,2005,1,.,baldcypress,3.20,0
Waccamaw,Upper,2005,1,.,baldcypress,7.80,0
Waccamaw,Upper,2005,1,.,swamp tupelo,7.70,0
Waccamaw,Upper,2005,1,.,American holly,1.30,1
Waccamaw,Upper,2005,1,.,ash,0.40,1
Waccamaw,Upper,2005,1,.,ash,1.60,1
Waccamaw,Upper,2005,1,.,ash,2.10,1
Waccamaw,Upper,2005,1,.,ash,2.60,1
Waccamaw,Upper,2005,1,.,ash,2.80,1
Waccamaw,Upper,2005,1,.,ash,7.10,1
Waccamaw,Upper,2005,1,.,baldcypress,5.00,1
Waccamaw,Upper,2005,1,.,baldcypress,6.10,1
Waccamaw,Upper,2005,1,.,baldcypress,6.10,1
Waccamaw,Upper,2005,1,.,baldcypress,6.30,1
Waccamaw,Upper,2005,1,.,baldcypress,7.40,1
Waccamaw,Upper,2005,1,.,baldcypress,9.10,1
Waccamaw,Upper,2005,1,2241,baldcypress,12.90,1
Waccamaw,Upper,2005,1,2216,baldcypress,13.15,1
Waccamaw,Upper,2005,1,2214,baldcypress,13.55,1
Waccamaw,Upper,2005,1,2250,baldcypress,14.20,1
Waccamaw,Upper,2005,1,2217,baldcypress,14.75,1
Waccamaw,Upper,2005,1,2219,baldcypress,16.10,1
Waccamaw,Upper,2005,1,2255,baldcypress,16.95,1
Waccamaw,Upper,2005,1,2209,baldcypress,18.90,1
Waccamaw,Upper,2005,1,2236,baldcypress,20.35,1
Waccamaw,Upper,2005,1,2215,baldcypress,22.60,1
Waccamaw,Upper,2005,1,2221,baldcypress,24.30,1
Waccamaw,Upper,2005,1,2208,baldcypress,24.90,1
Waccamaw,Upper,2005,1,2218,baldcypress,25.75,1
Waccamaw,Upper,2005,1,2210,baldcypress,27.30,1
Waccamaw,Upper,2005,1,2224,baldcypress,27.50,1
Waccamaw,Upper,2005,1,2207,baldcypress,28.30,1
Waccamaw,Upper,2005,1,2232,baldcypress,30.30,1
Waccamaw,Upper,2005,1,2220,baldcypress,30.90,1
Waccamaw,Upper,2005,1,2222,baldcypress,31.50,1
Waccamaw,Upper,2005,1,2252,baldcypress,31.80,1
Waccamaw,Upper,2005,1,2213,baldcypress,32.30,1
Waccamaw,Upper,2005,1,2235,baldcypress,32.50,1
Waccamaw,Upper,2005,1,2245,baldcypress,32.65,1
Waccamaw,Upper,2005,1,2251,baldcypress,35.65,1
Waccamaw,Upper,2005,1,2234,baldcypress,36.10,1
Waccamaw,Upper,2005,1,2272,baldcypress,37.25,1
Waccamaw,Upper,2005,1,2249,baldcypress,40.05,1
Waccamaw,Upper,2005,1,2228,baldcypress,40.40,1
Waccamaw,Upper,2005,1,2274,baldcypress,41.30,1
Waccamaw,Upper,2005,1,2240,baldcypress,42.45,1
Waccamaw,Upper,2005,1,2268,baldcypress,44.50,1
Waccamaw,Upper,2005,1,2211,baldcypress,45.05,1
Waccamaw,Upper,2005,1,2227,baldcypress,45.20,1
Waccamaw,Upper,2005,1,2266,baldcypress,46.80,1
Waccamaw,Upper,2005,1,2262,baldcypress,50.70,1
Waccamaw,Upper,2005,1,.,hazel alder,1.00,1
Waccamaw,Upper,2005,1,.,hazel alder,1.30,1
Waccamaw,Upper,2005,1,.,red maple,4.50,1
Waccamaw,Upper,2005,1,.,red maple,4.80,1
Waccamaw,Upper,2005,1,.,red maple,5.40,1
Waccamaw,Upper,2005,1,.,red maple,5.70,1
Waccamaw,Upper,2005,1,.,red maple,5.90,1
Waccamaw,Upper,2005,1,.,red maple,6.30,1
Waccamaw,Upper,2005,1,.,red maple,6.40,1
Waccamaw,Upper,2005,1,.,red maple,6.80,1
Waccamaw,Upper,2005,1,.,red maple,7.60,1
Waccamaw,Upper,2005,1,.,red maple,7.80,1
Waccamaw,Upper,2005,1,.,red maple,7.90,1
Waccamaw,Upper,2005,1,.,red maple,7.90,1
Waccamaw,Upper,2005,1,.,red maple,8.00,1
Waccamaw,Upper,2005,1,.,red maple,8.10,1
Waccamaw,Upper,2005,1,.,red maple,8.40,1
Waccamaw,Upper,2005,1,.,red maple,8.80,1
Waccamaw,Upper,2005,1,.,red maple,8.90,1
Waccamaw,Upper,2005,1,.,red maple,9.00,1
Waccamaw,Upper,2005,1,.,red maple,9.80,1
Waccamaw,Upper,2005,1,3494,red maple,10.20,1
Waccamaw,Upper,2005,1,.,red maple,10.60,1
Waccamaw,Upper,2005,1,2233,red maple,11.20,1
Waccamaw,Upper,2005,1,2246,red maple,12.45,1
Waccamaw,Upper,2005,1,2212,red maple,13.65,1
Waccamaw,Upper,2005,1,2223,red maple,14.05,1
Waccamaw,Upper,2005,1,2258,red maple,15.10,1
Waccamaw,Upper,2005,1,2254,red maple,15.50,1
Waccamaw,Upper,2005,1,2273,red maple,16.80,1
Waccamaw,Upper,2005,1,2260,red maple,19.30,1
Waccamaw,Upper,2005,1,2264,red maple,20.45,1
Waccamaw,Upper,2005,1,2261,red maple,23.60,1
Waccamaw,Upper,2005,1,2231,red maple,24.30,1
Waccamaw,Upper,2005,1,2225,red maple,30.90,1
Waccamaw,Upper,2005,1,.,swamp bay,0.50,1
Waccamaw,Upper,2005,1,.,swamp bay,0.60,1
Waccamaw,Upper,2005,1,.,swamp bay,0.70,1
Waccamaw,Upper,2005,1,.,swamp bay,0.80,1
Waccamaw,Upper,2005,1,.,swamp bay,8.10,1
Waccamaw,Upper,2005,1,.,swamp tupelo,2.40,1
Waccamaw,Upper,2005,1,.,swamp tupelo,3.40,1
Waccamaw,Upper,2005,1,.,swamp tupelo,4.60,1
Waccamaw,Upper,2005,1,.,swamp tupelo,4.80,1
Waccamaw,Upper,2005,1,.,swamp tupelo,6.00,1
Waccamaw,Upper,2005,1,.,swamp tupelo,6.60,1
Waccamaw,Upper,2005,1,.,swamp tupelo,7.60,1
Waccamaw,Upper,2005,1,.,swamp tupelo,8.20,1
Waccamaw,Upper,2005,1,.,swamp tupelo,8.40,1
Waccamaw,Upper,2005,1,.,swamp tupelo,8.70,1
Waccamaw,Upper,2005,1,.,swamp tupelo,8.80,1
Waccamaw,Upper,2005,1,.,swamp tupelo,9.00,1
Waccamaw,Upper,2005,1,.,swamp tupelo,9.40,1
Waccamaw,Upper,2005,1,2242,swamp tupelo,10.60,1
Waccamaw,Upper,2005,1,2239,swamp tupelo,11.05,1
Waccamaw,Upper,2005,1,2226,swamp tupelo,11.10,1
Waccamaw,Upper,2005,1,2244,swamp tupelo,11.60,1
Waccamaw,Upper,2005,1,2237,swamp tupelo,12.25,1
Waccamaw,Upper,2005,1,2247,swamp tupelo,12.70,1
Waccamaw,Upper,2005,1,2259,swamp tupelo,12.95,1
Waccamaw,Upper,2005,1,2269,swamp tupelo,13.50,1
Waccamaw,Upper,2005,1,2263,swamp tupelo,13.60,1
Waccamaw,Upper,2005,1,2248,swamp tupelo,14.00,1
Waccamaw,Upper,2005,1,2265,swamp tupelo,15.65,1
Waccamaw,Upper,2005,1,2256,swamp tupelo,15.80,1
Waccamaw,Upper,2005,1,2257,swamp tupelo,16.30,1
Waccamaw,Upper,2005,1,2229,swamp tupelo,16.40,1
Waccamaw,Upper,2005,1,2238,swamp tupelo,16.40,1
Waccamaw,Upper,2005,1,2253,swamp tupelo,17.20,1
Waccamaw,Upper,2005,1,2270,swamp tupelo,19.00,1
Waccamaw,Upper,2005,1,2271,swamp tupelo,19.40,1
Waccamaw,Upper,2005,1,2243,swamp tupelo,20.15,1
Waccamaw,Upper,2005,1,2230,swamp tupelo,23.05,1
Waccamaw,Upper,2005,1,.,Sweetgum,0.20,1
Waccamaw,Upper,2005,1,.,Sweetgum,0.40,1
Waccamaw,Upper,2005,1,.,Sweetgum,1.20,1
Waccamaw,Upper,2005,1,.,Sweetgum,7.00,1
Waccamaw,Upper,2005,1,.,water tupelo,3.60,1
Waccamaw,Upper,2005,1,.,water tupelo,7.80,1
Waccamaw,Upper,2005,1,.,waxmyrtle,0.70,1
Waccamaw,Upper,2005,1,.,waxmyrtle,0.80,1
Waccamaw,Upper,2005,1,.,waxmyrtle,1.00,1
Waccamaw,Upper,2005,1,.,waxmyrtle,1.10,1
Waccamaw,Upper,2005,1,.,waxmyrtle,1.30,1
Waccamaw,Upper,2005,1,.,waxmyrtle,1.60,1
Waccamaw,Upper,2005,1,.,waxmyrtle,2.00,1
Waccamaw,Upper,2005,1,.,waxmyrtle,2.40,1
Waccamaw,Upper,2005,1,.,waxmyrtle,2.50,1
Waccamaw,Upper,2005,1,.,waxmyrtle,3.30,1
Waccamaw,Upper,2005,1,.,waxmyrtle,5.40,1
Waccamaw,Upper,2005,1,3779,waxmyrtle,10.90,1
Waccamaw,Upper,2005,2,.,baldcypress,3.30,0
Waccamaw,Upper,2005,2,.,hazel alder,0.60,0
Waccamaw,Upper,2005,2,.,hazel alder,0.70,0
Waccamaw,Upper,2005,2,.,hazel alder,0.80,0
Waccamaw,Upper,2005,2,.,hazel alder,0.80,0
Waccamaw,Upper,2005,2,.,hazel alder,0.90,0
Waccamaw,Upper,2005,2,.,hazel alder,1.30,0
Waccamaw,Upper,2005,2,.,hazel alder,1.60,0
Waccamaw,Upper,2005,2,.,hazel alder,2.30,0
Waccamaw,Upper,2005,2,.,American Holly,2.40,1
Waccamaw,Upper,2005,2,.,ash,0.80,1
Waccamaw,Upper,2005,2,2303,ash,10.50,1
Waccamaw,Upper,2005,2,.,baldcypress,3.60,1
Waccamaw,Upper,2005,2,.,baldcypress,5.60,1
Waccamaw,Upper,2005,2,.,baldcypress,9.80,1
Waccamaw,Upper,2005,2,2294,baldcypress,14.05,1
Waccamaw,Upper,2005,2,2287,baldcypress,15.60,1
Waccamaw,Upper,2005,2,2292,baldcypress,19.95,1
Waccamaw,Upper,2005,2,2285,baldcypress,20.10,1
Waccamaw,Upper,2005,2,2290,baldcypress,20.60,1
Waccamaw,Upper,2005,2,2286,baldcypress,21.60,1
Waccamaw,Upper,2005,2,2289,baldcypress,25.60,1
Waccamaw,Upper,2005,2,2293,baldcypress,28.50,1
Waccamaw,Upper,2005,2,2297,baldcypress,30.20,1
Waccamaw,Upper,2005,2,2284,baldcypress,30.35,1
Waccamaw,Upper,2005,2,2314,baldcypress,30.65,1
Waccamaw,Upper,2005,2,2295,baldcypress,31.40,1
Waccamaw,Upper,2005,2,2280,baldcypress,33.50,1
Waccamaw,Upper,2005,2,2288,baldcypress,35.55,1
Waccamaw,Upper,2005,2,2301,baldcypress,42.35,1
Waccamaw,Upper,2005,2,2300,baldcypress,44.65,1
Waccamaw,Upper,2005,2,2323,baldcypress,48.85,1
Waccamaw,Upper,2005,2,2318,baldcypress,50.25,1
Waccamaw,Upper,2005,2,.,hazel alder,0.20,1
Waccamaw,Upper,2005,2,.,hazel alder,0.30,1
Waccamaw,Upper,2005,2,.,hazel alder,0.40,1
Waccamaw,Upper,2005,2,.,hazel alder,0.40,1
Waccamaw,Upper,2005,2,.,hazel alder,0.40,1
Waccamaw,Upper,2005,2,.,hazel alder,0.50,1
Waccamaw,Upper,2005,2,.,hazel alder,0.50,1
Waccamaw,Upper,2005,2,.,hazel alder,0.60,1
Waccamaw,Upper,2005,2,.,hazel alder,0.60,1
Waccamaw,Upper,2005,2,.,hazel alder,0.70,1
Waccamaw,Upper,2005,2,.,hazel alder,0.70,1
Waccamaw,Upper,2005,2,.,hazel alder,0.70,1
Waccamaw,Upper,2005,2,.,hazel alder,0.80,1
Waccamaw,Upper,2005,2,.,hazel alder,0.80,1
Waccamaw,Upper,2005,2,.,hazel alder,0.80,1
Waccamaw,Upper,2005,2,.,hazel alder,0.80,1
Waccamaw,Upper,2005,2,.,hazel alder,0.80,1
Waccamaw,Upper,2005,2,.,hazel alder,0.90,1
Waccamaw,Upper,2005,2,.,hazel alder,1.00,1
Waccamaw,Upper,2005,2,.,hazel alder,1.00,1
Waccamaw,Upper,2005,2,.,hazel alder,1.00,1
Waccamaw,Upper,2005,2,.,hazel alder,1.10,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.20,1
Waccamaw,Upper,2005,2,.,hazel alder,1.30,1
Waccamaw,Upper,2005,2,.,hazel alder,1.30,1
Waccamaw,Upper,2005,2,.,hazel alder,1.40,1
Waccamaw,Upper,2005,2,.,hazel alder,1.40,1
Waccamaw,Upper,2005,2,.,hazel alder,1.60,1
Waccamaw,Upper,2005,2,.,hazel alder,1.80,1
Waccamaw,Upper,2005,2,.,hazel alder,1.80,1
Waccamaw,Upper,2005,2,.,hazel alder,1.80,1
Waccamaw,Upper,2005,2,.,hazel alder,1.80,1
Waccamaw,Upper,2005,2,.,hazel alder,1.90,1
Waccamaw,Upper,2005,2,.,hazel alder,2.20,1
Waccamaw,Upper,2005,2,.,hazel alder,2.20,1
Waccamaw,Upper,2005,2,.,hazel alder,2.40,1
Waccamaw,Upper,2005,2,.,hazel alder,2.80,1
Waccamaw,Upper,2005,2,.,hazel alder,3.30,1
Waccamaw,Upper,2005,2,.,hazel alder,3.50,1
Waccamaw,Upper,2005,2,.,hazel alder,4.20,1
Waccamaw,Upper,2005,2,.,laurel oak,1.10,1
Waccamaw,Upper,2005,2,.,laurel oak,2.00,1
Waccamaw,Upper,2005,2,.,laurel oak,6.30,1
Waccamaw,Upper,2005,2,.,red maple,3.50,1
Waccamaw,Upper,2005,2,.,red maple,5.00,1
Waccamaw,Upper,2005,2,.,red maple,5.20,1
Waccamaw,Upper,2005,2,.,red maple,5.30,1
Waccamaw,Upper,2005,2,.,red maple,5.40,1
Waccamaw,Upper,2005,2,.,red maple,5.90,1
Waccamaw,Upper,2005,2,.,red maple,6.20,1
Waccamaw,Upper,2005,2,.,red maple,7.50,1
Waccamaw,Upper,2005,2,.,red maple,9.60,1
Waccamaw,Upper,2005,2,2315,red maple,10.30,1
Waccamaw,Upper,2005,2,2321,red maple,12.75,1
Waccamaw,Upper,2005,2,2283,red maple,13.00,1
Waccamaw,Upper,2005,2,2317,red maple,13.10,1
Waccamaw,Upper,2005,2,2291,red maple,14.25,1
