River,Site,Survey,Plot,Tree No.,Species,DBH,Live
Savannah,Upper,2005,1,251,ash,11.80,1
Savannah,Upper,2005,1,277,ash,12.00,1
Savannah,Upper,2005,1,259,ash,18.85,1
Savannah,Upper,2005,1,248,baldcypress,10.10,1
Savannah,Upper,2005,1,274,baldcypress,10.60,1
Savannah,Upper,2005,1,219,baldcypress,25.25,1
Savannah,Upper,2005,1,226,baldcypress,28.00,1
Savannah,Upper,2005,1,208,baldcypress,29.45,1
Savannah,Upper,2005,1,283,baldcypress,36.00,1
Savannah,Upper,2005,1,276,baldcypress,38.55,1
Savannah,Upper,2005,1,209,baldcypress,49.35,1
Savannah,Upper,2005,1,264,baldcypress,51.00,1
Savannah,Upper,2005,1,217,baldcypress,65.00,1
Savannah,Upper,2005,1,.,hazel alder,0.70,1
Savannah,Upper,2005,1,.,hazel alder,1.00,1
Savannah,Upper,2005,1,.,hazel alder,1.70,1
Savannah,Upper,2005,1,.,hazel alder,3.80,1
Savannah,Upper,2005,1,.,laurel oak,0.60,1
Savannah,Upper,2005,1,271,laurel oak,5.35,1
Savannah,Upper,2005,1,227,laurel oak,6.90,1
Savannah,Upper,2005,1,252,laurel oak,7.05,1
Savannah,Upper,2005,1,280,laurel oak,7.25,1
Savannah,Upper,2005,1,278,laurel oak,7.50,1
Savannah,Upper,2005,1,258,laurel oak,8.40,1
Savannah,Upper,2005,1,285,laurel oak,10.30,1
Savannah,Upper,2005,1,238,laurel oak,11.30,1
Savannah,Upper,2005,1,284,laurel oak,12.05,1
Savannah,Upper,2005,1,212,laurel oak,12.85,1
Savannah,Upper,2005,1,218,laurel oak,12.90,1
Savannah,Upper,2005,1,231,laurel oak,12.90,1
Savannah,Upper,2005,1,262,laurel oak,13.10,1
Savannah,Upper,2005,1,253,laurel oak,14.55,1
Savannah,Upper,2005,1,215,laurel oak,15.10,1
Savannah,Upper,2005,1,221,laurel oak,15.10,1
Savannah,Upper,2005,1,254,laurel oak,15.25,1
Savannah,Upper,2005,1,267,laurel oak,15.30,1
Savannah,Upper,2005,1,241,laurel oak,18.85,1
Savannah,Upper,2005,1,225,laurel oak,20.50,1
Savannah,Upper,2005,1,205,laurel oak,25.00,1
Savannah,Upper,2005,1,.,red maple,3.10,1
Savannah,Upper,2005,1,261,red maple,6.20,1
Savannah,Upper,2005,1,202,red maple,7.60,1
Savannah,Upper,2005,1,255,red maple,7.90,1
Savannah,Upper,2005,1,260,red maple,12.90,1
Savannah,Upper,2005,1,279,red maple,21.70,1
Savannah,Upper,2005,1,214,red maple,21.85,1
Savannah,Upper,2005,1,235,red maple,29.50,1
Savannah,Upper,2005,1,.,swamp bay,0.60,1
Savannah,Upper,2005,1,.,swamp bay,0.80,1
Savannah,Upper,2005,1,.,swamp bay,1.00,1
Savannah,Upper,2005,1,.,swamp bay,1.00,1
Savannah,Upper,2005,1,.,swamp bay,1.00,1
Savannah,Upper,2005,1,.,swamp bay,1.00,1
Savannah,Upper,2005,1,.,swamp bay,1.10,1
Savannah,Upper,2005,1,.,swamp bay,1.10,1
Savannah,Upper,2005,1,.,swamp bay,1.20,1
Savannah,Upper,2005,1,.,swamp bay,1.30,1
Savannah,Upper,2005,1,.,swamp bay,1.40,1
Savannah,Upper,2005,1,.,swamp bay,1.50,1
Savannah,Upper,2005,1,.,swamp bay,1.60,1
Savannah,Upper,2005,1,.,swamp bay,1.60,1
Savannah,Upper,2005,1,.,swamp bay,1.70,1
Savannah,Upper,2005,1,.,swamp bay,1.70,1
Savannah,Upper,2005,1,.,swamp bay,2.00,1
Savannah,Upper,2005,1,.,swamp bay,2.20,1
Savannah,Upper,2005,1,.,swamp bay,2.50,1
Savannah,Upper,2005,1,.,swamp bay,2.70,1
Savannah,Upper,2005,1,234,swamp bay,3.40,1
Savannah,Upper,2005,1,.,swamp bay,3.60,1
Savannah,Upper,2005,1,242,swamp bay,3.80,1
Savannah,Upper,2005,1,.,swamp bay,3.90,1
Savannah,Upper,2005,1,.,swamp bay,4.00,1
Savannah,Upper,2005,1,211,swamp bay,4.60,1
Savannah,Upper,2005,1,206,swamp bay,5.05,1
Savannah,Upper,2005,1,246,swamp bay,5.10,1
Savannah,Upper,2005,1,.,swamp bay,5.40,1
Savannah,Upper,2005,1,.,swamp bay,5.40,1
Savannah,Upper,2005,1,207,swamp dogwood,4.00,1
Savannah,Upper,2005,1,.,swamp tupelo,8.10,1
Savannah,Upper,2005,1,236,swamp tupelo,8.30,1
Savannah,Upper,2005,1,265,swamp tupelo,9.60,1
Savannah,Upper,2005,1,201,swamp tupelo,10.45,1
Savannah,Upper,2005,1,282,swamp tupelo,10.90,1
Savannah,Upper,2005,1,220,swamp tupelo,11.45,1
Savannah,Upper,2005,1,243,swamp tupelo,11.60,1
Savannah,Upper,2005,1,275,swamp tupelo,12.60,1
Savannah,Upper,2005,1,266,swamp tupelo,13.05,1
Savannah,Upper,2005,1,210,swamp tupelo,14.40,1
Savannah,Upper,2005,1,273,swamp tupelo,16.30,1
Savannah,Upper,2005,1,272,swamp tupelo,17.70,1
Savannah,Upper,2005,1,237,swamp tupelo,20.10,1
Savannah,Upper,2005,1,203,swamp tupelo,20.80,1
Savannah,Upper,2005,1,269,swamp tupelo,21.20,1
Savannah,Upper,2005,1,244,swamp tupelo,26.60,1
Savannah,Upper,2005,1,245,swamp tupelo,29.90,1
Savannah,Upper,2005,1,247,swamp tupelo,31.70,1
Savannah,Upper,2005,1,270,swamp tupelo,32.80,1
Savannah,Upper,2005,1,268,swamp tupelo,33.15,1
Savannah,Upper,2005,1,233,sweetgum,6.65,1
Savannah,Upper,2005,1,263,water elm,9.65,1
Savannah,Upper,2005,1,249,water oak,16.00,1
Savannah,Upper,2005,1,257,water oak,20.50,1
Savannah,Upper,2005,1,213,water tupelo,18.95,1
Savannah,Upper,2005,1,228,water tupelo,22.20,1
Savannah,Upper,2005,1,216,water tupelo,31.65,1
Savannah,Upper,2005,1,250,water tupelo,32.15,1
Savannah,Upper,2005,1,281,water tupelo,34.65,1
Savannah,Upper,2005,1,256,water tupelo,38.50,1
Savannah,Upper,2005,2,.,hazel alder,0.60,0
Savannah,Upper,2005,2,.,hazel alder,0.90,0
Savannah,Upper,2005,2,.,hazel alder,0.90,0
Savannah,Upper,2005,2,.,hazel alder,1.70,0
Savannah,Upper,2005,2,.,hazel alder,4.40,0
Savannah,Upper,2005,2,.,red maple,6.10,0
Savannah,Upper,2005,2,.,swamp bay,0.70,0
Savannah,Upper,2005,2,.,swamp bay,2.10,0
Savannah,Upper,2005,2,.,swamp bay,2.60,0
Savannah,Upper,2005,2,.,swamp bay,2.90,0
Savannah,Upper,2005,2,.,swamp bay,3.70,0
Savannah,Upper,2005,2,.,swamp bay,5.20,0
Savannah,Upper,2005,2,.,swamp tupelo,5.00,0
Savannah,Upper,2005,2,.,arrowwood,0.60,1
Savannah,Upper,2005,2,.,arrowwood,1.90,1
Savannah,Upper,2005,2,.,arrowwood,2.80,1
Savannah,Upper,2005,2,.,ash,0.40,1
Savannah,Upper,2005,2,.,ash,0.40,1
Savannah,Upper,2005,2,.,ash,0.50,1
Savannah,Upper,2005,2,.,ash,0.50,1
Savannah,Upper,2005,2,.,ash,0.50,1
Savannah,Upper,2005,2,.,ash,0.60,1
Savannah,Upper,2005,2,.,ash,0.60,1
Savannah,Upper,2005,2,.,ash,0.60,1
Savannah,Upper,2005,2,.,ash,0.60,1
Savannah,Upper,2005,2,.,ash,0.60,1
Savannah,Upper,2005,2,.,ash,0.80,1
Savannah,Upper,2005,2,.,ash,0.90,1
Savannah,Upper,2005,2,.,ash,0.90,1
Savannah,Upper,2005,2,.,ash,0.90,1
Savannah,Upper,2005,2,.,ash,0.90,1
Savannah,Upper,2005,2,.,ash,1.00,1
Savannah,Upper,2005,2,.,ash,1.00,1
Savannah,Upper,2005,2,.,ash,1.00,1
Savannah,Upper,2005,2,.,ash,1.00,1
Savannah,Upper,2005,2,.,ash,1.00,1
Savannah,Upper,2005,2,.,ash,1.10,1
Savannah,Upper,2005,2,.,ash,1.10,1
Savannah,Upper,2005,2,.,ash,1.10,1
Savannah,Upper,2005,2,.,ash,1.10,1
Savannah,Upper,2005,2,.,ash,1.10,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.20,1
Savannah,Upper,2005,2,.,ash,1.30,1
Savannah,Upper,2005,2,.,ash,1.30,1
Savannah,Upper,2005,2,.,ash,1.40,1
Savannah,Upper,2005,2,.,ash,1.40,1
Savannah,Upper,2005,2,.,ash,1.40,1
Savannah,Upper,2005,2,.,ash,1.40,1
Savannah,Upper,2005,2,.,ash,1.40,1
Savannah,Upper,2005,2,.,ash,1.40,1
Savannah,Upper,2005,2,.,ash,1.50,1
Savannah,Upper,2005,2,.,ash,1.60,1
Savannah,Upper,2005,2,.,ash,1.60,1
Savannah,Upper,2005,2,.,ash,1.60,1
Savannah,Upper,2005,2,.,ash,1.60,1
Savannah,Upper,2005,2,.,ash,1.70,1
Savannah,Upper,2005,2,.,ash,1.80,1
Savannah,Upper,2005,2,.,ash,2.00,1
Savannah,Upper,2005,2,.,ash,2.00,1
Savannah,Upper,2005,2,.,ash,2.60,1
Savannah,Upper,2005,2,.,ash,2.70,1
Savannah,Upper,2005,2,.,ash,2.90,1
Savannah,Upper,2005,2,.,ash,3.10,1
Savannah,Upper,2005,2,.,ash,3.30,1
Savannah,Upper,2005,2,.,ash,3.60,1
Savannah,Upper,2005,2,.,ash,3.60,1
Savannah,Upper,2005,2,.,ash,3.70,1
Savannah,Upper,2005,2,472,ash,3.80,1
Savannah,Upper,2005,2,409,ash,4.05,1
Savannah,Upper,2005,2,431,ash,4.50,1
Savannah,Upper,2005,2,.,ash,4.50,1
Savannah,Upper,2005,2,502,ash,4.80,1
Savannah,Upper,2005,2,.,ash,4.80,1
Savannah,Upper,2005,2,.,ash,5.30,1
Savannah,Upper,2005,2,410,ash,5.40,1
Savannah,Upper,2005,2,401,ash,5.50,1
Savannah,Upper,2005,2,439,ash,7.60,1
Savannah,Upper,2005,2,.,baldcypress,1.70,1
Savannah,Upper,2005,2,.,baldcypress,3.00,1
Savannah,Upper,2005,2,.,baldcypress,8.40,1
Savannah,Upper,2005,2,418,baldcypress,8.90,1
Savannah,Upper,2005,2,474,baldcypress,9.70,1
Savannah,Upper,2005,2,427,baldcypress,9.75,1
Savannah,Upper,2005,2,417,baldcypress,11.10,1
Savannah,Upper,2005,2,446,baldcypress,11.50,1
Savannah,Upper,2005,2,451,baldcypress,12.85,1
Savannah,Upper,2005,2,457,baldcypress,13.35,1
Savannah,Upper,2005,2,367,baldcypress,14.85,1
Savannah,Upper,2005,2,444,baldcypress,15.00,1
Savannah,Upper,2005,2,453,baldcypress,15.40,1
Savannah,Upper,2005,2,484,baldcypress,17.90,1
Savannah,Upper,2005,2,487,baldcypress,18.90,1
Savannah,Upper,2005,2,491,baldcypress,19.30,1
Savannah,Upper,2005,2,468,baldcypress,21.05,1
Savannah,Upper,2005,2,456,baldcypress,22.30,1
Savannah,Upper,2005,2,471,baldcypress,23.80,1
Savannah,Upper,2005,2,442,baldcypress,26.05,1
Savannah,Upper,2005,2,454,baldcypress,34.30,1
Savannah,Upper,2005,2,447,baldcypress,34.60,1
Savannah,Upper,2005,2,475,baldcypress,36.35,1
Savannah,Upper,2005,2,452,baldcypress,40.65,1
Savannah,Upper,2005,2,404,baldcypress,42.95,1
Savannah,Upper,2005,2,412,baldcypress,44.30,1
Savannah,Upper,2005,2,493,baldcypress,50.00,1
Savannah,Upper,2005,2,.,hazel alder,0.40,1
Savannah,Upper,2005,2,.,hazel alder,0.40,1
Savannah,Upper,2005,2,.,hazel alder,0.60,1
Savannah,Upper,2005,2,.,hazel alder,0.70,1
Savannah,Upper,2005,2,.,hazel alder,0.70,1
Savannah,Upper,2005,2,.,hazel alder,0.70,1
Savannah,Upper,2005,2,.,hazel alder,0.70,1
Savannah,Upper,2005,2,.,hazel alder,0.90,1
Savannah,Upper,2005,2,.,hazel alder,1.00,1
Savannah,Upper,2005,2,.,hazel alder,1.00,1
Savannah,Upper,2005,2,.,hazel alder,1.10,1
Savannah,Upper,2005,2,.,hazel alder,1.30,1
Savannah,Upper,2005,2,.,hazel alder,1.30,1
Savannah,Upper,2005,2,.,hazel alder,1.30,1
Savannah,Upper,2005,2,.,hazel alder,1.40,1
Savannah,Upper,2005,2,.,hazel alder,1.80,1
Savannah,Upper,2005,2,.,hazel alder,3.10,1
Savannah,Upper,2005,2,.,hazel alder,3.30,1
Savannah,Upper,2005,2,.,laurel oak,0.70,1
Savannah,Upper,2005,2,.,laurel oak,0.70,1
Savannah,Upper,2005,2,.,laurel oak,0.80,1
Savannah,Upper,2005,2,.,laurel oak,1.20,1
Savannah,Upper,2005,2,.,laurel oak,1.70,1
Savannah,Upper,2005,2,.,laurel oak,2.00,1
Savannah,Upper,2005,2,.,laurel oak,2.10,1
Savannah,Upper,2005,2,.,laurel oak,3.20,1
Savannah,Upper,2005,2,.,laurel oak,3.50,1
Savannah,Upper,2005,2,497,laurel oak,3.65,1
Savannah,Upper,2005,2,500,laurel oak,3.80,1
Savannah,Upper,2005,2,.,laurel oak,4.00,1
Savannah,Upper,2005,2,.,laurel oak,4.10,1
Savannah,Upper,2005,2,430,laurel oak,4.30,1
Savannah,Upper,2005,2,.,laurel oak,4.80,1
Savannah,Upper,2005,2,498,laurel oak,4.90,1
Savannah,Upper,2005,2,.,laurel oak,5.60,1
Savannah,Upper,2005,2,488,laurel oak,5.65,1
Savannah,Upper,2005,2,.,laurel oak,6.50,1
Savannah,Upper,2005,2,434,laurel oak,6.90,1
Savannah,Upper,2005,2,480,laurel oak,7.65,1
Savannah,Upper,2005,2,469,laurel oak,7.70,1
Savannah,Upper,2005,2,463,laurel oak,8.20,1
Savannah,Upper,2005,2,428,laurel oak,8.85,1
Savannah,Upper,2005,2,482,laurel oak,11.70,1
Savannah,Upper,2005,2,467,laurel oak,13.50,1
Savannah,Upper,2005,2,.,red maple,3.40,1
Savannah,Upper,2005,2,419,red maple,6.30,1
Savannah,Upper,2005,2,479,red maple,8.75,1
Savannah,Upper,2005,2,414,red maple,11.40,1
Savannah,Upper,2005,2,489,red maple,14.50,1
Savannah,Upper,2005,2,494,red maple,14.75,1
Savannah,Upper,2005,2,478,red maple,27.00,1
Savannah,Upper,2005,2,.,swamp bay,0.60,1
Savannah,Upper,2005,2,.,swamp bay,0.70,1
Savannah,Upper,2005,2,.,swamp bay,0.80,1
Savannah,Upper,2005,2,.,swamp bay,0.80,1
Savannah,Upper,2005,2,.,swamp bay,1.20,1
Savannah,Upper,2005,2,.,swamp bay,1.20,1
Savannah,Upper,2005,2,.,swamp bay,1.30,1
Savannah,Upper,2005,2,.,swamp bay,1.30,1
Savannah,Upper,2005,2,.,swamp bay,1.70,1
Savannah,Upper,2005,2,.,swamp bay,1.80,1
Savannah,Upper,2005,2,.,swamp bay,2.20,1
Savannah,Upper,2005,2,.,swamp bay,2.70,1
Savannah,Upper,2005,2,.,swamp bay,2.70,1
Savannah,Upper,2005,2,.,swamp dogwood,0.70,1
Savannah,Upper,2005,2,.,swamp tupelo,0.40,1
Savannah,Upper,2005,2,.,swamp tupelo,0.70,1
Savannah,Upper,2005,2,.,swamp tupelo,0.80,1
Savannah,Upper,2005,2,.,swamp tupelo,0.80,1
Savannah,Upper,2005,2,.,swamp tupelo,1.10,1
Savannah,Upper,2005,2,.,swamp tupelo,1.30,1
Savannah,Upper,2005,2,.,swamp tupelo,1.30,1
Savannah,Upper,2005,2,.,swamp tupelo,1.40,1
Savannah,Upper,2005,2,.,swamp tupelo,1.40,1
Savannah,Upper,2005,2,.,swamp tupelo,1.40,1
Savannah,Upper,2005,2,.,swamp tupelo,1.50,1
Savannah,Upper,2005,2,.,swamp tupelo,2.20,1
Savannah,Upper,2005,2,.,swamp tupelo,2.80,1
Savannah,Upper,2005,2,441,swamp tupelo,3.20,1
Savannah,Upper,2005,2,.,swamp tupelo,3.60,1
Savannah,Upper,2005,2,.,swamp tupelo,3.90,1
Savannah,Upper,2005,2,.,swamp tupelo,4.10,1
Savannah,Upper,2005,2,402,swamp tupelo,5.90,1
Savannah,Upper,2005,2,476,swamp tupelo,6.35,1
Savannah,Upper,2005,2,433,swamp tupelo,6.60,1
Savannah,Upper,2005,2,408,swamp tupelo,6.65,1
Savannah,Upper,2005,2,406,swamp tupelo,6.90,1
Savannah,Upper,2005,2,426,swamp tupelo,6.90,1
Savannah,Upper,2005,2,438,swamp tupelo,7.15,1
Savannah,Upper,2005,2,403,swamp tupelo,7.30,1
Savannah,Upper,2005,2,460,swamp tupelo,7.80,1
Savannah,Upper,2005,2,473,swamp tupelo,8.05,1
Savannah,Upper,2005,2,459,swamp tupelo,8.20,1
Savannah,Upper,2005,2,.,swamp tupelo,8.30,1
Savannah,Upper,2005,2,464,swamp tupelo,8.45,1
Savannah,Upper,2005,2,466,swamp tupelo,8.50,1
Savannah,Upper,2005,2,.,swamp tupelo,8.50,1
Savannah,Upper,2005,2,465,swamp tupelo,9.00,1
Savannah,Upper,2005,2,495,swamp tupelo,9.60,1
Savannah,Upper,2005,2,429,swamp tupelo,9.65,1
Savannah,Upper,2005,2,461,swamp tupelo,10.00,1
Savannah,Upper,2005,2,449,swamp tupelo,10.55,1
Savannah,Upper,2005,2,420,swamp tupelo,11.00,1
Savannah,Upper,2005,2,501,swamp tupelo,11.20,1
Savannah,Upper,2005,2,437,swamp tupelo,12.10,1
Savannah,Upper,2005,2,435,swamp tupelo,12.70,1
Savannah,Upper,2005,2,407,swamp tupelo,16.35,1
Savannah,Upper,2005,2,462,swamp tupelo,18.05,1
Savannah,Upper,2005,2,432,swamp tupelo,24.80,1
Savannah,Upper,2005,2,445,swamp tupelo,27.25,1
Savannah,Upper,2005,2,436,swamp tupelo,28.90,1
Savannah,Upper,2005,2,486,swamp tupelo,30.90,1
Savannah,Upper,2005,2,443,swamp tupelo,35.20,1
Savannah,Upper,2005,2,.,sweetgum,3.80,1
Savannah,Upper,2005,2,.,water oak,1.70,1
Savannah,Upper,2005,2,485,water oak,3.90,1
Savannah,Upper,2005,2,423,water tupelo,13.40,1
Savannah,Upper,2005,2,413,water tupelo,16.35,1
Savannah,Upper,2005,2,425,water tupelo,19.85,1
Savannah,Upper,2005,2,448,water tupelo,20.20,1
Savannah,Upper,2005,2,440,water tupelo,20.80,1
Savannah,Upper,2005,2,416,water tupelo,20.90,1
Savannah,Upper,2005,2,411,water tupelo,23.35,1
Savannah,Upper,2005,2,422,water tupelo,24.20,1
Savannah,Upper,2005,2,490,water tupelo,28.35,1
Savannah,Upper,2005,2,496,water tupelo,31.00,1
Savannah,Upper,2005,2,458,water tupelo,33.15,1
Savannah,Upper,2005,2,499,water tupelo,34.20,1
Savannah,Upper,2005,2,492,water tupelo,34.90,1
Savannah,Upper,2005,2,424,water tupelo,35.60,1
Savannah,Upper,2005,2,483,water tupelo,36.10,1
Savannah,Upper,2005,2,415,water tupelo,36.30,1
Savannah,Upper,2005,2,450,water tupelo,38.10,1
Savannah,Upper,2005,2,455,water tupelo,38.20,1
Savannah,Upper,2005,2,421,water tupelo,38.60,1
Savannah,Upper,2005,2,470,water tupelo,40.30,1
Savannah,Upper,2005,2,481,water tupelo,41.80,1
Savannah,Upper,2005,2,405,water tupelo,45.00,1
Savannah,Upper,2005,2,477,water tupelo,46.60,1
Savannah,Upper,2012,1,230,ash,6.40,0
Savannah,Upper,2012,1,232,ash,7.15,0
Savannah,Upper,2012,1,251,ash,11.70,0
Savannah,Upper,2012,1,205,laurel oak,25.10,0
Savannah,Upper,2012,1,261,red maple,5.70,0
Savannah,Upper,2012,1,234,swamp bay,3.40,0
Savannah,Upper,2012,1,27,swamp bay,3.70,0
Savannah,Upper,2012,1,206,swamp bay,5.60,0
Savannah,Upper,2012,1,236,swamp tupelo,8.10,0
Savannah,Upper,2012,1,265,swamp tupelo,9.65,0
Savannah,Upper,2012,1,201,swamp tupelo,10.30,0
Savannah,Upper,2012,1,220,swamp tupelo,11.70,0
Savannah,Upper,2012,1,266,swamp tupelo,12.90,0
Savannah,Upper,2012,1,239,American elm,5.90,1
Savannah,Upper,2012,1,224,American elm,9.10,1
Savannah,Upper,2012,1,222,American elm,9.20,1
Savannah,Upper,2012,1,14,American holly,1.70,1
Savannah,Upper,2012,1,21,American hornbeam,0.50,1
Savannah,Upper,2012,1,23,American hornbeam,0.50,1
Savannah,Upper,2012,1,24,American hornbeam,0.50,1
Savannah,Upper,2012,1,24,American hornbeam,0.50,1
Savannah,Upper,2012,1,1,American hornbeam,0.55,1
Savannah,Upper,2012,1,12,American hornbeam,0.70,1
Savannah,Upper,2012,1,22,American hornbeam,0.70,1
Savannah,Upper,2012,1,23,American hornbeam,0.70,1
Savannah,Upper,2012,1,12,American hornbeam,0.80,1
Savannah,Upper,2012,1,29,American hornbeam,0.80,1
Savannah,Upper,2012,1,1,American hornbeam,0.90,1
Savannah,Upper,2012,1,1,American hornbeam,0.90,1
Savannah,Upper,2012,1,1,American hornbeam,1.00,1
Savannah,Upper,2012,1,1,American hornbeam,1.20,1
Savannah,Upper,2012,1,16,American hornbeam,1.30,1
Savannah,Upper,2012,1,22,American hornbeam,1.30,1
Savannah,Upper,2012,1,1,American hornbeam,1.40,1
Savannah,Upper,2012,1,1,American hornbeam,1.60,1
Savannah,Upper,2012,1,29,American hornbeam,1.60,1
Savannah,Upper,2012,1,1,American hornbeam,1.80,1
Savannah,Upper,2012,1,13,American hornbeam,2.60,1
Savannah,Upper,2012,1,11,American hornbeam,2.80,1
Savannah,Upper,2012,1,23,American hornbeam,2.80,1
Savannah,Upper,2012,1,10,American hornbeam,4.55,1
Savannah,Upper,2012,1,11,American hornbeam,4.70,1
Savannah,Upper,2012,1,223,American hornbeam,5.80,1
Savannah,Upper,2012,1,229,American hornbeam,7.00,1
Savannah,Upper,2012,1,18,ash,0.55,1
Savannah,Upper,2012,1,240,ash,6.90,1
Savannah,Upper,2012,1,204,ash,11.80,1
Savannah,Upper,2012,1,277,ash,11.95,1
Savannah,Upper,2012,1,259,ash,18.90,1
Savannah,Upper,2012,1,274,baldcypress,10.65,1
Savannah,Upper,2012,1,248,baldcypress,11.05,1
Savannah,Upper,2012,1,219,baldcypress,26.50,1
Savannah,Upper,2012,1,226,baldcypress,28.55,1
Savannah,Upper,2012,1,208,baldcypress,30.00,1
Savannah,Upper,2012,1,283,baldcypress,37.55,1
Savannah,Upper,2012,1,276,baldcypress,40.00,1
Savannah,Upper,2012,1,209,baldcypress,51.10,1
Savannah,Upper,2012,1,264,baldcypress,52.90,1
Savannah,Upper,2012,1,217,baldcypress,66.55,1
Savannah,Upper,2012,1,271,laurel oak,5.65,1
Savannah,Upper,2012,1,227,laurel oak,7.20,1
Savannah,Upper,2012,1,252,laurel oak,7.80,1
Savannah,Upper,2012,1,278,laurel oak,8.15,1
Savannah,Upper,2012,1,258,laurel oak,9.00,1
Savannah,Upper,2012,1,285,laurel oak,10.90,1
Savannah,Upper,2012,1,238,laurel oak,12.05,1
Savannah,Upper,2012,1,212,laurel oak,13.00,1
Savannah,Upper,2012,1,284,laurel oak,13.35,1
Savannah,Upper,2012,1,218,laurel oak,13.70,1
Savannah,Upper,2012,1,231,laurel oak,13.75,1
Savannah,Upper,2012,1,262,laurel oak,14.05,1
Savannah,Upper,2012,1,253,laurel oak,15.20,1
Savannah,Upper,2012,1,221,laurel oak,15.50,1
Savannah,Upper,2012,1,254,laurel oak,15.60,1
Savannah,Upper,2012,1,215,laurel oak,16.10,1
Savannah,Upper,2012,1,267,laurel oak,16.50,1
Savannah,Upper,2012,1,241,laurel oak,19.15,1
Savannah,Upper,2012,1,225,laurel oak,21.40,1
Savannah,Upper,2012,1,280,laurel oak,72.00,1
Savannah,Upper,2012,1,9,red maple,3.20,1
Savannah,Upper,2012,1,255,red maple,8.25,1
Savannah,Upper,2012,1,202,red maple,8.55,1
Savannah,Upper,2012,1,260,red maple,12.90,1
Savannah,Upper,2012,1,279,red maple,21.95,1
Savannah,Upper,2012,1,214,red maple,22.10,1
Savannah,Upper,2012,1,235,red maple,31.05,1
Savannah,Upper,2012,1,17,swamp bay,0.40,1
Savannah,Upper,2012,1,5,swamp bay,0.50,1
Savannah,Upper,2012,1,17,swamp bay,0.50,1
Savannah,Upper,2012,1,17,swamp bay,0.60,1
Savannah,Upper,2012,1,19,swamp bay,0.60,1
Savannah,Upper,2012,1,3,swamp bay,0.70,1
Savannah,Upper,2012,1,5,swamp bay,0.70,1
Savannah,Upper,2012,1,8,swamp bay,0.70,1
Savannah,Upper,2012,1,19,swamp bay,0.90,1
Savannah,Upper,2012,1,7,swamp bay,1.00,1
Savannah,Upper,2012,1,8,swamp bay,1.00,1
Savannah,Upper,2012,1,8,swamp bay,1.10,1
Savannah,Upper,2012,1,8,swamp bay,1.10,1
Savannah,Upper,2012,1,4,swamp bay,1.20,1
Savannah,Upper,2012,1,5,swamp bay,1.20,1
Savannah,Upper,2012,1,17,swamp bay,1.20,1
Savannah,Upper,2012,1,19,swamp bay,1.30,1
Savannah,Upper,2012,1,26,swamp bay,1.30,1
Savannah,Upper,2012,1,8,swamp bay,1.60,1
Savannah,Upper,2012,1,6,swamp bay,1.65,1
Savannah,Upper,2012,1,2,swamp bay,1.70,1
Savannah,Upper,2012,1,20,swamp bay,1.90,1
Savannah,Upper,2012,1,25,swamp bay,2.20,1
Savannah,Upper,2012,1,28,swamp bay,2.30,1
Savannah,Upper,2012,1,3,swamp bay,2.50,1
Savannah,Upper,2012,1,4,swamp bay,3.30,1
Savannah,Upper,2012,1,242,swamp bay,4.05,1
Savannah,Upper,2012,1,27,swamp bay,4.20,1
Savannah,Upper,2012,1,211,swamp bay,5.30,1
Savannah,Upper,2012,1,246,swamp bay,5.50,1
Savannah,Upper,2012,1,15,swamp bay,11.00,1
Savannah,Upper,2012,1,207,swamp dogwood,4.30,1
Savannah,Upper,2012,1,282,swamp tupelo,10.90,1
Savannah,Upper,2012,1,243,swamp tupelo,11.60,1
Savannah,Upper,2012,1,275,swamp tupelo,12.60,1
Savannah,Upper,2012,1,210,swamp tupelo,14.30,1
Savannah,Upper,2012,1,273,swamp tupelo,16.50,1
Savannah,Upper,2012,1,272,swamp tupelo,17.70,1
Savannah,Upper,2012,1,237,swamp tupelo,19.95,1
Savannah,Upper,2012,1,203,swamp tupelo,20.95,1
Savannah,Upper,2012,1,269,swamp tupelo,21.40,1
Savannah,Upper,2012,1,244,swamp tupelo,26.75,1
Savannah,Upper,2012,1,245,swamp tupelo,32.65,1
Savannah,Upper,2012,1,247,swamp tupelo,33.20,1
Savannah,Upper,2012,1,270,swamp tupelo,33.50,1
Savannah,Upper,2012,1,268,swamp tupelo,34.65,1
Savannah,Upper,2012,1,233,sweetgum,6.95,1
Savannah,Upper,2012,1,263,water elm,10.20,1
Savannah,Upper,2012,1,249,water oak,15.80,1
Savannah,Upper,2012,1,257,water oak,21.55,1
Savannah,Upper,2012,1,213,water tupelo,19.20,1
Savannah,Upper,2012,1,228,water tupelo,22.65,1
Savannah,Upper,2012,1,216,water tupelo,32.00,1
Savannah,Upper,2012,1,250,water tupelo,33.50,1
Savannah,Upper,2012,1,281,water tupelo,35.45,1
Savannah,Upper,2012,1,256,water tupelo,39.85,1
Savannah,Upper,2012,2,471,baldcypress,24.10,0
