site_id,plot_id,tree_id,live_or_dead,genus,species,fia_code,dbh,tree_height,notes,use_for_allometry,study_id,agb
Flamingo1,250,5,live,Laguncularia,racemosa,NA,29.2,16.18,NA,1,simard_2006,827719.9806924534
Flamingo1,250,6,live,Rhizophora,mangle,NA,27.2,12.56,NA,1,simard_2006,688283.2102861946
Flamingo1,250,7,live,Rhizophora,mangle,NA,31.9,20.26,NA,1,simard_2006,1041702.7271430301
Flamingo1,250,8,live,Laguncularia,racemosa,NA,23.8,18.06,NA,1,simard_2006,486393.89309848537
Flamingo1,250,9,live,Avicennia,germinans,NA,51.3,19.48,NA,1,simard_2006,1779957.824405674
Flamingo1,400,1,live,Laguncularia,racemosa,NA,16.1,15.43,NA,1,simard_2006,176049.70548240864
Flamingo1,400,2,live,Laguncularia,racemosa,NA,34.2,14.19,NA,1,simard_2006,1248406.1542352508
Flamingo1,400,3,live,Laguncularia,racemosa,NA,9.9,21.63,NA,1,simard_2006,31547.40347369015
Flamingo1,400,4,live,Laguncularia,racemosa,NA,18.3,16.27,NA,1,simard_2006,245618.37766692735
Flamingo1,400,5,live,Rhizophora,mangle,NA,12.8,15.18,NA,1,simard_2006,96969.22982799368
Flamingo1,400,6,live,Laguncularia,racemosa,NA,17.6,15.13,NA,1,simard_2006,221932.52868137957
Flamingo1,400,7,live,Laguncularia,racemosa,NA,11.4,17.24,NA,1,simard_2006,71753.09499624702
Flamingo1,400,8,live,Laguncularia,racemosa,NA,8.3,10.12,NA,1,simard_2006,20303.49788848746
Flamingo1,400,9,live,Laguncularia,racemosa,NA,14.2,11.82,NA,1,simard_2006,127009.94284131694
Flamingo1,400,10,live,Laguncularia,racemosa,NA,12.8,12.08,NA,1,simard_2006,96969.22982799368
Flamingo1,400,11,live,Laguncularia,racemosa,NA,9,12.29,NA,1,simard_2006,24858.9
Flamingo1,400,12,live,Laguncularia,racemosa,NA,9.4,20.68,NA,1,simard_2006,27713.74826071439
Flamingo1,400,13,live,Laguncularia,racemosa,NA,10.9,13.59,NA,1,simard_2006,63855.29562171462
Flamingo1,400,14,live,Rhizophora,mangle,NA,13.7,17.78,NA,1,simard_2006,115707.49721800807
Flamingo1,400,15,live,Avicennia,germinans,NA,24,17.79,NA,1,simard_2006,287498.12442075694
Flamingo1,400,16,live,Avicennia,germinans,NA,24.7,10.7,NA,1,simard_2006,308035.4668173895
Flamingo1,400,17,live,Laguncularia,racemosa,NA,17.6,12.36,NA,1,simard_2006,221932.52868137957
Flamingo1,400,18,live,Avicennia,germinans,NA,38.6,19.08,NA,1,simard_2006,899368.2812580263
Flamingo1,400,19,live,Avicennia,germinans,NA,36,15.39,NA,1,simard_2006,760771.1545794918
Flamingo1,400,20,live,Avicennia,germinans,NA,29.7,13.31,NA,1,simard_2006,479450.2109428221
Flamingo1,500,1,live,Avicennia,germinans,NA,26.9,14.41,NA,1,simard_2006,378036.30330063676
Flamingo1,500,2,live,Rhizophora,mangle,NA,9.1,12.45,NA,1,simard_2006,39938.85823860167
Flamingo1,500,3,live,Rhizophora,mangle,NA,7,10.07,NA,1,simard_2006,20190.307308746218
Flamingo1,500,4,live,Rhizophora,mangle,NA,9.6,8.81,NA,1,simard_2006,45897.943931215
Flamingo1,500,5,live,Avicennia,germinans,NA,11.9,15.26,NA,1,simard_2006,53387.64242424161
Flamingo1,500,6,live,Avicennia,germinans,NA,17.9,16.11,NA,1,simard_2006,142224.79289531414
Flamingo1,500,7,live,Avicennia,germinans,NA,32.3,17.62,NA,1,simard_2006,586427.1776916069
Flamingo1,500,8,live,Rhizophora,mangle,NA,5.2,5.09,NA,1,simard_2006,9321.734271611225
Flamingo1,500,9,live,Rhizophora,mangle,NA,8.9,8.79,NA,1,simard_2006,37696.587948884364
Flamingo1,500,10,live,Rhizophora,mangle,NA,9,10.99,NA,1,simard_2006,38807.757669466366
Flamingo1,500,11,live,Rhizophora,mangle,NA,8.7,7.68,NA,1,simard_2006,35533.50777251611
Flamingo1,500,12,live,Rhizophora,mangle,NA,11.1,12.99,NA,1,simard_2006,66946.48354325371
Flamingo1,500,13,live,Rhizophora,mangle,NA,10.4,13.56,NA,1,simard_2006,56516.42825635549
Flamingo1,500,14,live,Rhizophora,mangle,NA,6.4,8.39,NA,1,simard_2006,15993.958232449071
Flamingo1,600,1,live,Laguncularia,racemosa,NA,6,14.5,NA,1,simard_2006,9020.980824721888
Flamingo1,600,2,live,Laguncularia,racemosa,NA,5,7.6,NA,1,simard_2006,5718.743852455712
Flamingo1,600,3,live,Laguncularia,racemosa,NA,7.2,13.78,NA,1,simard_2006,14230.064702942598
Flamingo1,600,4,live,Laguncularia,racemosa,NA,10,13.33,NA,1,simard_2006,51037.33926495836
Flamingo1,600,5,live,Laguncularia,racemosa,NA,6.1,11.54,NA,1,simard_2006,9401.566477397419
Flamingo1,600,6,live,Laguncularia,racemosa,NA,6.2,8.51,NA,1,simard_2006,9791.626915585213
Flamingo1,600,7,live,Laguncularia,racemosa,NA,9.3,18.19,NA,1,simard_2006,26982.550906746383
Flamingo1,600,8,live,Laguncularia,racemosa,NA,6.5,13.97,NA,1,simard_2006,11019.427333081447
Flamingo1,600,9,live,Laguncularia,racemosa,NA,9.4,17.07,NA,1,simard_2006,27713.74826071439
Flamingo1,600,10,live,Laguncularia,racemosa,NA,11.3,15.15,NA,1,simard_2006,70128.08476345251
Flamingo1,600,11,live,Laguncularia,racemosa,NA,5.2,11.59,NA,1,simard_2006,6307.8882790116695
Flamingo1,600,12,live,Laguncularia,racemosa,NA,11.1,12.26,NA,1,simard_2006,66946.48354325371
Flamingo1,600,13,live,Laguncularia,racemosa,NA,7.7,10.28,NA,1,simard_2006,16830.710374315913
Flamingo1,600,14,live,Laguncularia,racemosa,NA,11.9,13.45,NA,1,simard_2006,80225.0737118846
Flamingo1,600,15,live,Avicennia,germinans,NA,38.3,16.46,NA,1,simard_2006,882683.6723625849
Flamingo1,600,16,live,Avicennia,germinans,NA,24.4,15.46,NA,1,simard_2006,299132.51259376795
Flamingo1,600,17,live,Avicennia,germinans,NA,39.1,18.87,NA,1,simard_2006,927581.8739686524
Flamingo1,600,18,live,Laguncularia,racemosa,NA,12.7,17.55,NA,1,simard_2006,95011.83364357824
Flamingo1,600,19,live,Laguncularia,racemosa,NA,13.7,16.32,NA,1,simard_2006,115707.49721800807
Flamingo1,600,20,live,Laguncularia,racemosa,NA,10,13.91,NA,1,simard_2006,51037.33926495836
Flamingo1,700,1,live,Laguncularia,racemosa,NA,10.8,11.24,NA,1,simard_2006,62343.30036095594
Flamingo1,700,2,live,Laguncularia,racemosa,NA,5.5,8.89,NA,1,simard_2006,7257.421674977795
Flamingo1,700,3,live,Laguncularia,racemosa,NA,5.2,8.73,NA,1,simard_2006,6307.8882790116695
Flamingo1,700,4,live,Laguncularia,racemosa,NA,9.3,10.95,NA,1,simard_2006,26982.550906746383
Flamingo1,700,5,live,Laguncularia,racemosa,NA,6,10.08,NA,1,simard_2006,9020.980824721888
Flamingo1,700,6,live,Laguncularia,racemosa,NA,8.1,12.1,NA,1,simard_2006,19102.410822705413
Flamingo1,700,7,live,Laguncularia,racemosa,NA,6.4,11.89,NA,1,simard_2006,10600.480919887063
Flamingo1,700,8,live,Laguncularia,racemosa,NA,8.6,12.72,NA,1,simard_2006,22188.18415963574
Flamingo1,700,9,live,Laguncularia,racemosa,NA,9.1,12.86,NA,1,simard_2006,25555.190016498756
Flamingo1,700,10,live,Avicennia,germinans,NA,11.2,13.67,NA,1,simard_2006,46158.45779015188
Flamingo1,700,11,live,Laguncularia,racemosa,NA,7.4,13.38,NA,1,simard_2006,15238.946102693903
Flamingo2,100,1,live,Rhizophora,mangle,NA,7,10.74,NA,1,simard_2006,20190.307308746218
Flamingo2,100,2,live,Rhizophora,mangle,NA,13.5,12.31,NA,1,simard_2006,111366.82112846817
Flamingo2,100,3,live,Rhizophora,mangle,NA,9.8,10.34,NA,1,simard_2006,48425.69049556167
Flamingo2,100,4,live,Rhizophora,mangle,NA,12.6,10.81,NA,1,simard_2006,93078.9429299201
Flamingo2,100,5,live,Rhizophora,mangle,NA,12,14.84,NA,1,simard_2006,81989.69387821012
Flamingo2,100,6,live,Laguncularia,racemosa,NA,19,15.23,NA,1,simard_2006,270799.2066381471
Flamingo2,100,7,live,Avicennia,germinans,NA,25.8,14.83,NA,1,simard_2006,341991.51412451075
Flamingo2,100,8,live,Avicennia,germinans,NA,37.8,14.41,NA,1,simard_2006,855280.0763108417
Flamingo2,100,9,live,Rhizophora,mangle,NA,7.2,9.89,NA,1,simard_2006,21724.636370214866
Flamingo2,100,10,live,Rhizophora,mangle,NA,6,9,NA,1,simard_2006,13523.256209268271
Flamingo2,100,11,live,Laguncularia,racemosa,NA,10.1,15.26,NA,1,simard_2006,52374.9470627752
Flamingo2,100,12,live,Rhizophora,mangle,NA,9.7,12.8,NA,1,simard_2006,47151.39371562494
Flamingo2,100,13,live,Rhizophora,mangle,NA,7.6,11.92,NA,1,simard_2006,25003.647355942583
Flamingo2,100,14,live,Laguncularia,racemosa,NA,12.6,13.25,NA,1,simard_2006,93078.9429299201
Flamingo2,100,15,live,Avicennia,germinans,NA,12,15.74,NA,1,simard_2006,54470.70875315112
Flamingo2,100,16,live,Laguncularia,racemosa,NA,8.3,10.42,NA,1,simard_2006,20303.49788848746
Flamingo2,100,17,live,Laguncularia,racemosa,NA,15.3,14.85,NA,1,simard_2006,154200.4869969079
Flamingo2,100,18,live,Avicennia,germinans,NA,38.5,16.56,NA,1,simard_2006,893786.4914169494
Flamingo2,100,19,live,Avicennia,germinans,NA,11.4,12.75,NA,1,simard_2006,48161.46387375026
Flamingo2,100,20,live,Avicennia,germinans,NA,15.3,18.24,NA,1,simard_2006,97585.98939006848
Flamingo2,100,21,live,Laguncularia,racemosa,NA,20,15.25,NA,1,simard_2006,309432.5625380361
Flamingo2,100,22,live,Laguncularia,racemosa,NA,22,20.62,NA,1,simard_2006,396448.69747266057
Flamingo2,100,23,live,Avicennia,germinans,NA,26.3,20.43,NA,1,simard_2006,358114.4391207684
Flamingo2,100,24,live,Avicennia,germinans,NA,28.2,17.25,NA,1,simard_2006,423375.6687446238
Flamingo2,100,25,live,Avicennia,germinans,NA,32.7,15.71,NA,1,simard_2006,604007.9321787559
Flamingo2,100,26,live,Rhizophora,mangle,NA,19.4,15.78,NA,1,simard_2006,285872.594355308
Flamingo2,100,27,live,Laguncularia,racemosa,NA,13.8,19.28,NA,1,simard_2006,117916.24745471367
Flamingo2,100,28,live,Rhizophora,mangle,NA,6.4,8,NA,1,simard_2006,15993.958232449071
Flamingo2,250,1,live,Laguncularia,racemosa,NA,9.3,11.15,NA,1,simard_2006,26982.550906746383
Flamingo2,250,2,live,Laguncularia,racemosa,NA,13.3,14.21,NA,1,simard_2006,107127.82601390027
Flamingo2,250,3,live,Laguncularia,racemosa,NA,23.9,13.59,NA,1,simard_2006,491725.3154937552
Flamingo2,250,4,live,Laguncularia,racemosa,NA,26.1,16.21,NA,1,simard_2006,618234.6529734427
Flamingo2,250,5,live,Laguncularia,racemosa,NA,21.6,12.47,NA,1,simard_2006,377979.0926721384
Flamingo2,250,6,live,Avicennia,germinans,NA,29.4,18.75,NA,1,simard_2006,467909.247752202
Flamingo2,250,7,live,Rhizophora,mangle,NA,13.7,14.55,NA,1,simard_2006,115707.49721800807
Flamingo2,250,8,live,Avicennia,germinans,NA,37.8,19.16,NA,1,simard_2006,855280.0763108417
Flamingo2,250,9,live,Laguncularia,racemosa,NA,25.2,13.8,NA,1,simard_2006,564325.1831686231
Flamingo2,250,10,live,Laguncularia,racemosa,NA,21.6,14.35,NA,1,simard_2006,377979.0926721384
Flamingo2,250,11,live,Laguncularia,racemosa,NA,14.4,13.92,NA,1,simard_2006,131713.564990996
Flamingo2,250,12,live,Laguncularia,racemosa,NA,24.6,16.43,NA,1,simard_2006,530053.0082675319
Flamingo2,250,13,live,Rhizophora,mangle,NA,21,13.52,NA,1,simard_2006,351283.8561383045
Flamingo2,250,14,live,Rhizophora,mangle,NA,28.7,19.85,NA,1,simard_2006,791372.503873158
Flamingo2,550,1,live,Avicennia,germinans,NA,35.9,16.75,NA,1,simard_2006,755709.2050765357
Flamingo2,550,2,live,Rhizophora,mangle,NA,8.6,10.24,NA,1,simard_2006,34481.32916698685
Flamingo2,550,3,live,Rhizophora,mangle,NA,5.7,7.47,NA,1,simard_2006,11834.847058748363
Flamingo2,550,4,live,Laguncularia,racemosa,NA,21.2,16.73,NA,1,simard_2006,360048.7136056741
Flamingo2,550,5,live,Laguncularia,racemosa,NA,16.9,12.8,NA,1,simard_2006,199707.07791242495
Flamingo2,550,6,live,Laguncularia,racemosa,NA,21.4,12.08,NA,1,simard_2006,368946.874738271
Flamingo2,550,7,live,Rhizophora,mangle,NA,21.3,19.2,NA,1,simard_2006,364481.0840765181
Flamingo2,550,8,live,Laguncularia,racemosa,NA,18.5,20.1,NA,1,simard_2006,252658.85230003117
Flamingo2,550,9,live,Avicennia,germinans,NA,20.2,20.48,NA,1,simard_2006,190095.27506808445
Flamingo2,550,10,live,Laguncularia,racemosa,NA,24.7,20.32,NA,1,simard_2006,535673.4278314644
Flamingo2,550,11,live,Laguncularia,racemosa,NA,12.2,12.32,NA,1,simard_2006,85590.11008018251
Flamingo2,550,12,live,Laguncularia,racemosa,NA,17,11.54,NA,1,simard_2006,202794.0556811667
Flamingo2,550,13,live,Laguncularia,racemosa,NA,8.7,8.38,NA,1,simard_2006,22838.825445264258
Flamingo2,550,14,live,Laguncularia,racemosa,NA,7.2,5.72,NA,1,simard_2006,14230.064702942598
Flamingo2,550,15,live,Avicennia,germinans,NA,17.5,14.4,NA,1,simard_2006,134716.05375385942
Flamingo2,550,16,live,Rhizophora,mangle,NA,17.7,11.57,NA,1,simard_2006,225225.99681976
Flamingo2,550,17,live,Laguncularia,racemosa,NA,14.2,13.29,NA,1,simard_2006,127009.94284131694
Flamingo2,550,18,live,Laguncularia,racemosa,NA,9.5,13.67,NA,1,simard_2006,28456.70730673065
Flamingo2,650,1,live,Rhizophora,mangle,NA,25.8,15.16,NA,1,simard_2006,599928.1778790079
Flamingo2,650,2,live,Avicennia,germinans,NA,23.4,16.98,NA,1,simard_2006,270549.09993878636
Flamingo2,650,3,live,Laguncularia,racemosa,NA,23.8,14.41,NA,1,simard_2006,486393.89309848537
Flamingo2,650,4,live,Laguncularia,racemosa,NA,9.1,10.15,NA,1,simard_2006,25555.190016498756
Flamingo2,650,5,live,Laguncularia,racemosa,NA,14.4,9.57,NA,1,simard_2006,131713.564990996
Flamingo2,650,6,live,Laguncularia,racemosa,NA,8,11.97,NA,1,simard_2006,18518.27807113826
Flamingo2,650,7,live,Avicennia,germinans,NA,34.4,22.2,NA,1,simard_2006,682131.8026149891
Flamingo2,650,8,live,Laguncularia,racemosa,NA,18.3,16.6,NA,1,simard_2006,245618.37766692735
Flamingo2,650,9,live,Laguncularia,racemosa,NA,27.9,14.65,NA,1,simard_2006,735290.4979657391
Flamingo2,650,10,live,Rhizophora,mangle,NA,14.5,12.24,NA,1,simard_2006,134104.95692723908
Flamingo2,650,11,live,Laguncularia,racemosa,NA,14.2,13.63,NA,1,simard_2006,127009.94284131694
Flamingo2,650,12,live,Rhizophora,mangle,NA,8.6,12.55,NA,1,simard_2006,34481.32916698685
Flamingo2,650,13,live,Rhizophora,mangle,NA,12.3,18.32,NA,1,simard_2006,87426.14219224732
Flamingo2,650,14,live,Laguncularia,racemosa,NA,22.2,19.5,NA,1,simard_2006,405887.5767045016
Flamingo2,650,15,live,Rhizophora,mangle,NA,16.4,24.62,NA,1,simard_2006,184706.43669616038
Flamingo2,650,16,live,Laguncularia,racemosa,NA,18.6,16.45,NA,1,simard_2006,256225.10522051176
Flamingo2,950,1,live,Rhizophora,mangle,NA,21.5,9.31,NA,1,simard_2006,373446.1796442512
Flamingo2,950,2,live,Rhizophora,mangle,NA,16.6,8.05,NA,1,simard_2006,190620.25846897138
Flamingo2,950,3,live,Rhizophora,mangle,NA,27,9.21,NA,1,simard_2006,675202.1429760777
Flamingo2,950,4,live,Rhizophora,mangle,NA,11,6.76,NA,1,simard_2006,65389.649066348196
Flamingo2,950,5,live,Avicennia,germinans,NA,31.6,12.92,NA,1,simard_2006,556387.0766477081
Flamingo2,950,6,live,Rhizophora,mangle,NA,16.2,13.2,NA,1,simard_2006,178906.88864303075
Flamingo2,950,7,live,Rhizophora,mangle,NA,21.4,12.24,NA,1,simard_2006,368946.874738271
Flamingo2,950,8,live,Rhizophora,mangle,NA,19.4,15.34,NA,1,simard_2006,285872.594355308
Flamingo2,950,9,live,Avicennia,germinans,NA,30,15.4,NA,1,simard_2006,491155.53995543974
Flamingo2,950,10,live,Rhizophora,mangle,NA,17.5,8.25,NA,1,simard_2006,218668.865512111
Flamingo2,950,11,live,Rhizophora,mangle,NA,22.4,18.2,NA,1,simard_2006,415463.49753834144
Flamingo5B,133,1,live,Laguncularia,racemosa,NA,20.4,26.56,NA,1,simard_2006,325781.5314254728
Flamingo5B,133,2,live,Laguncularia,racemosa,NA,13.2,26.56,NA,1,simard_2006,105046.1757404831
Flamingo5B,133,3,live,Rhizophora,mangle,NA,19.8,20.16,NA,1,simard_2006,301451.54903202323
Flamingo5B,133,4,live,Rhizophora,mangle,NA,21.6,21.15,NA,1,simard_2006,377979.0926721384
Flamingo5B,133,5,live,Laguncularia,racemosa,NA,22.6,21.98,NA,1,simard_2006,425177.1994144416
Flamingo5B,133,6,live,Laguncularia,racemosa,NA,17.3,21.8,NA,1,simard_2006,212230.54695277012
Flamingo5B,133,7,live,Rhizophora,mangle,NA,31,28,NA,1,simard_2006,967004.3531658041
Flamingo5B,133,8,live,Rhizophora,mangle,NA,34,20.9,NA,1,simard_2006,1229513.239143106
Flamingo5B,133,9,live,Laguncularia,racemosa,NA,30.4,15.15,NA,1,simard_2006,919092.7547743107
Flamingo5B,133,10,live,Laguncularia,racemosa,NA,24.8,22.6,NA,1,simard_2006,541330.3731658453
Flamingo5B,133,11,live,Laguncularia,racemosa,NA,14,17.21,NA,0,simard_2006,122411.13308321044
Flamingo5B,133,12,live,Rhizophora,mangle,NA,14.5,19.94,NA,1,simard_2006,134104.95692723908
Flamingo5B,133,13,live,Laguncularia,racemosa,NA,27,23.15,NA,1,simard_2006,675202.1429760777
Flamingo5B,133,14,live,Rhizophora,mangle,NA,26,24.18,NA,1,simard_2006,612094.8562412595
Flamingo5B,133,15,live,Laguncularia,racemosa,NA,20.5,17.63,NA,1,simard_2006,329949.9477525354
Flamingo5B,133,16,live,Laguncularia,racemosa,NA,22,13.24,NA,1,simard_2006,396448.69747266057
Flamingo5B,133,17,live,Rhizophora,mangle,NA,23.607,19.1,NA,1,simard_2006,476205.1690962703
Flamingo5B,133,18,live,Laguncularia,racemosa,NA,25.3,20.26,NA,1,simard_2006,570166.0843340338
Flamingo5B,133,19,live,Rhizophora,mangle,NA,9.1,13.22,NA,1,simard_2006,39938.85823860167
Flamingo5B,133,20,live,Avicennia,germinans,NA,14.5,14.556,NA,1,simard_2006,85784.97737124508
Flamingo5B,133,21,live,Rhizophora,mangle,NA,19.86,17.23,NA,1,simard_2006,303832.3830833368
Flamingo5B,133,22,live,Laguncularia,racemosa,NA,20.18,17.39,NA,1,simard_2006,316725.5114550754
Flamingo5B,133,23,live,Rhizophora,mangle,NA,3.8477,9.24,NA,1,simard_2006,1740
Flamingo5B,133,24,live,Rhizophora,mangle,NA,24.18,26,NA,1,simard_2006,506844.10088893713
Flamingo5B,133,25,live,Laguncularia,racemosa,NA,17.63,20.5,NA,1,simard_2006,222917.43497876026
Flamingo5B,133,26,live,Laguncularia,racemosa,NA,13.24,22,NA,1,simard_2006,105875.81988384976
Flamingo5B,133,27,live,Rhizophora,mangle,NA,19.1,23.607,NA,1,simard_2006,274520.4992427231
Flamingo5B,133,28,live,Laguncularia,racemosa,NA,20.26,25.3,NA,1,simard_2006,320000.4373263974
Flamingo5B,133,29,live,Rhizophora,mangle,NA,13.22,9.1,NA,1,simard_2006,105460.49575842873
Flamingo5B,133,30,live,Avicennia,germinans,NA,14.56,14.5,NA,1,simard_2006,86639.37996989691
Flamingo5B,133,31,live,Rhizophora,mangle,NA,17.23,19.86,NA,1,simard_2006,210005.05396082875
Flamingo5B,133,32,live,Laguncularia,racemosa,NA,17.39,20.18,NA,1,simard_2006,215113.13935090168
Flamingo5B,133,33,live,Rhizophora,mangle,NA,9.24,3.84,NA,1,simard_2006,41556.13518170041
Flamingo5B,233,1,live,Laguncularia,racemosa,NA,19.7,20.41,NA,1,simard_2006,297509.0719405841
Flamingo5B,233,2,live,Avicennia,germinans,NA,13.2,12.28,NA,1,simard_2006,68470.81079338568
Flamingo5B,233,3,live,Laguncularia,racemosa,NA,29,26.37,NA,1,simard_2006,813060.4194631185
Flamingo5B,233,4,live,Rhizophora,mangle,NA,28.2,24.65,NA,1,simard_2006,756024.2165643343
Flamingo5B,233,5,live,Rhizophora,mangle,NA,17.2,16.51,NA,1,simard_2006,209055.68741480057
Flamingo5B,233,6,live,Avicennia,germinans,NA,28,21.46,NA,1,simard_2006,416205.01694171375
Flamingo5B,233,7,live,Avicennia,germinans,NA,8,11.74,NA,1,simard_2006,20584.674521546865
Flamingo5B,233,8,live,Rhizophora,mangle,NA,21.4,13.09,NA,0,simard_2006,368946.874738271
Flamingo5B,233,9,live,Laguncularia,racemosa,NA,22.4,20.25,NA,1,simard_2006,415463.49753834144
Flamingo5B,233,10,live,Laguncularia,racemosa,NA,23,16.49,NA,1,simard_2006,445020.89090587734
Flamingo5B,233,11,live,Laguncularia,racemosa,NA,13.7,20.89,NA,1,simard_2006,115707.49721800807
Flamingo5B,233,12,live,Rhizophora,mangle,NA,21,21.25,NA,1,simard_2006,351283.8561383045
Flamingo5B,233,13,live,Avicennia,germinans,NA,25,22.29,NA,1,simard_2006,317091.10285899177
Flamingo5B,233,14,live,Rhizophora,mangle,NA,21.5,23.67,NA,1,simard_2006,373446.1796442512
Flamingo5B,233,15,live,Rhizophora,mangle,NA,27.4,22.49,NA,1,simard_2006,701519.0816111625
Flamingo5B,233,16,live,Avicennia,germinans,NA,18.8,8.11,NA,1,simard_2006,159995.17063280658
Flamingo5B,233,17,live,Rhizophora,mangle,NA,15.1,9.51,NA,1,simard_2006,149014.3484213142
Flamingo5B,233,18,live,Avicennia,germinans,NA,21.1,17.71,NA,1,simard_2006,211059.9973704189
Flamingo5B,233,19,live,Avicennia,germinans,NA,14.7,12.45,NA,1,simard_2006,88652.22480517885
Flamingo5B,233,20,live,Laguncularia,racemosa,NA,27.2,21.01,NA,1,simard_2006,688283.2102861946
Flamingo5B,233,21,live,Laguncularia,racemosa,NA,18.8,15.83,NA,1,simard_2006,263450.13973984134
Flamingo5B,233,22,live,Avicennia,germinans,NA,15.9,10.28,NA,1,simard_2006,107023.98901869183
Flamingo5B,33,1,live,Laguncularia,racemosa,NA,20,11.46,NA,1,simard_2006,309432.5625380361
Flamingo5B,33,2,live,Laguncularia,racemosa,NA,21.2,20,NA,1,simard_2006,360048.7136056741
Flamingo5B,33,3,live,Rhizophora,mangle,NA,15.8,10.15,NA,1,simard_2006,167647.25671147628
Flamingo5B,33,4,live,Rhizophora,mangle,NA,30.3,13.55,NA,1,simard_2006,911252.7653940774
Flamingo5B,33,5,live,Rhizophora,mangle,NA,7.4,11.86,NA,1,simard_2006,23328.69775615229
Flamingo5B,33,6,live,Rhizophora,mangle,NA,10.5,10.27,NA,1,simard_2006,57940.22838766252
Flamingo5B,33,7,live,Laguncularia,racemosa,NA,27.3,27,NA,1,simard_2006,694881.7527774579
Flamingo5B,33,8,live,Laguncularia,racemosa,NA,21.2,14.2,NA,1,simard_2006,360048.7136056741
Flamingo5B,33,9,live,Rhizophora,mangle,NA,22.8,21.19,NA,1,simard_2006,435029.41913682385
Flamingo5B,33,10,live,Rhizophora,mangle,NA,13.9,13.86,NA,1,simard_2006,120150.75546679483
Flamingo5B,33,11,live,Laguncularia,racemosa,NA,13.3,13.61,NA,1,simard_2006,107127.82601390027
Flamingo5B,33,12,live,Rhizophora,mangle,NA,16.9,12,NA,1,simard_2006,199707.07791242495
Flamingo5B,33,13,live,Rhizophora,mangle,NA,19.7,14.07,NA,1,simard_2006,297509.0719405841
Flamingo5B,33,14,live,Rhizophora,mangle,NA,7.3,10.97,NA,1,simard_2006,22517.87798260226
Flamingo5B,333,1,live,Laguncularia,racemosa,NA,20.3,22.58,NA,1,simard_2006,321645.6807106608
Flamingo5B,333,2,live,Laguncularia,racemosa,NA,14.5,21.89,NA,1,simard_2006,134104.95692723908
Flamingo5B,333,3,live,Laguncularia,racemosa,NA,21.4,14.73,NA,1,simard_2006,368946.874738271
Flamingo5B,333,4,live,Laguncularia,racemosa,NA,27.4,22.14,NA,1,simard_2006,701519.0816111625
Flamingo5B,333,5,live,Laguncularia,racemosa,NA,22.1,22.14,NA,1,simard_2006,401151.05320723157
Flamingo5B,333,6,live,Avicennia,germinans,NA,11.3,8.76,NA,1,simard_2006,47153.756885871684
Flamingo5B,333,7,live,Rhizophora,mangle,NA,26.8,18.94,NA,1,simard_2006,662275.1957116323
Flamingo5B,333,8,live,Rhizophora,mangle,NA,27.2,22.78,NA,1,simard_2006,688283.2102861946
