study_id,site_id,plot_id,mean_agb_g_m2,vegetation_class
byrd_2018,Everglades,TS_Ph2,61.98,emergent
byrd_2018,Everglades,TS_Ph2,84.51,emergent
byrd_2018,Everglades,TS_Ph2,93.66,emergent
byrd_2018,Everglades,TS_Ph2,169.35,emergent
byrd_2018,Everglades,TS_Ph2,176.46,emergent
byrd_2018,Everglades,TS_Ph2,221.5,emergent
byrd_2018,Everglades,TS_Ph2,269.59,emergent
byrd_2018,Everglades,TS_Ph2,102.85,emergent
byrd_2018,Everglades,TS_Ph2,73.48,emergent
byrd_2018,Everglades,TS_Ph2,57.87,emergent
byrd_2018,Everglades,TS_Ph2,72.06,emergent
byrd_2018,Everglades,TS_Ph2,213.47,emergent
byrd_2018,Everglades,TS_Ph2,84.2,emergent
byrd_2018,Everglades,TS_Ph2,60.49,emergent
byrd_2018,Everglades,TS_Ph2,137.36,emergent
byrd_2018,Everglades,TS_Ph2,217.93,emergent
byrd_2018,Everglades,TS_Ph2,64.76,emergent
byrd_2018,Everglades,TS_Ph2,160.13,emergent
byrd_2018,Everglades,TS_Ph2,134.61,emergent
byrd_2018,Everglades,TS_Ph2,177.31,emergent
byrd_2018,Everglades,TS_Ph2,88.48,emergent
byrd_2018,Everglades,TS_Ph2,180.16,emergent
byrd_2018,Everglades,TS_Ph2,104,emergent
byrd_2018,Everglades,TS_Ph2,51.54,emergent
byrd_2018,Everglades,TS_Ph2,126.69,emergent
byrd_2018,Everglades,TS_Ph2,123.07,emergent
byrd_2018,Everglades,TS_Ph2,84.44,emergent
byrd_2018,Everglades,TS_Ph2,183.53,emergent
byrd_2018,Everglades,TS_Ph2,90.47,emergent
byrd_2018,Everglades,TS_Ph2,77.4,emergent
byrd_2018,Everglades,TS_Ph2,160.15,emergent
byrd_2018,Everglades,TS_Ph2,72.21,emergent
byrd_2018,Everglades,TS_Ph1b,88.68,emergent
byrd_2018,Everglades,TS_Ph1b,174.19,emergent
byrd_2018,Everglades,TS_Ph1b,109.29,emergent
byrd_2018,Everglades,TS_Ph1b,161.19,emergent
byrd_2018,Everglades,TS_Ph1b,231.02,emergent
byrd_2018,Everglades,TS_Ph1b,194.65,emergent
byrd_2018,Everglades,TS_Ph1b,131.62,emergent
byrd_2018,Everglades,TS_Ph1b,155.11,emergent
byrd_2018,Everglades,TS_Ph1b,147.69,emergent
byrd_2018,Everglades,TS_Ph1b,313.96,emergent
byrd_2018,Everglades,TS_Ph1b,120.18,emergent
byrd_2018,Everglades,TS_Ph1b,118.17,emergent
byrd_2018,Everglades,TS_Ph1b,154.91,emergent
byrd_2018,Everglades,TS_Ph1b,119.93,emergent
byrd_2018,Everglades,TS_Ph1b,219.03,emergent
byrd_2018,Everglades,TS_Ph1b,206.92,emergent
byrd_2018,Everglades,TS_Ph1b,154.47,emergent
byrd_2018,Everglades,TS_Ph1b,178.93,emergent
byrd_2018,Everglades,TS_Ph1b,158.18,emergent
byrd_2018,Everglades,TS_Ph1b,203.05,emergent
byrd_2018,Everglades,TS_Ph1b,132.26,emergent
byrd_2018,Everglades,TS_Ph1b,152.88,emergent
byrd_2018,Everglades,TS_Ph1b,117.65,emergent
byrd_2018,Everglades,TS_Ph1b,175.88,emergent
byrd_2018,Everglades,TS_Ph1b,152.31,emergent
byrd_2018,Everglades,TS_Ph1b,159.83,emergent
byrd_2018,Everglades,TS_Ph1b,228.22,emergent
byrd_2018,Everglades,TS_Ph1b,52.99,emergent
byrd_2018,Everglades,TS_Ph1b,193.65,emergent
byrd_2018,Everglades,TS_Ph1b,102.28,emergent
byrd_2018,Everglades,TS_Ph1b,154.55,emergent
byrd_2018,Everglades,TS_Ph1b,293.65,emergent
byrd_2018,Everglades,TS_Ph1b,151.24,emergent
byrd_2018,Everglades,TS_Ph1b,178.93,emergent
byrd_2018,Everglades,TS_Ph1b,228.41,emergent
byrd_2018,Everglades,TS_Ph1b,126.83,emergent
byrd_2018,Everglades,TS_Ph1b,208.81,emergent
byrd_2018,Everglades,TS_Ph1b,46.7,emergent
byrd_2018,Everglades,TS_Ph1b,51.87,emergent
byrd_2018,Everglades,TS_Ph1b,167.98,emergent
byrd_2018,Everglades,TS_Ph1b,174.49,emergent
byrd_2018,Everglades,TS_Ph1b,115.96,emergent
byrd_2018,Everglades,TS_Ph1b,141.91,emergent
byrd_2018,Everglades,TS_Ph1b,96.25,emergent
byrd_2018,Everglades,TS_Ph1b,130.33,emergent
byrd_2018,Everglades,TS_Ph1b,127.4,emergent
byrd_2018,Everglades,TS_Ph1b,195.72,emergent
byrd_2018,Everglades,TS_Ph1b,203.94,emergent
byrd_2018,Everglades,TS_Ph1b,105.39,emergent
byrd_2018,Everglades,TS_Ph1b,226.78,emergent
byrd_2018,Everglades,TS_Ph1b,180.79,emergent
byrd_2018,Everglades,TS_Ph1b,178.17,emergent
byrd_2018,Everglades,TS_Ph1b,52.45,emergent
byrd_2018,Everglades,TS_Ph1b,42.77,emergent
byrd_2018,Everglades,TS_Ph1b,54.51,emergent
byrd_2018,Everglades,TS_Ph1b,52.74,emergent
byrd_2018,Everglades,TS_Ph1b,190.47,emergent
byrd_2018,Everglades,TS_Ph1b,236.54,emergent
byrd_2018,Everglades,TS_Ph1b,153.05,emergent
byrd_2018,Everglades,TS_Ph1b,121.45,emergent
byrd_2018,Everglades,TS_Ph1b,263.72,emergent
byrd_2018,Everglades,TS_Ph1b,168.49,emergent
byrd_2018,Everglades,TS_Ph1b,55.07,emergent
byrd_2018,Everglades,TS_Ph1b,173.69,emergent
byrd_2018,Everglades,TS_Ph1b,193.81,emergent
byrd_2018,Everglades,TS_Ph1b,184.4,emergent
byrd_2018,Everglades,TS_Ph1b,160.56,emergent
byrd_2018,Everglades,TS_Ph1b,181.06,emergent
byrd_2018,Everglades,TS_Ph1b,246.39,emergent
byrd_2018,Everglades,TS_Ph1b,221.52,emergent
byrd_2018,Everglades,TS_Ph1b,97.52,emergent
byrd_2018,Everglades,TS_Ph1b,209.07,emergent
byrd_2018,Everglades,TS_Ph1b,161.74,emergent
byrd_2018,Everglades,TS_Ph1b,258.92,emergent
byrd_2018,Everglades,TS_Ph1b,166.05,emergent
byrd_2018,Everglades,TS_Ph1b,168.43,emergent
byrd_2018,Everglades,TS_Ph1b,206.42,emergent
byrd_2018,Everglades,TS_Ph1b,61.58,emergent
byrd_2018,Everglades,TS_Ph1b,48.12,emergent
byrd_2018,Everglades,TS_Ph1b,116.52,emergent
byrd_2018,Everglades,TS_Ph1b,198.79,emergent
byrd_2018,Everglades,TS_Ph1b,117.5,emergent
byrd_2018,Everglades,TS_Ph1b,181.25,emergent
byrd_2018,Everglades,TS_Ph1b,136.75,emergent
byrd_2018,Everglades,TS_Ph1b,253.96,emergent
byrd_2018,Everglades,TS_Ph1b,237.69,emergent
byrd_2018,Everglades,TS_Ph1b,182.71,emergent
byrd_2018,Everglades,SRS3,380.95,emergent
byrd_2018,Everglades,SRS3,401.49,emergent
byrd_2018,Everglades,SRS3,370.87,emergent
byrd_2018,Everglades,SRS3,284.57,emergent
byrd_2018,Everglades,SRS3,189.78,emergent
byrd_2018,Everglades,SRS3,402.22,emergent
byrd_2018,Everglades,SRS3,357.27,emergent
byrd_2018,Everglades,SRS3,234.33,emergent
byrd_2018,Everglades,SRS3,256.8,emergent
byrd_2018,Everglades,SRS3,656.84,emergent
byrd_2018,Everglades,SRS3,377.36,emergent
byrd_2018,Everglades,SRS3,181.46,emergent
byrd_2018,Everglades,SRS3,271.54,emergent
byrd_2018,Everglades,SRS3,554.88,emergent
byrd_2018,Everglades,SRS3,503.76,emergent
byrd_2018,Everglades,SRS3,376.83,emergent
byrd_2018,Everglades,SRS3,263.01,emergent
byrd_2018,Everglades,SRS3,211.82,emergent
byrd_2018,Everglades,SRS3,211.37,emergent
byrd_2018,Everglades,SRS3,310.48,emergent
byrd_2018,Everglades,SRS3,436.3,emergent
byrd_2018,Everglades,SRS3,182.84,emergent
byrd_2018,Everglades,SRS3,303.76,emergent
byrd_2018,Everglades,SRS3,342.32,emergent
byrd_2018,Everglades,SRS3,193.65,emergent
byrd_2018,Everglades,SRS3,205.34,emergent
byrd_2018,Everglades,SRS3,317.68,emergent
byrd_2018,Everglades,SRS3,322.86,emergent
byrd_2018,Everglades,SRS3,153.66,emergent
byrd_2018,Everglades,SRS3,355.18,emergent
byrd_2018,Everglades,SRS3,341.72,emergent
byrd_2018,Everglades,SRS3,220.55,emergent
byrd_2018,Everglades,SRS3,421.78,emergent
byrd_2018,Everglades,SRS3,415.56,emergent
byrd_2018,Everglades,SRS3,389.68,emergent
byrd_2018,Everglades,SRS3,352.18,emergent
byrd_2018,Everglades,SRS3,186.14,emergent
byrd_2018,Everglades,SRS3,360.38,emergent
byrd_2018,Everglades,SRS3,321.33,emergent
byrd_2018,Everglades,SRS3,255.8,emergent
byrd_2018,Everglades,SRS3,386.62,emergent
byrd_2018,Everglades,SRS3,236.09,emergent
byrd_2018,Everglades,SRS3,316.45,emergent
byrd_2018,Everglades,SRS3,401.45,emergent
byrd_2018,Everglades,SRS3,283.21,emergent
byrd_2018,Everglades,SRS3,235.32,emergent
byrd_2018,Everglades,SRS3,308.91,emergent
byrd_2018,Everglades,SRS3,345.83,emergent
byrd_2018,Everglades,SRS3,253.6,emergent
byrd_2018,Everglades,SRS3,536.5,emergent
byrd_2018,Everglades,SRS3,398.41,emergent
byrd_2018,Everglades,SRS3,307.04,emergent
byrd_2018,Everglades,SRS3,333.79,emergent
byrd_2018,Everglades,SRS3,351.37,emergent
byrd_2018,Everglades,SRS3,548.99,emergent
byrd_2018,Everglades,SRS3,247.09,emergent
byrd_2018,Everglades,SRS3,455.81,emergent
byrd_2018,Everglades,SRS3,204.86,emergent
byrd_2018,Everglades,SRS3,199.33,emergent
byrd_2018,Everglades,SRS3,382.71,emergent
byrd_2018,Everglades,SRS3,459.58,emergent
byrd_2018,Everglades,SRS2,371.84,emergent
byrd_2018,Everglades,SRS2,312.3,emergent
byrd_2018,Everglades,SRS2,387.52,emergent
byrd_2018,Everglades,SRS2,300.3,emergent
byrd_2018,Everglades,SRS2,404.98,emergent
byrd_2018,Everglades,SRS2,345.1,emergent
byrd_2018,Everglades,SRS2,362.31,emergent
byrd_2018,Everglades,SRS2,264.37,emergent
byrd_2018,Everglades,SRS2,326.28,emergent
byrd_2018,Everglades,SRS2,373.7,emergent
byrd_2018,Everglades,SRS2,436.13,emergent
byrd_2018,Everglades,SRS2,424.82,emergent
byrd_2018,Everglades,SRS2,611.63,emergent
byrd_2018,Everglades,SRS2,240.14,emergent
byrd_2018,Everglades,SRS2,225.44,emergent
byrd_2018,Everglades,SRS2,355.83,emergent
byrd_2018,Everglades,SRS2,338.73,emergent
byrd_2018,Everglades,SRS2,417.1,emergent
byrd_2018,Everglades,SRS2,279.45,emergent
byrd_2018,Everglades,SRS2,375.83,emergent
byrd_2018,Everglades,SRS2,253.28,emergent
byrd_2018,Everglades,SRS2,444.35,emergent
byrd_2018,Everglades,SRS2,370.81,emergent
byrd_2018,Everglades,SRS2,258.96,emergent
byrd_2018,Everglades,SRS2,305.19,emergent
byrd_2018,Everglades,SRS2,337.75,emergent
byrd_2018,Everglades,SRS2,242.69,emergent
byrd_2018,Everglades,SRS2,359.55,emergent
byrd_2018,Everglades,SRS2,263.71,emergent
byrd_2018,Everglades,SRS2,401.71,emergent
byrd_2018,Everglades,SRS2,390.78,emergent
byrd_2018,Everglades,SRS2,439.46,emergent
byrd_2018,Everglades,SRS2,338.88,emergent
byrd_2018,Everglades,SRS2,304.22,emergent
byrd_2018,Everglades,SRS2,406.74,emergent
byrd_2018,Everglades,SRS2,294.16,emergent
byrd_2018,Everglades,SRS2,430.52,emergent
byrd_2018,Everglades,SRS2,288.44,emergent
byrd_2018,Everglades,SRS2,407.88,emergent
byrd_2018,Everglades,SRS2,288.39,emergent
byrd_2018,Everglades,SRS2,370.35,emergent
byrd_2018,Everglades,SRS2,529.06,emergent
byrd_2018,Everglades,SRS2,255.73,emergent
byrd_2018,Everglades,SRS2,397.26,emergent
byrd_2018,Everglades,SRS2,274.69,emergent
byrd_2018,Everglades,SRS2,282.85,emergent
byrd_2018,Everglades,SRS2,264.47,emergent
byrd_2018,Everglades,SRS2,334.16,emergent
byrd_2018,Everglades,SRS2,409.65,emergent
byrd_2018,Everglades,SRS2,291.73,emergent
byrd_2018,Everglades,SRS2,270.08,emergent
byrd_2018,Everglades,SRS2,237.28,emergent
byrd_2018,Everglades,SRS2,302.05,emergent
byrd_2018,Everglades,SRS2,296.82,emergent
byrd_2018,Everglades,SRS2,432.37,emergent
byrd_2018,Everglades,SRS2,307,emergent
byrd_2018,Everglades,SRS2,336.91,emergent
byrd_2018,Everglades,SRS2,285.72,emergent
byrd_2018,Everglades,SRS2,396.51,emergent
byrd_2018,Everglades,SRS2,487.96,emergent
byrd_2018,Everglades,SRS2,229.44,emergent
byrd_2018,Everglades,SRS2,264.93,emergent
byrd_2018,Everglades,SRS1d,510.08,emergent
byrd_2018,Everglades,SRS1d,484.08,emergent
byrd_2018,Everglades,SRS1d,601.74,emergent
byrd_2018,Everglades,SRS1d,501.82,emergent
byrd_2018,Everglades,SRS1d,470.62,emergent
byrd_2018,Everglades,SRS1d,439.82,emergent
byrd_2018,Everglades,SRS1d,513.12,emergent
byrd_2018,Everglades,SRS1d,281.51,emergent
byrd_2018,Everglades,SRS1d,401.56,emergent
byrd_2018,Everglades,SRS1d,494.12,emergent
byrd_2018,Everglades,SRS1d,266.53,emergent
byrd_2018,Everglades,SRS1d,366.94,emergent
byrd_2018,Everglades,SRS1d,466.2,emergent
byrd_2018,Everglades,SRS1d,461.55,emergent
byrd_2018,Everglades,SRS1d,403.48,emergent
byrd_2018,Everglades,SRS1d,585.39,emergent
byrd_2018,Everglades,SRS1d,500.2,emergent
byrd_2018,Everglades,SRS1d,470.06,emergent
byrd_2018,Everglades,SRS1d,434.8,emergent
byrd_2018,Everglades,SRS1d,477.23,emergent
byrd_2018,Everglades,SRS1d,446.52,emergent
byrd_2018,Everglades,SRS1d,483.28,emergent
byrd_2018,Everglades,SRS1d,542.83,emergent
byrd_2018,Everglades,SRS1d,386.2,emergent
byrd_2018,Everglades,SRS1d,603.5,emergent
byrd_2018,Everglades,SRS1d,290.19,emergent
byrd_2018,Everglades,SRS1d,383.44,emergent
byrd_2018,Everglades,SRS1d,677.99,emergent
byrd_2018,Everglades,SRS1d,338.13,emergent
byrd_2018,Everglades,SRS1d,550.27,emergent
byrd_2018,Everglades,SRS1d,329.9,emergent
byrd_2018,Everglades,SRS1c,379.92,emergent
byrd_2018,Everglades,SRS1c,258.76,emergent
byrd_2018,Everglades,SRS1c,310.57,emergent
byrd_2018,Everglades,SRS1c,306.17,emergent
byrd_2018,Everglades,SRS1c,306.9,emergent
byrd_2018,Everglades,SRS1c,292.93,emergent
byrd_2018,Everglades,SRS1c,304.03,emergent
byrd_2018,Everglades,SRS1b,82.7,emergent
byrd_2018,Everglades,SRS1b,435.7,emergent
byrd_2018,Everglades,SRS1b,448.97,emergent
byrd_2018,Everglades,SRS1b,159.98,emergent
byrd_2018,Everglades,SRS1b,177.64,emergent
byrd_2018,Everglades,SRS1b,497.93,emergent
byrd_2018,Everglades,SRS1b,394.15,emergent
byrd_2018,Everglades,SRS1b,537.71,emergent
byrd_2018,Everglades,SRS1b,139.99,emergent
byrd_2018,Everglades,SRS1b,124.19,emergent
byrd_2018,Everglades,SRS1b,377.33,emergent
byrd_2018,Everglades,SRS1b,315.36,emergent
byrd_2018,Everglades,SRS1b,373.13,emergent
byrd_2018,Everglades,SRS1b,121.82,emergent
byrd_2018,Everglades,SRS1b,403.13,emergent
byrd_2018,Everglades,SRS1b,173.71,emergent
byrd_2018,Everglades,SRS1b,244.29,emergent
byrd_2018,Everglades,SRS1b,149.23,emergent
byrd_2018,Everglades,SRS1b,600.35,emergent
byrd_2018,Everglades,SRS1b,161,emergent
byrd_2018,Everglades,SRS1b,116.85,emergent
byrd_2018,Everglades,SRS1b,92.37,emergent
byrd_2018,Everglades,SRS1b,318.92,emergent
byrd_2018,Everglades,SRS1b,146.5,emergent
byrd_2018,Everglades,SRS1b,134.05,emergent
byrd_2018,Everglades,SRS1b,121.02,emergent
byrd_2018,.,CRMS0322_3B,672.96,emergent
byrd_2018,.,CRMS0322_3A,444,emergent
byrd_2018,.,CRMS0322_3B,629.64,emergent
byrd_2018,.,CRMS0322_3A,929.84,emergent
byrd_2018,.,CRMS0322_2B,660.52,emergent
byrd_2018,.,CRMS0322_2A,618.16,emergent
byrd_2018,NA,CRMS0322_2A,439.6,emergent
byrd_2018,NA,CRMS0322_2B,424.1,emergent
byrd_2018,.,CRMS0322_1A,570.2,emergent
byrd_2018,NA,CRMS0322_1A,146.5,emergent
byrd_2018,NA,CRMS0307_3A,385.56,emergent
byrd_2018,NA,CRMS0307_2A,1014.12,emergent
byrd_2018,NA,CRMS0307_1A,927.08,emergent
byrd_2018,NA,CRMS0307_1B,1033.92,emergent
byrd_2018,NA,CRMS0307_3B,813.04,emergent
byrd_2018,NA,CRMS0307_2B,1317.2,emergent
byrd_2018,.,CRMS0434_3B,646.28,emergent
byrd_2018,NA,CRMS0434_3A,1153.52,emergent
byrd_2018,NA,CRMS0434_2B,1038.64,emergent
byrd_2018,NA,CRMS0434_2A,995.92,emergent
byrd_2018,NA,CRMS0434_1B,1321.4,emergent
byrd_2018,NA,CRMS0434_1A,930.64,emergent
byrd_2018,.,CRMS0294_2B,714,emergent
byrd_2018,.,CRMS0294_3B,451.28,emergent
byrd_2018,.,CRMS0294_3A,338,emergent
byrd_2018,.,CRMS0294_1B,621.28,emergent
byrd_2018,.,CRMS0294_1A,421.36,emergent
byrd_2018,.,CRMS0294_2A,206.64,emergent
byrd_2018,.,CRMS0294_2B,908.76,emergent
byrd_2018,.,CRMS0294_2A,622.2,emergent
byrd_2018,NA,CRMS0294_1B,292.6,emergent
byrd_2018,NA,CRMS0294_1A,466.28,emergent
byrd_2018,NA,CRMS6304_1B,1961.84,emergent
byrd_2018,NA,CRMS6304_1A,1704.44,emergent
byrd_2018,NA,CRMS6304_1B,132.92,emergent
byrd_2018,NA,CRMS6304_2A,639,emergent
byrd_2018,NA,CRMS6304_2A,259.5,emergent
byrd_2018,NA,CRMS6304_3B,722.2,emergent
byrd_2018,NA,CRMS6304_3A,830.28,emergent
byrd_2018,NA,CRMS6304_2B,237.04,emergent
byrd_2018,NA,CRMS6304_2B,299.2,emergent
byrd_2018,NA,CRMS6304_3A,519.1,emergent
byrd_2018,NA,CRMS6304_1A,244.44,emergent
byrd_2018,NA,CRMS0322_1B,332.3,emergent
byrd_2018,.,CRMS0322_1B,431.8,emergent
byrd_2018,NA,CRMS0411_3B,608.08,emergent
byrd_2018,NA,CRMS0411_3A,570.92,emergent
byrd_2018,NA,CRMS0301_1A,126,emergent
byrd_2018,NA,CRMS0301_1B,2185.96,emergent
byrd_2018,NA,CRMS0301_1A,1216.28,emergent
byrd_2018,NA,CRMS0411_2A,664.32,emergent
byrd_2018,NA,CRMS0411_2B,658.24,emergent
byrd_2018,NA,Mike Island_3B,474.56,emergent
byrd_2018,NA,Mike Island_3A,326,emergent
byrd_2018,NA,Mike Island_3B,419,emergent
byrd_2018,NA,Mike Island_3A,390.32,emergent
byrd_2018,NA,CRMS0411_1B,420.72,emergent
byrd_2018,NA,CRMS0411_1A,627,emergent
byrd_2018,NA,Mike Island_2B,610.64,emergent
byrd_2018,NA,Mike Island_2A,436.52,emergent
byrd_2018,NA,Mike Island_2A,347.04,emergent
byrd_2018,NA,Mike Island_2B,238.3,emergent
byrd_2018,NA,Mike Island_1A,387.8,emergent
byrd_2018,NA,Mike Island_1B,790,emergent
byrd_2018,NA,Mike Island_1A,1038.04,emergent
byrd_2018,NA,Mike Island_1B,300.5,emergent
byrd_2018,NA,CRMS0465_1B,684.12,emergent
byrd_2018,NA,CRMS0465_1A,502.84,emergent
byrd_2018,NA,CRMS0465_1A,324.1,emergent
byrd_2018,NA,CRMS0465_2A,644.2,emergent
byrd_2018,NA,CRMS0465_2B,995.92,emergent
byrd_2018,NA,CRMS0465_2A,279.44,emergent
byrd_2018,NA,CRMS0465_2B,523.6,emergent
byrd_2018,NA,CRMS0465_3A,444.44,emergent
byrd_2018,NA,CRMS0465_3A,508,emergent
byrd_2018,NA,CRMS0465_3B,760.52,emergent
byrd_2018,Nisqually,U3HI-2,843.32,emergent
byrd_2018,Nisqually,U3HI-3,405.62,emergent
byrd_2018,Nisqually,U3HI-1,630.02,emergent
byrd_2018,Nisqually,U3HI-5,99.55,emergent
byrd_2018,Nisqually,U3HI-6,516.68,emergent
byrd_2018,Nisqually,U3HI-4,496.48,emergent
byrd_2018,Nisqually,U3HI-9,103.09,emergent
byrd_2018,Nisqually,U3HI-8,486.21,emergent
byrd_2018,Nisqually,U3HI-7,206.33,emergent
byrd_2018,Nisqually,P2A-10,791.48,emergent
byrd_2018,Nisqually,P2A-11,712.78,emergent
byrd_2018,Nisqually,P2A-12,509.92,emergent
byrd_2018,Nisqually,P2A-13,529.12,emergent
byrd_2018,Nisqually,P2A-15,495.38,emergent
byrd_2018,Nisqually,P2A-14,659.79,emergent
byrd_2018,Nisqually,P2A-16,435.64,emergent
byrd_2018,Nisqually,P2A-18,1137.51,emergent
byrd_2018,Nisqually,P2A-17,717.74,emergent
byrd_2018,Nisqually,P2D-19,328.21,emergent
byrd_2018,Nisqually,P2D-21,489.19,emergent
byrd_2018,Nisqually,P2D-20,430.93,emergent
byrd_2018,Nisqually,P2D-23,588.03,emergent
byrd_2018,Nisqually,P2D-24,964.21,emergent
byrd_2018,Nisqually,P2D-22,237.16,emergent
byrd_2018,Nisqually,P2D-27,544.89,emergent
byrd_2018,Nisqually,P2D-25,361.19,emergent
byrd_2018,Nisqually,P2D-26,905.95,emergent
byrd_2018,Nisqually,U2HI -28,558.2,emergent
byrd_2018,Nisqually,U2HI -29,655.39,emergent
byrd_2018,Nisqually,U2HI -30,694.12,emergent
byrd_2018,Nisqually,U2HI -33,773.52,emergent
byrd_2018,Nisqually,U2HI -32,178.61,emergent
byrd_2018,Nisqually,U2HI -31,704.86,emergent
byrd_2018,Nisqually,U2HI -34,291.54,emergent
byrd_2018,Nisqually,U2HI -36,386.75,emergent
byrd_2018,Nisqually,U2HI -35,145.79,emergent
byrd_2018,Nisqually,PIS -38,193.08,emergent
byrd_2018,Nisqually,PIS -39,1029.2,emergent
byrd_2018,Nisqually,PIS -37,375.74,emergent
byrd_2018,Nisqually,PIS -41,56.3,emergent
byrd_2018,Nisqually,PIS -42,95.24,emergent
byrd_2018,Nisqually,PIS -40,133.66,emergent
byrd_2018,Nisqually,PIS -45,68.47,emergent
byrd_2018,Nisqually,PIS -44,614.8,emergent
byrd_2018,Nisqually,PIS -43,702.16,emergent
byrd_2018,Nisqually,PIN-46,649.68,emergent
byrd_2018,Nisqually,PIN-48,198.23,emergent
byrd_2018,Nisqually,PIN-47,323.13,emergent
byrd_2018,Nisqually,PIN-51,281.33,emergent
byrd_2018,Nisqually,PIN-50,363.76,emergent
byrd_2018,Nisqually,PIN-49,583.84,emergent
byrd_2018,Nisqually,P_E-54,437.67,emergent
byrd_2018,Nisqually,P_E-52,298.15,emergent
byrd_2018,Nisqually,P_E-53,516.65,emergent
byrd_2018,Nisqually,P_E-57,650.85,emergent
byrd_2018,Nisqually,P_E-55,579.52,emergent
byrd_2018,Nisqually,P_E-56,524.31,emergent
byrd_2018,Nisqually,PIN-60,391.52,emergent
byrd_2018,Nisqually,PIN-58,565.61,emergent
byrd_2018,Nisqually,PIN-59,592.67,emergent
byrd_2018,Nisqually,P_E-62,4.33,emergent
byrd_2018,Nisqually,P_E-61,847.83,emergent
byrd_2018,Nisqually,P_E-63,515.18,emergent
byrd_2018,Nisqually,U2M-64,583.03,emergent
byrd_2018,Nisqually,U2M-66,1063.54,emergent
byrd_2018,Nisqually,U2M -65+,61.9,emergent
byrd_2018,Nisqually,U2M-67,327.97,emergent
byrd_2018,Nisqually,U2M-68,90.98,emergent
byrd_2018,Nisqually,U2M-69,424.29,emergent
byrd_2018,Nisqually,U2M-71,315.6,emergent
byrd_2018,Nisqually,U2M-72,286.79,emergent
byrd_2018,Nisqually,U2M-70,627.99,emergent
byrd_2018,Nisqually,U3S-73+,97.4,emergent
byrd_2018,Nisqually,U3S-74+,303.11,emergent
byrd_2018,Nisqually,U3S-75+,138.68,emergent
byrd_2018,Nisqually,U3S-77,46.79,emergent
byrd_2018,Nisqually,U3S-78,99.29,emergent
byrd_2018,Nisqually,U3S-76,173.09,emergent
byrd_2018,Nisqually,U3S-81+,31.44,emergent
byrd_2018,Nisqually,U3S-79+,31.08,emergent
byrd_2018,Nisqually,U3S-80+,92.82,emergent
byrd_2018,Nisqually,REFC -83,564.75,emergent
byrd_2018,Nisqually,REFC -84,500.56,emergent
byrd_2018,Nisqually,REFC -82,586.69,emergent
byrd_2018,Nisqually,REFC -87,537.61,emergent
byrd_2018,Nisqually,REFC -85,415.73,emergent
byrd_2018,Nisqually,REFC -86,1017.05,emergent
byrd_2018,Nisqually,REFC -90,677.9,emergent
byrd_2018,Nisqually,REFC -88,642.34,emergent
byrd_2018,Nisqually,REFC -89,304.38,emergent
byrd_2018,Nisqually,U3N -92,35.03,emergent
byrd_2018,Nisqually,U3N-91,46.03,emergent
byrd_2018,Nisqually,U3N -93,72.14,emergent
byrd_2018,Nisqually,U3N -96,42.46,emergent
byrd_2018,Nisqually,U3N -94,141.01,emergent
byrd_2018,Nisqually,U3N -95,80.69,emergent
byrd_2018,Nisqually,U3N -99,127.19,emergent
byrd_2018,Nisqually,U3N -98,179.1,emergent
byrd_2018,Nisqually,U3N -97,5.13,emergent
byrd_2018,Nisqually,REF B -101,791.23,emergent
byrd_2018,Nisqually,REF B -102,911.43,emergent
byrd_2018,Nisqually,REF B -100,305.66,emergent
byrd_2018,Nisqually,REF B -105,439.01,emergent
byrd_2018,Nisqually,REF B -104,1037.55,emergent
byrd_2018,Nisqually,REF B -103,1281.27,emergent
byrd_2018,Nisqually,REF B -108+,724.72,emergent
byrd_2018,Nisqually,REF B -107+,731.34,emergent
byrd_2018,Nisqually,REF B -106+,649.14,emergent
byrd_2018,Nisqually,Anim-110,295.98,emergent
byrd_2018,Nisqually,Anim-109,481.48,emergent
byrd_2018,Nisqually,Anim-111,300.96,emergent
byrd_2018,Nisqually,Anim-112,814.03,emergent
byrd_2018,Nisqually,Anim-113,458.82,emergent
byrd_2018,Nisqually,Anim-114,632.8,emergent
byrd_2018,Nisqually,Anim-115,126.14,emergent
byrd_2018,Nisqually,Anim-117,280.02,emergent
byrd_2018,Nisqually,Anim-116,275,emergent
byrd_2018,Sand Mound Slough,19-8,50,emergent
byrd_2018,Sand Mound Slough,19-8,65.5,emergent
byrd_2018,Sand Mound Slough,19-3,75.4,emergent
byrd_2018,Sand Mound Slough,19-3,168,emergent
byrd_2018,Sand Mound Slough,19-6,75.5,emergent
byrd_2018,Sand Mound Slough,19-1,47.8,emergent
byrd_2018,Sand Mound Slough,19-1,124.2,emergent
byrd_2018,Sand Mound Slough,15-3,65.73,emergent
byrd_2018,Sand Mound Slough,15-3,105.71,emergent
byrd_2018,Sand Mound Slough,15-3,174.94,emergent
byrd_2018,Sand Mound Slough,15-1,86,emergent
byrd_2018,Sand Mound Slough,15-1,163.5,emergent
byrd_2018,Sand Mound Slough,15-3,96.4,emergent
byrd_2018,Sand Mound Slough,15-3,81.8,emergent
byrd_2018,Sand Mound Slough,22-8,213.7,emergent
byrd_2018,Sand Mound Slough,22-1,128.1,emergent
byrd_2018,Sand Mound Slough,22-2,154.1,emergent
byrd_2018,Sand Mound Slough,22-4,23.5,emergent
