Site_ID,Date,Plot_ID ,Basket_ID,Ag_leaves,Rm_leaves,Lr_leaves,Ce_leaves,Rm_stipules,Ag_flower,Rm_flower,Lr_flower,Ce_flower,Ag_propagules,Rm_propagules,Lr_propagules,Ce_propagules,Wood,Miscellaneous,Rm_fruit_embryo,Total_weight
TS/Ph8,2005-01-16,1,3,0.00,0.00,0.00,0.52,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.17,0.00,0.95
TS/Ph8,2005-01-16,1,4,0.00,0.00,0.21,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.25,0.10,0.00,3.55
TS/Ph8,2005-01-16,1,5,0.00,1.28,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32
TS/Ph8,2005-01-16,1,6,0.00,3.24,0.31,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.32,0.00,4.29
TS/Ph8,2005-01-16,1,7,0.00,3.19,3.59,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.51,0.00,8.51
TS/Ph8,2005-01-16,1,8,0.00,6.92,0.09,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.12,0.00,8.01
TS/Ph8,2005-01-16,1,9,0.00,2.96,0.91,0.00,0.06,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.17,0.06,4.46
TS/Ph8,2005-01-16,1,10,0.00,4.12,0.00,0.63,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.42,6.65
SRS4,2005-01-19,1,1,0.00,2.66,0.00,0.33,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.64,0.00,3.87
SRS4,2005-01-19,2,2,0.00,2.62,0.28,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,4.11
SRS4,2005-01-19,1,3,0.00,2.24,0.21,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.00,4.44
SRS4,2005-01-19,2,4,0.00,0.95,0.00,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,1.86
SRS4,2005-01-19,1,5,0.00,2.99,0.00,0.33,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,3.85
SRS4,2005-01-19,2,6,0.00,3.34,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.83,0.00,4.56
SRS4,2005-01-19,1,7,0.00,5.81,0.29,0.24,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.16,0.00,6.86
SRS4,2005-01-19,2,8,0.00,4.01,0.14,0.00,0.10,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,5.06
SRS4,2005-01-19,1,9,0.00,0.00,0.00,0.09,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,1.36
SRS4,2005-01-19,2,10,0.00,3.60,0.31,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.57,0.00,4.94
SRS5,2005-01-19,1,1,0.00,3.85,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.16
SRS5,2005-01-19,2,2,0.00,2.16,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41
SRS5,2005-01-19,1,3,0.00,1.35,2.09,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,3.77
SRS5,2005-01-19,2,4,0.14,1.95,1.23,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75
SRS5,2005-01-19,1,5,0.00,2.87,0.48,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65
SRS5,2005-01-19,2,6,0.00,8.48,1.97,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.26,0.00,12.38
SRS5,2005-01-19,1,7,0.00,2.40,0.07,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52
SRS5,2005-01-19,2,8,0.00,4.00,0.02,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13
SRS5,2005-01-19,1,9,0.00,2.27,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49
SRS5,2005-01-19,2,10,0.00,2.34,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78
SRS6,2005-01-20,1,1,3.86,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,4.55
SRS6,2005-01-20,2,2,1.92,0.37,2.42,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,5.05
SRS6,2005-01-20,1,3,2.56,0.24,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.83,0.04,0.00,0.19,1.08,0.00,17.95
SRS6,2005-01-20,2,4,0.58,0.38,3.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.24,0.00,5.15
SRS6,2005-01-20,2,5,2.62,3.06,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.24,0.00,0.00,0.00,0.25,0.00,21.49
SRS6,2005-01-20,2,6,0.00,1.39,2.12,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,4.02
SRS6,2005-01-20,1,7,2.15,1.80,1.40,0.00,0.33,0.00,0.00,0.00,0.00,0.00,34.15,0.00,0.00,0.21,1.99,0.00,42.03
SRS6,2005-01-20,2,8,0.00,2.30,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.83,0.00,0.00,0.28,1.00,0.00,10.70
SRS6,2005-01-20,1,9,1.32,2.11,1.94,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.41,0.00,5.94
SRS6,2005-01-20,1,10,0.00,2.83,1.74,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,5.77
SRS4,2005-02-21,1,1,0.00,1.79,0.00,0.35,0.03,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,1.41,0.35,3.97
SRS4,2005-02-21,2,2,0.00,2.45,0.40,0.00,0.30,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.13,1.39,1.33,6.02
SRS4,2005-02-21,1,3,0.00,3.77,0.56,0.72,0.17,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,6.70
SRS4,2005-02-21,2,4,0.00,4.94,0.00,0.00,0.34,0.00,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.00,8.70
SRS4,2005-02-21,1,5,0.00,1.78,0.00,0.93,0.21,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.33,0.52,2.37,6.19
SRS4,2005-02-21,2,6,0.00,1.24,0.18,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,3.63,0.00,5.16
SRS4,2005-02-21,1,7,0.00,6.72,0.14,0.07,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,1.32,0.00,8.58
SRS4,2005-02-21,2,8,0.00,3.92,0.47,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,2.12,0.00,6.85
SRS4,2005-02-21,1,9,0.00,0.31,0.05,0.00,0.07,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.09,1.02,0.00,1.67
SRS4,2005-02-21,2,10,0.00,3.95,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.16,0.81,6.15
SRS5,2005-02-21,1,1,0.00,4.58,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.73
SRS5,2005-02-21,2,2,0.00,6.96,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,7.43
SRS5,2005-02-21,1,3,0.00,5.21,2.28,0.00,0.11,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,8.59
SRS5,2005-02-21,2,4,0.00,2.96,0.29,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,4.82
SRS5,2005-02-21,1,5,0.00,4.67,0.58,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,5.73
SRS5,2005-02-21,2,6,0.00,3.32,0.69,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
SRS5,2005-02-21,1,7,0.00,4.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.93
SRS5,2005-02-21,2,8,0.00,2.02,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,3.40
SRS5,2005-02-21,1,9,0.00,4.34,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.54
SRS5,2005-02-21,2,10,0.46,1.60,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50
SRS6,2005-02-21,1,1,4.06,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00,4.84,0.99,0.00,21.13
SRS6,2005-02-21,2,2,2.20,1.59,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.80,0.80,0.00,12.50
SRS6,2005-02-21,1,3,2.16,0.28,2.67,0.00,0.15,0.00,0.00,0.00,0.00,0.00,7.33,0.00,0.00,0.00,2.19,0.00,14.78
SRS6,2005-02-21,2,4,0.37,0.35,2.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,1.31,0.00,5.31
SRS6,2005-02-21,2,5,1.45,2.65,3.17,0.00,0.50,0.00,0.12,0.00,0.00,0.00,5.94,0.00,0.00,0.51,0.51,0.00,14.85
SRS6,2005-02-21,2,6,0.79,1.74,2.81,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,6.77
SRS6,2005-02-21,1,7,0.34,2.68,3.61,0.00,0.41,0.00,0.00,0.00,0.00,0.00,14.88,0.00,0.00,4.11,0.23,0.00,26.26
SRS6,2005-02-21,2,8,1.02,3.01,5.04,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.77,0.00,10.19
SRS6,2005-02-21,1,9,1.09,3.48,2.35,0.00,0.05,0.00,0.00,0.00,0.00,0.00,10.71,0.00,0.00,2.90,1.74,0.00,22.32
SRS6,2005-02-21,1,10,0.00,3.20,2.23,0.00,0.29,0.00,0.00,0.00,0.00,0.00,12.23,0.00,0.00,0.00,2.85,0.00,20.80
TS/Ph8,2005-02-21,1,1,0.00,0.00,0.17,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.97
TS/Ph8,2005-02-21,1,2,0.00,1.01,0.31,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,2.50
TS/Ph8,2005-02-21,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09
TS/Ph8,2005-02-21,1,4,0.00,0.99,0.19,1.82,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,1.09,0.23,0.00,4.37
TS/Ph8,2005-02-21,1,5,0.00,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54
TS/Ph8,2005-02-21,1,6,0.00,1.82,0.18,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.05,0.00,3.21
TS/Ph8,2005-02-21,1,7,0.00,3.61,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,2.53,0.00,8.27
TS/Ph8,2005-02-21,1,8,0.00,5.90,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,6.33
TS/Ph8,2005-02-21,1,9,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.83,0.00,1.60
TS/Ph8,2005-02-21,1,10,0.00,1.12,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22
SRS4,2005-03-09,1,1,0.00,2.33,0.84,0.00,0.09,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.02,0.59,0.00,3.90
SRS4,2005-03-09,2,2,0.00,2.73,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,4.34
SRS4,2005-03-09,1,3,0.00,1.87,0.45,0.80,0.35,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.15,1.05,0.00,4.73
SRS4,2005-03-09,2,4,0.00,3.54,0.33,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.00,5.22
SRS4,2005-03-09,1,5,0.00,2.91,0.09,0.32,0.15,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.36,4.97
SRS4,2005-03-09,2,6,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.64,2.24
SRS4,2005-03-09,1,7,0.00,3.61,0.18,0.78,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.71,0.00,5.73
SRS4,2005-03-09,2,8,0.00,2.01,1.01,0.51,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,2.30,0.00,7.56
SRS4,2005-03-09,1,9,0.00,1.62,0.00,0.08,0.15,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,2.51
SRS4,2005-03-09,2,10,0.00,3.17,0.09,0.12,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.36,1.18,6.25
SRS5,2005-03-09,1,1,0.00,3.53,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94
SRS5,2005-03-09,2,2,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40
SRS5,2005-03-09,1,3,0.28,4.80,1.15,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.32
SRS5,2005-03-09,2,4,0.32,1.36,0.57,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,3.20
SRS5,2005-03-09,1,5,0.00,3.54,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,5.55
SRS5,2005-03-09,2,6,0.00,4.86,1.20,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,6.26
SRS5,2005-03-09,1,7,0.00,4.85,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,5.77
SRS5,2005-03-09,2,8,0.00,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,5.81
SRS5,2005-03-09,1,9,0.00,4.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.98
SRS5,2005-03-09,2,10,0.00,3.14,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.34
SRS6,2005-03-09,1,1,3.44,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
SRS6,2005-03-09,2,2,1.01,1.06,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,3.03
SRS6,2005-03-09,1,3,1.21,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,0.07,0.00,5.15
SRS6,2005-03-09,2,4,0.91,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,3.84
SRS6,2005-03-09,2,5,1.79,7.09,2.46,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.43
SRS6,2005-03-09,2,6,0.27,1.23,1.50,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,26.63,0.00,0.00,29.90
SRS6,2005-03-09,1,7,1.94,1.49,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70
SRS6,2005-03-09,2,8,2.34,1.15,1.93,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.34,0.00,5.89
SRS6,2005-03-09,1,9,1.22,1.85,2.39,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.73,0.00,6.57
SRS6,2005-03-09,1,10,0.84,3.07,3.13,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.20,0.00,7.79
TS/Ph8,2005-03-10,1,1,0.00,0.47,0.00,1.61,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,2.26
TS/Ph8,2005-03-10,1,2,0.00,0.00,0.00,0.97,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11
TS/Ph8,2005-03-10,1,3,0.00,1.19,0.00,0.28,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,1.75
TS/Ph8,2005-03-10,1,4,0.00,0.00,0.00,1.98,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10
TS/Ph8,2005-03-10,1,5,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21
TS/Ph8,2005-03-10,1,6,0.00,1.17,0.21,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,1.90
TS/Ph8,2005-03-10,1,7,0.00,0.62,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.98,0.00,4.49
TS/Ph8,2005-03-10,1,8,0.00,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,2.00
TS/Ph8,2005-03-10,1,9,0.00,0.20,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.98
TS/Ph8,2005-03-10,1,10,0.00,2.11,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21
SRS4,2005-04-19,1,1,0.00,7.88,2.26,0.55,0.43,0.00,0.00,0.12,0.06,0.00,0.00,0.00,0.00,0.00,2.26,0.35,13.91
SRS4,2005-04-19,2,2,0.00,12.51,0.47,0.00,1.29,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,0.00,16.22
SRS4,2005-04-19,1,3,0.00,1.67,0.66,1.53,0.26,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.95,2.44,0.00,7.59
SRS4,2005-04-19,2,4,0.00,9.46,2.35,0.00,1.07,0.00,0.08,0.21,0.00,0.00,0.00,0.00,0.00,0.73,1.53,0.00,15.43
SRS4,2005-04-19,1,5,0.00,13.01,0.00,3.22,0.65,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01,0.00,18.98
SRS4,2005-04-19,2,6,0.00,4.47,0.91,0.00,0.34,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,3.11,5.21,0.00,14.12
SRS4,2005-04-19,1,7,0.00,6.68,0.84,0.60,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,3.07,0.00,12.15
SRS4,2005-04-19,2,8,0.00,6.19,4.62,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,2.73,0.98,16.45
SRS4,2005-04-19,1,9,0.00,9.59,0.88,0.67,0.68,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.77,16.30
SRS4,2005-04-19,2,10,0.00,10.42,0.18,0.42,1.31,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,2.26,1.98,0.91,17.81
SRS5,2005-04-19,1,1,0.00,7.44,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.46,8.57
SRS5,2005-04-19,2,2,0.00,9.68,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,10.73
SRS5,2005-04-19,1,3,0.00,8.95,1.45,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.87,0.72,13.46
SRS5,2005-04-19,2,4,1.56,6.12,4.43,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.98,0.00,14.96
SRS5,2005-04-19,1,5,0.00,8.88,2.14,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.92,0.41,13.75
SRS5,2005-04-19,2,6,0.23,6.91,3.75,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.23,0.00,12.04
SRS5,2005-04-19,1,7,0.00,4.98,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.57
SRS5,2005-04-19,2,8,0.00,10.77,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.32
SRS5,2005-04-19,1,9,0.00,3.41,0.15,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,4.76
SRS5,2005-04-19,2,10,0.00,6.38,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.01
SRS6,2005-04-19,1,1,5.04,1.69,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,1.01,0.00,14.03
SRS6,2005-04-19,2,2,2.11,1.05,7.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.76,0.00,12.03
SRS6,2005-04-19,1,3,5.51,2.55,8.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,1.35,0.00,18.77
SRS6,2005-04-19,2,4,0.53,0.00,25.84,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.78
SRS6,2005-04-19,2,5,3.26,8.58,3.35,0.00,0.42,0.00,0.00,0.00,0.00,0.00,3.52,0.00,0.00,0.78,1.26,0.00,21.17
SRS6,2005-04-19,2,6,0.46,4.55,13.59,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.65,0.00,20.33
SRS6,2005-04-19,1,7,2.09,2.75,8.36,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.25,0.00,14.27
SRS6,2005-04-19,2,8,3.30,4.01,10.86,0.00,0.08,0.00,0.02,0.00,0.00,0.00,7.38,0.00,0.00,3.24,0.74,0.00,29.63
SRS6,2005-04-19,1,9,1.78,3.84,12.26,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,1.14,0.00,20.19
SRS6,2005-04-19,1,10,0.37,6.07,8.68,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.42,0.00,17.33
TS/Ph8,2005-04-07,1,1,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,1.82
TS/Ph8,2005-04-07,1,2,0.00,0.63,0.46,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,2.44
TS/Ph8,2005-04-07,1,3,0.00,0.64,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,1.07
TS/Ph8,2005-04-07,1,4,0.00,1.19,0.57,0.93,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,2.88
TS/Ph8,2005-04-07,1,5,0.00,2.03,0.15,0.21,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,2.73
TS/Ph8,2005-04-07,1,6,0.00,2.81,0.14,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,3.90
TS/Ph8,2005-04-07,1,7,0.00,2.87,2.51,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.77,0.00,7.08
TS/Ph8,2005-04-07,1,8,0.00,8.96,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,10.50
TS/Ph8,2005-04-07,1,9,0.00,2.46,0.64,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,3.35
TS/Ph8,2005-04-07,1,10,0.00,3.01,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,3.63
SRS4,2005-05-24,1,1,0.00,6.77,0.13,1.51,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.64,9.97
SRS4,2005-05-24,2,2,0.00,9.92,0.00,0.23,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.15,0.00,13.09
SRS4,2005-05-24,1,3,0.00,3.71,0.93,3.42,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,3.89,1.21,14.30
SRS4,2005-05-24,2,4,0.00,8.79,0.00,0.91,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.23,0.00,13.14
SRS4,2005-05-24,1,5,0.00,8.57,0.39,3.76,2.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,15.26
