"CM000_010","CM010_020","CM020_030","CM030_040","CM040_050","CM050_060","CM060_070","CM070_080","CM080_090","CM090_100","CM100_110","CM110_120","CM120_130","CM130_140","CM140_150","CM150_160","CM160_170","CM170_180","CM180_190","CM190_200"
10082.346613722,10038.2282984212,9949.2865036379,9795.06228384393,9823.36360363065,10396.3629285892,9344.13718076814,9363.83641694008,9051.5345613351,9293.35932339116,10211.5641129133,10591.6823141682,10655.1596195789,10465.7643988018,10475.2421621924,11457.7472408619,11205.499182376,10648.6390735686,10074.1103965151,10031.8506376536
10209.7948811079,9956.7165165378,9941.14849280647,10058.3963637925,9710.31701694725,9886.34354012783,8961.68796260179,9044.86335130144,8467.75229086717,8845.37496506081,9781.04572141017,9899.34021072917,10195.7213352678,9855.99213411372,10006.595710406,12431.7518522886,12205.7156315718,11299.1143175112,10392.8190403491,9711.29406712079
10208.0533223976,10047.289597895,9729.1590167636,9798.78888959159,9462.78386589888,9744.59430288418,8762.03193048276,8909.45911326833,8885.97998829112,9119.92171595946,10022.8111347238,10549.8560266129,10251.4349200931,10411.5579217288,10560.5231322128,10649.4278907498,10600.5769252697,10452.1363633425,10124.4247078008,9836.50396035717
10175.9455496053,9857.19621278177,9749.40999006034,9505.64240526808,9080.61550441925,9550.79811623848,8910.36826361212,9054.18107825563,8768.16795034897,8995.00001520282,9584.79239248373,9445.60959575966,9598.85341877028,9299.06904627993,9369.19098423364,10280.850404614,10069.6528760882,9646.12082037675,9347.01085110422,9271.54721207218
10336.3874146013,10002.9439096711,10019.9646628613,10025.5342559134,9497.90622255267,9960.97283399544,9330.41198366754,9381.60539324604,9076.47409088847,9359.66391718847,9746.58067767569,9955.32790700778,9846.91124442973,9499.35180995829,9509.03219932575,10031.6256959694,10163.1393025549,9850.36895026221,9728.13676015203,9278.1481296294
10176.0797006846,9907.98896268489,9782.64835576209,9997.68502422491,9476.55327035544,9850.70724061742,9228.74462264345,9311.51338542133,9056.91502186842,9381.39799196072,10699.2593298121,10689.5803739185,10522.133894787,9951.34286619025,10206.6521762457,11653.6232171664,11568.727102168,11135.4546826327,10133.2617306761,10073.0106222157
10326.6295632049,10108.1414627195,9956.66813691115,10077.928985665,9622.57367430817,9979.41696971864,9093.90519808245,9062.99090173325,8858.93407202298,9042.47827547916,9733.65236347418,9865.50504176857,9877.23533335782,9492.13700892402,9734.66450488711,11080.0639881187,11269.9822777239,10524.5275427701,10073.8651835413,9907.1046912689
10323.6654849894,10024.4034800803,10073.6032565158,10128.296670755,9670.78845671244,10095.446192745,9482.83121825454,9602.69548601328,9119.93388236705,9306.65415148117,10103.1065613409,10312.260303687,10331.8959209683,10184.4461228216,10293.8086154088,10543.2716088371,10531.08972078,10055.7829553593,9863.08124608967,10020.4709132376
10172.171833734,9768.79141552204,9840.51291859303,9856.30610811616,9628.32654794933,10180.7225138357,9636.55929394846,9708.98699946153,9464.72414639552,9735.61647146655,10513.1145224005,10312.2040720243,10722.8913280434,10583.5022319213,10743.3463446806,10959.9371161488,11039.1392993173,11019.3038736612,10988.2172242827,10160.5060001002
10113.2056747126,10022.9556416425,10044.4192342186,10386.8659535856,9751.69663007721,10014.2993599483,9151.59422059591,9068.94682613935,8663.81840011339,9069.41410062366,9589.25883239655,9898.53995789624,9776.64813542942,9684.4543646853,9999.82007774994,10787.4212768417,10714.4369791794,10208.5036771513,9782.6964276509,9348.26630993499
10273.4559968211,10078.3108075525,9939.98125873293,9856.24211871205,9482.88243189263,9778.20370759868,9038.38004515909,9037.55841476142,8962.52632841417,9091.30025835791,10547.4347797977,10174.2436156804,10384.2470743529,9809.16961551199,9961.92275752224,11103.1092136079,11140.2825457022,10973.9801726649,10139.3471916223,9250.53906059661
10118.6325675059,9818.74709672778,9882.18784633701,9743.27393139415,9403.70207644814,9572.20758060841,8573.77935768315,8899.22922607014,8775.81788162726,8971.73040670808,9732.97584487674,9786.91786537425,10008.2587178273,9775.75091320059,9779.44418722388,10390.5451534762,10525.77640077,10253.3113145286,10191.1998888569,9789.57479863307
10107.4954831764,9929.97802670263,10018.7352075176,9974.97765004086,9528.337090258,9806.02870211068,9171.18236330906,9276.12795714693,8724.70193411444,9022.37944893621,10077.9603435564,10013.6621859629,10229.8855467183,9647.51790868696,9989.08932234022,11394.7794387221,11261.7468989277,10707.4113646352,10116.3732500729,9805.48801399522
10254.5717058721,10168.6940918562,10015.4180720927,10082.0688671219,9445.64611950625,9614.37887053758,8771.28340952004,8805.08593534898,8717.68170609889,9012.27135737666,10026.425035743,10332.4861579028,10320.8678807131,9971.30228409456,10148.5984094433,10785.0194823412,10875.9960974024,10246.7844242595,9510.77563866381,9421.8718232884
10310.6410295772,10063.1874459049,10025.1820562349,10077.6001906281,9859.69087884526,10019.3272335528,9276.70099338208,9348.56069914322,9302.09800407616,9692.65442346319,11094.7091449919,11567.0476993517,11013.1094431204,11004.6459878428,10806.1421821833,11809.0031015527,11763.8978231817,11184.6916723281,10457.8695056129,10565.5814030516
10324.0736037522,10215.7263821447,10172.8480099873,10195.8235639087,9772.55286550653,10001.9488756155,9276.78110845874,9215.91635358101,8952.4905717054,9329.64619025501,9663.2161757428,9651.21924160041,9560.28081893721,8987.11677025068,9244.09564837547,10412.717990036,10236.5006520824,9910.63077271268,9595.77888863814,9106.1279174378
10054.3976358465,9795.58535596356,9845.86997204129,10001.9452729025,9569.43426195146,9901.57477785931,9072.85664253528,9251.01232974821,9044.56846907456,9203.95716547282,10286.4297150452,10431.6121731717,10393.5693152192,10020.8108422016,10199.194257737,11594.4508609437,11718.8102676658,11506.1220025743,11596.1515912904,11295.4496124437
10157.1697914952,9876.59548261384,9737.20832266234,9881.09518854442,9511.68050717511,9857.44289584813,8988.32127020897,8969.80038540793,8900.27636725919,9096.37626557368,10335.6069946663,10267.6715868406,10404.2486660172,9789.14737023246,10007.4041804455,10735.228433683,10542.070117798,10496.4081245367,9821.49359881827,9596.99122115899
10223.2618858247,10294.9991223975,10277.6922262328,10310.4579085128,9897.31330822512,10081.6256197013,9323.74956835578,9275.75425628484,9121.07043997805,9346.21483259608,10314.2817786057,10311.2317406995,10561.7750981869,10309.3931979004,10546.0634147112,10687.34924353,10796.4637953218,10938.8494987433,11012.3723717067,10130.4514598053
