study_id,site_id,plot_id,mean_agb_g_m2,vegetation_class,mean_tree_height,g_co2_m2,study
byrd_2018,Nisqually,U2HI -30,694.12,emergent,NA,1221.6623059199999,Byrd 2018
byrd_2018,Nisqually,U2HI -33,773.52,emergent,NA,1361.4075763199999,Byrd 2018
byrd_2018,Nisqually,U2HI -32,178.61,emergent,NA,314.35645776,Byrd 2018
byrd_2018,Nisqually,U2HI -31,704.86,emergent,NA,1240.5648777600002,Byrd 2018
byrd_2018,Nisqually,U2HI -34,291.54,emergent,NA,513.11506464,Byrd 2018
byrd_2018,Nisqually,U2HI -36,386.75,emergent,NA,680.686188,Byrd 2018
byrd_2018,Nisqually,U2HI -35,145.79,emergent,NA,256.59273263999995,Byrd 2018
byrd_2018,Nisqually,PIS -38,193.08,emergent,NA,339.82388928,Byrd 2018
byrd_2018,Nisqually,PIS -39,1029.2,emergent,NA,1811.4084672000001,Byrd 2018
byrd_2018,Nisqually,PIS -37,375.74,emergent,NA,661.30841184,Byrd 2018
byrd_2018,Nisqually,PIS -41,56.3,emergent,NA,99.08890079999999,Byrd 2018
byrd_2018,Nisqually,PIS -42,95.24,emergent,NA,167.62392383999997,Byrd 2018
byrd_2018,Nisqually,PIS -40,133.66,emergent,NA,235.24373855999997,Byrd 2018
byrd_2018,Nisqually,PIS -45,68.47,emergent,NA,120.50829552,Byrd 2018
byrd_2018,Nisqually,PIS -44,614.8,emergent,NA,1082.0578368,Byrd 2018
byrd_2018,Nisqually,PIS -43,702.16,emergent,NA,1235.8128345599998,Byrd 2018
byrd_2018,Nisqually,PIN-46,649.68,emergent,NA,1143.4471948799999,Byrd 2018
byrd_2018,Nisqually,PIN-48,198.23,emergent,NA,348.88797167999996,Byrd 2018
byrd_2018,Nisqually,PIN-47,323.13,emergent,NA,568.71397008,Byrd 2018
byrd_2018,Nisqually,PIN-51,281.33,emergent,NA,495.14530128,Byrd 2018
byrd_2018,Nisqually,PIN-50,363.76,emergent,NA,640.2234201599999,Byrd 2018
byrd_2018,Nisqually,PIN-49,583.84,emergent,NA,1027.56774144,Byrd 2018
byrd_2018,Nisqually,P_E-54,437.67,emergent,NA,770.3062027200001,Byrd 2018
byrd_2018,Nisqually,P_E-52,298.15,emergent,NA,524.7487704,Byrd 2018
byrd_2018,Nisqually,P_E-53,516.65,emergent,NA,909.3122664,Byrd 2018
byrd_2018,Nisqually,P_E-57,650.85,emergent,NA,1145.5064136,Byrd 2018
byrd_2018,Nisqually,P_E-55,579.52,emergent,NA,1019.96447232,Byrd 2018
byrd_2018,Nisqually,P_E-56,524.31,emergent,NA,922.79398896,Byrd 2018
byrd_2018,Nisqually,PIN-60,391.52,emergent,NA,689.08146432,Byrd 2018
byrd_2018,Nisqually,PIN-58,565.61,emergent,NA,995.48264976,Byrd 2018
byrd_2018,Nisqually,PIN-59,592.67,emergent,NA,1043.10868272,Byrd 2018
byrd_2018,Nisqually,P_E-62,4.33,emergent,NA,7.620869279999999,Byrd 2018
byrd_2018,Nisqually,P_E-61,847.83,emergent,NA,1492.19436528,Byrd 2018
byrd_2018,Nisqually,P_E-63,515.18,emergent,NA,906.7250428799998,Byrd 2018
byrd_2018,Nisqually,U2M-64,583.03,emergent,NA,1026.14212848,Byrd 2018
byrd_2018,Nisqually,U2M-66,1063.54,emergent,NA,1871.84741664,Byrd 2018
byrd_2018,Nisqually,U2M -65+,61.9,emergent,NA,108.9449904,Byrd 2018
byrd_2018,Nisqually,U2M-67,327.97,emergent,NA,577.23244752,Byrd 2018
byrd_2018,Nisqually,U2M-68,90.98,emergent,NA,160.12625568,Byrd 2018
byrd_2018,Nisqually,U2M-69,424.29,emergent,NA,746.75718864,Byrd 2018
byrd_2018,Nisqually,U2M-71,315.6,emergent,NA,555.4610496,Byrd 2018
byrd_2018,Nisqually,U2M-72,286.79,emergent,NA,504.75498864,Byrd 2018
byrd_2018,Nisqually,U2M-70,627.99,emergent,NA,1105.27244784,Byrd 2018
byrd_2018,Nisqually,U3S-73+,97.4,emergent,NA,171.4255584,Byrd 2018
byrd_2018,Nisqually,U3S-74+,303.11,emergent,NA,533.47844976,Byrd 2018
byrd_2018,Nisqually,U3S-75+,138.68,emergent,NA,244.07901888,Byrd 2018
byrd_2018,Nisqually,U3S-77,46.79,emergent,NA,82.35114864,Byrd 2018
byrd_2018,Nisqually,U3S-78,99.29,emergent,NA,174.75198864,Byrd 2018
byrd_2018,Nisqually,U3S-76,173.09,emergent,NA,304.64116944,Byrd 2018
byrd_2018,Nisqually,U3S-81+,31.44,emergent,NA,55.33490304,Byrd 2018
byrd_2018,Nisqually,U3S-79+,31.08,emergent,NA,54.70129727999999,Byrd 2018
byrd_2018,Nisqually,U3S-80+,92.82,emergent,NA,163.36468512,Byrd 2018
byrd_2018,Nisqually,REFC -83,564.75,emergent,NA,993.969036,Byrd 2018
byrd_2018,Nisqually,REFC -84,500.56,emergent,NA,880.99360896,Byrd 2018
byrd_2018,Nisqually,REFC -82,586.69,emergent,NA,1032.58378704,Byrd 2018
byrd_2018,Nisqually,REFC -87,537.61,emergent,NA,946.20220176,Byrd 2018
byrd_2018,Nisqually,REFC -85,415.73,emergent,NA,731.69145168,Byrd 2018
byrd_2018,Nisqually,REFC -86,1017.05,emergent,NA,1790.0242727999998,Byrd 2018
byrd_2018,Nisqually,REFC -90,677.9,emergent,NA,1193.1148464,Byrd 2018
byrd_2018,Nisqually,REFC -88,642.34,emergent,NA,1130.52867744,Byrd 2018
byrd_2018,Nisqually,REFC -89,304.38,emergent,NA,535.7136700799999,Byrd 2018
byrd_2018,Nisqually,U3N -92,35.03,emergent,NA,61.653360479999996,Byrd 2018
byrd_2018,Nisqually,U3N-91,46.03,emergent,NA,81.01353648,Byrd 2018
byrd_2018,Nisqually,U3N -93,72.14,emergent,NA,126.96755424000001,Byrd 2018
byrd_2018,Nisqually,U3N -96,42.46,emergent,NA,74.73027936,Byrd 2018
byrd_2018,Nisqually,U3N -94,141.01,emergent,NA,248.17985615999999,Byrd 2018
byrd_2018,Nisqually,U3N -95,80.69,emergent,NA,142.01569103999998,Byrd 2018
byrd_2018,Nisqually,U3N -99,127.19,emergent,NA,223.85643503999998,Byrd 2018
byrd_2018,Nisqually,U3N -98,179.1,emergent,NA,315.21886559999996,Byrd 2018
byrd_2018,Nisqually,U3N -97,5.13,emergent,NA,9.028882079999999,Byrd 2018
byrd_2018,Nisqually,REF B -101,791.23,emergent,NA,1392.57745968,Byrd 2018
byrd_2018,Nisqually,REF B -102,911.43,emergent,NA,1604.1313828799998,Byrd 2018
byrd_2018,Nisqually,REF B -100,305.66,emergent,NA,537.96649056,Byrd 2018
byrd_2018,Nisqually,REF B -105,439.01,emergent,NA,772.66462416,Byrd 2018
byrd_2018,Nisqually,REF B -104,1037.55,emergent,NA,1826.1046007999998,Byrd 2018
byrd_2018,Nisqually,REF B -103,1281.27,emergent,NA,2255.05570032,Byrd 2018
byrd_2018,Nisqually,REF B -108+,724.72,emergent,NA,1275.51879552,Byrd 2018
byrd_2018,Nisqually,REF B -107+,731.34,emergent,NA,1287.17010144,Byrd 2018
byrd_2018,Nisqually,REF B -106+,649.14,emergent,NA,1142.4967862400001,Byrd 2018
byrd_2018,Nisqually,Anim-110,295.98,emergent,NA,520.9295356800001,Byrd 2018
byrd_2018,Nisqually,Anim-109,481.48,emergent,NA,847.41250368,Byrd 2018
byrd_2018,Nisqually,Anim-111,300.96,emergent,NA,529.6944153599999,Byrd 2018
byrd_2018,Nisqually,Anim-112,814.03,emergent,NA,1432.70582448,Byrd 2018
byrd_2018,Nisqually,Anim-113,458.82,emergent,NA,807.53054112,Byrd 2018
byrd_2018,Nisqually,Anim-114,632.8,emergent,NA,1113.7381248,Byrd 2018
byrd_2018,Nisqually,Anim-115,126.14,emergent,NA,222.00841824,Byrd 2018
byrd_2018,Nisqually,Anim-117,280.02,emergent,NA,492.83968031999996,Byrd 2018
byrd_2018,Nisqually,Anim-116,275,emergent,NA,484.00440000000003,Byrd 2018
byrd_2018,Sand Mound Slough,19-8,50,emergent,NA,88.0008,Byrd 2018
byrd_2018,Sand Mound Slough,19-8,65.5,emergent,NA,115.281048,Byrd 2018
byrd_2018,Sand Mound Slough,19-3,75.4,emergent,NA,132.7052064,Byrd 2018
byrd_2018,Sand Mound Slough,19-3,168,emergent,NA,295.682688,Byrd 2018
byrd_2018,Sand Mound Slough,19-6,75.5,emergent,NA,132.88120800000002,Byrd 2018
byrd_2018,Sand Mound Slough,19-1,47.8,emergent,NA,84.1287648,Byrd 2018
byrd_2018,Sand Mound Slough,19-1,124.2,emergent,NA,218.59398720000002,Byrd 2018
byrd_2018,Sand Mound Slough,15-3,65.73,emergent,NA,115.68585168,Byrd 2018
byrd_2018,Sand Mound Slough,15-3,105.71,emergent,NA,186.05129135999996,Byrd 2018
byrd_2018,Sand Mound Slough,15-3,174.94,emergent,NA,307.89719904,Byrd 2018
byrd_2018,Sand Mound Slough,15-1,86,emergent,NA,151.361376,Byrd 2018
byrd_2018,Sand Mound Slough,15-1,163.5,emergent,NA,287.76261600000004,Byrd 2018
byrd_2018,Sand Mound Slough,15-3,96.4,emergent,NA,169.6655424,Byrd 2018
byrd_2018,Sand Mound Slough,15-3,81.8,emergent,NA,143.9693088,Byrd 2018
byrd_2018,Sand Mound Slough,22-8,213.7,emergent,NA,376.11541919999996,Byrd 2018
byrd_2018,Sand Mound Slough,22-1,128.1,emergent,NA,225.45804959999998,Byrd 2018
byrd_2018,Sand Mound Slough,22-2,154.1,emergent,NA,271.21846559999994,Byrd 2018
byrd_2018,Sand Mound Slough,22-4,23.5,emergent,NA,41.360375999999995,Byrd 2018
byrd_2018,Sand Mound Slough,22-6,319.6,emergent,NA,562.5011136,Byrd 2018
byrd_2018,Sand Mound Slough,22-6,92,emergent,NA,161.921472,Byrd 2018
byrd_2018,ChinaCamp,18,260.62,emergent,NA,458.69536992,Byrd 2018
byrd_2018,Sand Mound Slough,10-7,516,emergent,NA,908.1682559999999,Byrd 2018
byrd_2018,Sand Mound Slough,10-7,145.9,emergent,NA,256.7863344,Byrd 2018
byrd_2018,Sand Mound Slough,10-7,154.66,emergent,NA,272.20407456000004,Byrd 2018
byrd_2018,Sand Mound Slough,10-6,204.6,emergent,NA,360.0992736,Byrd 2018
byrd_2018,Sand Mound Slough,10-3,79.2,emergent,NA,139.3932672,Byrd 2018
byrd_2018,Sand Mound Slough,10-6,177.4,emergent,NA,312.2268384,Byrd 2018
byrd_2018,Sand Mound Slough,10-3,88.5,emergent,NA,155.761416,Byrd 2018
byrd_2018,ChinaCamp,17,274.97,emergent,NA,483.95159952,Byrd 2018
byrd_2018,ChinaCamp,16,344.64,emergent,NA,606.57191424,Byrd 2018
byrd_2018,ChinaCamp,19,332.39,emergent,NA,585.0117182399999,Byrd 2018
byrd_2018,ChinaCamp,15,286.49,emergent,NA,504.22698384,Byrd 2018
byrd_2018,ChinaCamp,20,295.23,emergent,NA,519.6095236799999,Byrd 2018
byrd_2018,Sand Mound Slough,42-1,245.6,emergent,NA,432.25992959999996,Byrd 2018
byrd_2018,Sand Mound Slough,42-1,200.7,emergent,NA,353.2352111999999,Byrd 2018
byrd_2018,Sand Mound Slough,42-1,111,emergent,NA,195.36177600000002,Byrd 2018
byrd_2018,Sand Mound Slough,42-1,398.6,emergent,NA,701.5423776,Byrd 2018
byrd_2018,Sand Mound Slough,42-1,583.63,emergent,NA,1027.19813808,Byrd 2018
byrd_2018,Sand Mound Slough,42-1,209.1,emergent,NA,368.0193456,Byrd 2018
byrd_2018,ChinaCamp,14,265.28,emergent,NA,466.89704448,Byrd 2018
byrd_2018,ChinaCamp,13,360.71,emergent,NA,634.8553713599999,Byrd 2018
byrd_2018,ChinaCamp,11,249.22,emergent,NA,438.63118751999997,Byrd 2018
byrd_2018,ChinaCamp,12,305.9,emergent,NA,538.3888944,Byrd 2018
byrd_2018,Sand Mound Slough,37-10,87.8,emergent,NA,154.5294048,Byrd 2018
byrd_2018,Sand Mound Slough,37-1,42.5,emergent,NA,74.80068,Byrd 2018
byrd_2018,Sand Mound Slough,37-4,118.2,emergent,NA,208.0338912,Byrd 2018
byrd_2018,Sand Mound Slough,37-2,168.9,emergent,NA,297.26670240000004,Byrd 2018
byrd_2018,Sand Mound Slough,37-6,65.7,emergent,NA,115.63305120000001,Byrd 2018
byrd_2018,Sand Mound Slough,37-1,201.2,emergent,NA,354.11521919999996,Byrd 2018
byrd_2018,Sand Mound Slough,37-1,130,emergent,NA,228.80208,Byrd 2018
byrd_2018,ChinaCamp,4,378.04,emergent,NA,665.35644864,Byrd 2018
byrd_2018,ChinaCamp,5,464.31,emergent,NA,817.19302896,Byrd 2018
byrd_2018,Sand Mound Slough,25-8,95.03,emergent,NA,167.25432048,Byrd 2018
byrd_2018,Sand Mound Slough,25-10,87.8,emergent,NA,154.5294048,Byrd 2018
byrd_2018,Sand Mound Slough,25-7,75.8,emergent,NA,133.4092128,Byrd 2018
byrd_2018,Sand Mound Slough,25-5,276.06,emergent,NA,485.87001696000004,Byrd 2018
byrd_2018,Sand Mound Slough,25-6,129.21,emergent,NA,227.41166736,Byrd 2018
byrd_2018,Sand Mound Slough,25-1,66.6,emergent,NA,117.21706559999998,Byrd 2018
byrd_2018,Sand Mound Slough,25-1,111,emergent,NA,195.36177600000002,Byrd 2018
byrd_2018,ChinaCamp,3,668.76,emergent,NA,1177.02830016,Byrd 2018
byrd_2018,ChinaCamp,1,548.74,emergent,NA,965.7911798399999,Byrd 2018
byrd_2018,ChinaCamp,2,265.77,emergent,NA,467.7594523199999,Byrd 2018
byrd_2018,ChinaCamp,6,380.94,emergent,NA,670.4604950400001,Byrd 2018
byrd_2018,ChinaCamp,9,506.86,emergent,NA,892.08170976,Byrd 2018
byrd_2018,ChinaCamp,8,736.15,emergent,NA,1295.6357784,Byrd 2018
byrd_2018,ChinaCamp,7,645.55,emergent,NA,1136.1783288,Byrd 2018
byrd_2018,ChinaCamp,10,249.47,emergent,NA,439.07119152,Byrd 2018
byrd_2018,Sand Mound Slough,16-1,142.44,emergent,NA,250.69667904000002,Byrd 2018
byrd_2018,Sand Mound Slough,16-3,173.8,emergent,NA,305.8907808,Byrd 2018
byrd_2018,Sand Mound Slough,16-2,207.14,emergent,NA,364.56971423999994,Byrd 2018
byrd_2018,Sand Mound Slough,16-1,146.36,emergent,NA,257.59594176,Byrd 2018
byrd_2018,Sand Mound Slough,16-2,16.2,emergent,NA,28.5122592,Byrd 2018
byrd_2018,Sand Mound Slough,16-1,361.73,emergent,NA,636.6505876800001,Byrd 2018
byrd_2018,Sand Mound Slough,16-1,178.7,emergent,NA,314.5148592,Byrd 2018
byrd_2018,Sand Mound Slough,39-7,263,emergent,NA,462.884208,Byrd 2018
byrd_2018,Sand Mound Slough,39-4,203.3,emergent,NA,357.81125280000003,Byrd 2018
byrd_2018,Sand Mound Slough,39-7,164,emergent,NA,288.642624,Byrd 2018
byrd_2018,Sand Mound Slough,39-4,331.5,emergent,NA,583.4453040000001,Byrd 2018
byrd_2018,Sand Mound Slough,39-2,61.5,emergent,NA,108.240984,Byrd 2018
byrd_2018,Sand Mound Slough,39-2,45.4,emergent,NA,79.9047264,Byrd 2018
byrd_2018,Sand Mound Slough,39-2,102.3,emergent,NA,180.0496368,Byrd 2018
byrd_2018,Sand Mound Slough,34-9,147.3,emergent,NA,259.2503568,Byrd 2018
byrd_2018,Sand Mound Slough,34-7,110.76,emergent,NA,194.93937216,Byrd 2018
byrd_2018,Sand Mound Slough,34-5,102.74,emergent,NA,180.82404384,Byrd 2018
byrd_2018,Sand Mound Slough,34-6,166.85,emergent,NA,293.6586696,Byrd 2018
byrd_2018,Sand Mound Slough,34-1,123.7,emergent,NA,217.71397919999998,Byrd 2018
byrd_2018,Sand Mound Slough,34-5,182.9,emergent,NA,321.90692640000003,Byrd 2018
byrd_2018,Sand Mound Slough,34-1,164.45,emergent,NA,289.43463119999996,Byrd 2018
byrd_2018,Browns Island,11-9,54.7,emergent,NA,96.2728752,Byrd 2018
byrd_2018,Browns Island,11-5,66.7,emergent,NA,117.39306719999999,Byrd 2018
byrd_2018,Browns Island,11-8,58.5,emergent,NA,102.96093599999999,Byrd 2018
byrd_2018,Browns Island,11-4,65.37,emergent,NA,115.05224592,Byrd 2018
byrd_2018,Browns Island,11-5,86.06,emergent,NA,151.46697695999998,Byrd 2018
byrd_2018,Browns Island,11-4,99.2,emergent,NA,174.5935872,Byrd 2018
byrd_2018,Browns Island,11-1,27.9,emergent,NA,49.1044464,Byrd 2018
byrd_2018,Browns Island,2-5,70.3,emergent,NA,123.72912480000001,Byrd 2018
byrd_2018,Browns Island,2-8,57,emergent,NA,100.32091199999999,Byrd 2018
byrd_2018,Browns Island,2-8,37.5,emergent,NA,66.0006,Byrd 2018
byrd_2018,Browns Island,2-4,34.8,emergent,NA,61.24855679999999,Byrd 2018
byrd_2018,Browns Island,2-1,100.9,emergent,NA,177.5856144,Byrd 2018
byrd_2018,Browns Island,12,384.11,emergent,NA,676.0397457600001,Byrd 2018
byrd_2018,Browns Island,10,259.24,emergent,NA,456.26654784,Byrd 2018
byrd_2018,Browns Island,11,430.27,emergent,NA,757.28208432,Byrd 2018
byrd_2018,Browns Island,6-10,78.2,emergent,NA,137.63325120000002,Byrd 2018
byrd_2018,Browns Island,6-7,68,emergent,NA,119.681088,Byrd 2018
byrd_2018,Browns Island,6-9,90.3,emergent,NA,158.92944479999997,Byrd 2018
byrd_2018,Browns Island,6-5,57.8,emergent,NA,101.72892479999999,Byrd 2018
byrd_2018,Browns Island,6-5,61.5,emergent,NA,108.240984,Byrd 2018
byrd_2018,Browns Island,6-2,88.9,emergent,NA,156.46542240000002,Byrd 2018
byrd_2018,Browns Island,6-2,115.7,emergent,NA,203.6338512,Byrd 2018
byrd_2018,Browns Island,7,212.53,emergent,NA,374.05620048,Byrd 2018
byrd_2018,Browns Island,9,145.81,emergent,NA,256.62793296,Byrd 2018
byrd_2018,Browns Island,8,110.39,emergent,NA,194.28816624,Byrd 2018
byrd_2018,Browns Island,20,135.3,emergent,NA,238.13016480000002,Byrd 2018
byrd_2018,Browns Island,19,194.11,emergent,NA,341.63670576000004,Byrd 2018
byrd_2018,Browns Island,22,159.3,emergent,NA,280.3705488,Byrd 2018
byrd_2018,Browns Island,21,200.42,emergent,NA,352.74240671999996,Byrd 2018
byrd_2018,Browns Island,23,131.81,emergent,NA,231.98770896,Byrd 2018
byrd_2018,Browns Island,18,252.81,emergent,NA,444.94964496,Byrd 2018
byrd_2018,Browns Island,26,395.59,emergent,NA,696.24472944,Byrd 2018
byrd_2018,Browns Island,25,324.21,emergent,NA,570.6147873599999,Byrd 2018
byrd_2018,Browns Island,24,287.5,emergent,NA,506.0046,Byrd 2018
byrd_2018,Browns Island,17,291.42,emergent,NA,512.90386272,Byrd 2018
byrd_2018,Browns Island,15,218.65,emergent,NA,384.8274984,Byrd 2018
byrd_2018,Browns Island,16,268.03,emergent,NA,471.73708847999995,Byrd 2018
byrd_2018,Browns Island,3,176.53,emergent,NA,310.69562448,Byrd 2018
byrd_2018,Browns Island,1,270.93,emergent,NA,476.84113488,Byrd 2018
byrd_2018,Browns Island,2,180.8,emergent,NA,318.2108928,Byrd 2018
byrd_2018,Browns Island,4,200.53,emergent,NA,352.93600848,Byrd 2018
byrd_2018,Browns Island,6,162.27,emergent,NA,285.59779632,Byrd 2018
byrd_2018,Browns Island,5,151.54,emergent,NA,266.71282464,Byrd 2018
byrd_2018,Browns Island,14,226.86,emergent,NA,399.27722976,Byrd 2018
byrd_2018,Browns Island,13,261.94,emergent,NA,461.01859104,Byrd 2018
byrd_2018,Browns Island,54-6,170.9,emergent,NA,300.7867344,Byrd 2018
byrd_2018,Browns Island,54-8,150.8,emergent,NA,265.4104128,Byrd 2018
byrd_2018,Browns Island,54-5,22.2,emergent,NA,39.0723552,Byrd 2018
byrd_2018,Browns Island,54-2,65,emergent,NA,114.40104,Byrd 2018
byrd_2018,Browns Island,54-1,24.9,emergent,NA,43.82439839999999,Byrd 2018
byrd_2018,Browns Island,26-7,44.9,emergent,NA,79.0247184,Byrd 2018
byrd_2018,Browns Island,26-10,140.8,emergent,NA,247.81025280000003,Byrd 2018
byrd_2018,Browns Island,26-8,205.7,emergent,NA,362.03529119999996,Byrd 2018
byrd_2018,Browns Island,26-2,58.4,emergent,NA,102.7849344,Byrd 2018
byrd_2018,Browns Island,26-3,7.4,emergent,NA,13.0241184,Byrd 2018
byrd_2018,Browns Island,26-5,135.9,emergent,NA,239.1861744,Byrd 2018
byrd_2018,Browns Island,26-2,62.3,emergent,NA,109.64899679999999,Byrd 2018
byrd_2018,Browns Island,34-9,69.3,emergent,NA,121.96910879999999,Byrd 2018
byrd_2018,Browns Island,34-1,70.4,emergent,NA,123.90512640000001,Byrd 2018
byrd_2018,Browns Island,34-1,54.5,emergent,NA,95.920872,Byrd 2018
byrd_2018,Browns Island,34-3,51.8,emergent,NA,91.16882879999999,Byrd 2018
byrd_2018,Browns Island,34-4,77.5,emergent,NA,136.40123999999997,Byrd 2018
byrd_2018,Browns Island,34-3,13.1,emergent,NA,23.0562096,Byrd 2018
byrd_2018,Browns Island,45,302.9,emergent,NA,533.1088464,Byrd 2018
byrd_2018,Browns Island,42,335.46,emergent,NA,590.41496736,Byrd 2018
byrd_2018,Browns Island,44,289.76,emergent,NA,509.98223616,Byrd 2018
byrd_2018,Browns Island,41,315.41,emergent,NA,555.12664656,Byrd 2018
byrd_2018,Browns Island,38,596.75,emergent,NA,1050.289548,Byrd 2018
byrd_2018,Browns Island,36,393.63,emergent,NA,692.79509808,Byrd 2018
byrd_2018,Browns Island,40,566.16,emergent,NA,996.45065856,Byrd 2018
byrd_2018,Browns Island,39,443.16,emergent,NA,779.96869056,Byrd 2018
byrd_2018,Browns Island,37,281,emergent,NA,494.564496,Byrd 2018
byrd_2018,Browns Island,34,290.8,emergent,NA,511.8126528,Byrd 2018
byrd_2018,Browns Island,35,219.77,emergent,NA,386.79871632,Byrd 2018
byrd_2018,Browns Island,43,366.51,emergent,NA,645.06346416,Byrd 2018
byrd_2018,Browns Island,50-10,15.4,emergent,NA,27.104246399999997,Byrd 2018
byrd_2018,Browns Island,50-4,51.6,emergent,NA,90.8168256,Byrd 2018
byrd_2018,Browns Island,50-9,42.5,emergent,NA,74.80068,Byrd 2018
byrd_2018,Browns Island,50-6,20.1,emergent,NA,35.3763216,Byrd 2018
byrd_2018,Browns Island,50-4,32.4,emergent,NA,57.0245184,Byrd 2018
byrd_2018,Browns Island,50-2,45.3,emergent,NA,79.72872479999998,Byrd 2018
byrd_2018,Browns Island,50-2,47.9,emergent,NA,84.30476639999999,Byrd 2018
byrd_2018,Browns Island,32,300.08,emergent,NA,528.14560128,Byrd 2018
byrd_2018,Browns Island,33,232.72,emergent,NA,409.59092352,Byrd 2018
byrd_2018,Browns Island,28,219.81,emergent,NA,386.86911696,Byrd 2018
byrd_2018,Browns Island,31,273.25,emergent,NA,480.924372,Byrd 2018
byrd_2018,Browns Island,27,190,emergent,NA,334.40304000000003,Byrd 2018
byrd_2018,Browns Island,30,272.22,emergent,NA,479.1115555200001,Byrd 2018
byrd_2018,Browns Island,29,251.53,emergent,NA,442.69682448,Byrd 2018
byrd_2018,Browns Island,40-7,11.4,emergent,NA,20.0641824,Byrd 2018
byrd_2018,Browns Island,40-8,118.9,emergent,NA,209.26590240000002,Byrd 2018
byrd_2018,Browns Island,40-1,213.5,emergent,NA,375.76341599999995,Byrd 2018
byrd_2018,Browns Island,40-4,148.8,emergent,NA,261.8903808,Byrd 2018
byrd_2018,Browns Island,40-6,176.4,emergent,NA,310.4668224,Byrd 2018
byrd_2018,Browns Island,40-4,17.3,emergent,NA,30.448276800000002,Byrd 2018
byrd_2018,Browns Island,48-7,77.7,emergent,NA,136.75324320000001,Byrd 2018
byrd_2018,Browns Island,48-8,28,emergent,NA,49.280448,Byrd 2018
byrd_2018,Browns Island,48-8,92.7,emergent,NA,163.1534832,Byrd 2018
byrd_2018,Browns Island,48-1,61,emergent,NA,107.360976,Byrd 2018
byrd_2018,Browns Island,48-1,43.3,emergent,NA,76.2086928,Byrd 2018
byrd_2018,Browns Island,48-5,63.7,emergent,NA,112.11301920000001,Byrd 2018
byrd_2018,Browns Island,48-5,76.8,emergent,NA,135.16922879999998,Byrd 2018
byrd_2018,Browns Island,43-9,25.2,emergent,NA,44.3524032,Byrd 2018
byrd_2018,Browns Island,43-10,118.67,emergent,NA,208.86109872,Byrd 2018
byrd_2018,Browns Island,43-10,78,emergent,NA,137.281248,Byrd 2018
byrd_2018,Browns Island,43-1,83.8,emergent,NA,147.48934079999998,Byrd 2018
byrd_2018,Browns Island,43-3,82.9,emergent,NA,145.9053264,Byrd 2018
byrd_2018,Browns Island,43-1,51.6,emergent,NA,90.8168256,Byrd 2018
byrd_2018,Browns Island,43-5,58.14,emergent,NA,102.32733024,Byrd 2018
byrd_2018,ShermanLake,18,925.39,emergent,NA,1628.70120624,Byrd 2018
byrd_2018,ShermanLake,16,498,emergent,NA,876.487968,Byrd 2018
byrd_2018,ShermanLake,17,524.24,emergent,NA,922.67078784,Byrd 2018
byrd_2018,Mayberry,s11_072412,1472.89,emergent,NA,2592.30996624,Byrd 2018
byrd_2018,Mayberry,s11_081512,1233.28,emergent,NA,2170.59253248,Byrd 2018
byrd_2018,Mayberry,s11_092412,70.83,emergent,NA,124.66193327999999,Byrd 2018
byrd_2018,Mayberry,s10_072412,1802.39,emergent,NA,3172.23523824,Byrd 2018
byrd_2018,Mayberry,s10_081512,2171.66,emergent,NA,3822.15634656,Byrd 2018
byrd_2018,Mayberry,s10_092412,1556.13,emergent,NA,2738.81369808,Byrd 2018
byrd_2018,Mayberry,s12_081512,2890.99,emergent,NA,5088.18865584,Byrd 2018
byrd_2018,Mayberry,s13_081512,2084.85,emergent,NA,3669.3693576,Byrd 2018
byrd_2018,Mayberry,s9_081512,690.81,emergent,NA,1215.8366529599998,Byrd 2018
byrd_2018,Mayberry,s13_092412,1164.15,emergent,NA,2048.9226264000004,Byrd 2018
byrd_2018,Mayberry,s9_092412,1834.12,emergent,NA,3228.0805459199996,Byrd 2018
byrd_2018,Mayberry,s12_092412,365.74,emergent,NA,643.70825184,Byrd 2018
byrd_2018,ShermanLake,20,627.43,emergent,NA,1104.2868388799998,Byrd 2018
byrd_2018,ShermanLake,19,682.07,emergent,NA,1200.45411312,Byrd 2018
byrd_2018,Mayberry,s14_072412,2835.31,emergent,NA,4990.190964959999,Byrd 2018
byrd_2018,Mayberry,s14_081512,1731.55,emergent,NA,3047.5557047999996,Byrd 2018
byrd_2018,Mayberry,s15_081512,1829.65,emergent,NA,3220.2132744,Byrd 2018
byrd_2018,Mayberry,s15_092412,1037.53,emergent,NA,1826.06940048,Byrd 2018
byrd_2018,Mayberry,s14_092412,1124.43,emergent,NA,1979.0147908800002,Byrd 2018
byrd_2018,Mayberry,s7_072412,3243.91,emergent,NA,5709.333502559999,Byrd 2018
byrd_2018,Mayberry,s8_072412,1242.79,emergent,NA,2187.3302846399997,Byrd 2018
byrd_2018,Mayberry,s7_081512,2278.22,emergent,NA,4009.7036515199998,Byrd 2018
byrd_2018,Mayberry,s8_081512,1804.61,emergent,NA,3176.1424737599996,Byrd 2018
byrd_2018,Mayberry,s7_092412,2475.22,emergent,NA,4356.426803519999,Byrd 2018
byrd_2018,Mayberry,s8_092412,641.15,emergent,NA,1128.4342583999999,Byrd 2018
byrd_2018,ShermanLake,21,326.29,emergent,NA,574.27562064,Byrd 2018
byrd_2018,ShermanLake,22,1036.01,emergent,NA,1823.39417616,Byrd 2018
byrd_2018,ShermanLake,26,997.31,emergent,NA,1755.2815569599998,Byrd 2018
